waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018101303	ノアムサシ			a0185	宮川実	a01de	川野勇馬	469	-2
2	2	2018105620	アラメア			05572	佐原秀泰	05726	那俄性哲	460	-5
3	3	2014104506	ナンヨープルートー			a0270	岡村卓弥	a0043	雑賀正光	518	5
4	4	2018101685	トリエステ			a03e1	妹尾将充	a030b	西山裕貴	388	-2
5	5	2018104087	ブーゲンビリア			05536	永森大智	a0043	雑賀正光	413	-2
6	6	2018103568	エルプシオン			a02f8	林謙佑	a00ed	田中譲二	496	17
7	7	2018106493	メイショウケイゼン			a042b	井上瑛太	a0043	雑賀正光	461	0
7	8	2017106452	メイショウサソリザ			05600	塚本雄大	a0049	宗石大	409	2
8	9	2018101478	ゴーゴーレインボー			a03e2	多田羅誠	a02e3	工藤真司	461	-2
8	10	2018105967	エルカミーノ			a022d	石本純也	a0232	田中伸一	547	4
