waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019100561	ヤマカツブラック	牡3	54.0	01185	小沢	01021	池添兼	522	-2
2	2	2019105199	ルクス	牡3	56.0	01032	池添	01082	平田	534	0
3	3	2019106821	ファベル	牡3	56.0	05339	ルメール	01061	友道	438	0
4	4	2019102496	スズノマーベリック	牡3	56.0	01014	福永	01166	石坂	464	-8
5	5	2019101619	クロスオブゴールド	牡3	56.0	01174	岩田望	01168	上村	436	0
5	6	2019106226	ブロンドケリー	牡3	52.0	01193	今村	01158	寺島	454	-4
6	7	2019103021	ロードブライト	牡3	56.0	01030	松田	01164	安田翔	508	-8
6	8	2019104085	メイショウカミヨシ	牝3	51.0	01199	角田河	01184	四位	432	-4
7	9	2019100198	ウインシュプリーム	牡3	56.0	01125	国分優	00425	加用	454	-2
7	10	2019100575	ベラコリーダ	牝3	54.0	00732	幸	01151	斉藤崇	456	2
8	11	2019100235	ワイドカイザー	牡3	56.0	01116	藤岡康	01062	藤岡	484	-6
8	12	2019104463	フォートウィリアム	牡3	56.0	01034	酒井	01149	松下	510	-10
