rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	4		テツワンイナキチ	牡6	56.0		山本政聡	1:29.7		2-2-2-2	40.2	71.0	9	473	-3		佐藤浩一		黒木剛	20.0
2	2	2		キャンティ	牝5	54.0		坂口裕一	1:29.9	1.0	1-1-1-1	40.6	2.9	1	459	-1		新田守		谷謙介	5.2
3	6	6		アラノボル	牡6	56.0		山本聡哉	1:30.3	2.1/2	6-7-6-4	39.2	6.0	4	459	-9		佐藤浩一		高橋一己	2.8
4	1	1		ボリーバル	牡4	56.0		高橋悠里	1:30.6	1.1/2	4-3-3-3	40.5	3.0	2	522	-4		鈴木七郎		鈴木雅俊	2.0
5	3	3		オーシャンケリー	牝5	54.0		鈴木祐	1:30.8	1.0	5-5-8-7	39.6	12.4	5	480	-8		櫻田康二		高橋佑吉	1.0
6	7	7		ニシノファルコン	牡6	56.0		大坪慎	1:30.9	3/4	7-6-5-5	40.2	5.2	3	470	2		橘友和		谷口祐人	
7	8	10		ヒラボクビクトリー	牡11	56.0		村上忍	1:31.1	3/4	3-4-4-6	41.0	13.6	6	461	0		村上実		佐々木寛明	
8	8	9		キュンメル	牝5	54.0		阿部英俊	1:31.3	1.1/2	8-9-9-8	39.9	42.3	7	479	1		佐々木由		甲斐利元	
9	7	8		メイクマイチョイス	牝6	54.0		小林凌	1:31.3	ハナ	9-8-7-9	40.1	64.6	8	463	6		板垣吉則		薄井隆博	
10	5	5		モンサルヴァート	牡4	55.0		岩本怜	1:32.7	9.0	10-10-10-10	40.8	78.8	10	453	-4		村上実		伊藤孝治	
