rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	7		コルク	牡4	56.0		酒井忍	1:37.7		9-9-8-8	39.6	17.1	7	510	-4		宇野木博		小島光治	100.0
2	7	10		フクノヴァランス	牡5	56.0		加藤和博	1:37.9	1.0	2-2-2-2	40.8	11.8	5	453	-17		川島豊		（株）ファーストビ	38.0
3	2	2		デンコウメジャー	牡5	56.0		吉留孝司	1:37.9	クビ	5-4-5-3	40.6	5.7	2	474	-17		平山真希		杉浦和也	25.0
4	8	11		ファルネーゼブルー	牝4	54.0		森泰斗	1:37.9	ハナ	1-1-1-1	40.8	1.7	1	430	2		高月賢一		（株）レックス	15.0
5	3	3		スイートウィスパー	牝4	52.0		Ｍ．ミシ	1:38.1	1.0	8-7-6-6	40.4	7.7	3	459	2		山崎裕也		高樽秀夫	12.0
6	8	12		トキノヴァンクール	牡5	56.0		藤江渉	1:38.1	アタマ	3-3-3-4	41.0	41.5	9	501	5		八木正喜		田中準市	
7	6	8		イチリンソウ	牝5	54.0		繁田健一	1:38.7	3.0	4-5-4-5	41.3	9.6	4	460	-8		矢野義幸		石瀬浩三	
8	5	6		コンジキノボス	牡5	56.0		澤田龍哉	1:38.8	3/4	11-11-10-10	40.4	13.4	6	474	-1		矢内博		田村義徳	
9	7	9		グランシェフ	牡8	56.0		笹川翼	1:39.0	1.0	6-6-7-6	41.3	38.2	8	469	-2		加藤誠一		吉田和美	
10	5	5		ガナドゥール	牡5	56.0		西啓太	1:39.2	1.0	10-10-11-11	40.8	414.2	12	512	6		田島寿一		角谷守正	
11	1	1		トータルプラス	牡5	56.0		町田直希	1:39.4	1.1/2	12-12-12-12	40.7	195.8	11	467	-10		海馬澤司		堀内一夫	
12	4	4		ビップゼロワン	セ4	56.0		伊藤裕人	1:39.6	1.0	7-8-9-9	41.5	90.7	10	466	-4		安池成実		片岡信賢	
