	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠単:的中	枠単:配当	枠単:人気
201342011501	ダ	左	1400	晴	不良	10:50	3歳		2013-1-15	10	浦和	1	150万円以上200万円未満																																														
201342011502	ダ	左	1400	晴	不良	11:20	4歳　選抜馬イ		2013-1-15	10	浦和	1																																															
201342011503	ダ	左	1400	晴	不良	11:50	4歳　選抜馬ア		2013-1-15	10	浦和	1																																															
201342011504	ダ	左	1500	晴	不良	12:20	特選		2013-1-15	10	浦和	1	200万円以上250万円未満																																														
201342011505	ダ	左	1400	晴	不良	12:50	C311　12		2013-1-15	10	浦和	1																																															
201342011506	ダ	左	1400	晴	不良	13:25	C311　12		2013-1-15	10	浦和	1																																															
201342011507	ダ	左	1600	晴	不良	14:00	若水特別 		2013-1-15	10	浦和	1	250万円以上																																														
201342011601	ダ	左	1400	曇	不良	10:20	3歳		2013-1-16	10	浦和	2	100万円以上150万円未満		6.0	560.0	2.0	6.0	230.0	2.0	2.0	230.0	3.0	7.0	390.0	7.0	2-6	2600.0	9.0	2-6	3270.0	10.0	2-6	700.0	9.0	6-7	1,790	21.0	2-7	1,510	17.0	6=>2	6870.0	18.0	2-6-7	17250.0	47.0	6=>2=>7	83200.0	206.0	6472138105119.0	6,7,4,2,1,8,3,10,11,5-9	6,7,2,1,8,4,11,10,3,5-9	6271841011359.0	12.6 - 12.8 - 13.7 - 13.8 - 13.2 - 14.4 - 12.8	12.6 - 25.4 - 39.1 - 52.9 - 66.1 - 80.5 - 93.3 (39.1-40.4)	6=>2	4490.0	12.0
201342011602	ダ	左	1300	曇	不良	10:50	4歳　選抜馬ウ		2013-1-16	10	浦和	2			5.0	540.0	3.0	5.0	220.0	3.0	8.0	310.0	5.0	2.0	450.0	6.0	5-7	2380.0	9.0	5-8	2490.0	8.0	5-8	570.0	6.0	2-5	1,060	12.0	2-8	1,830	17.0	5=>8	4800.0	13.0	2-5-8	6380.0	19.0	5=>8=>2	48840.0	117.0	4567813210911.0	4567813921011	5,6,4,7,8-9,1,2,3,11,10	5687492311011.0	6.6 - 11.5 - 12.7 - 12.9 - 13.0 - 13.8 - 13.9	6.6 - 18.1 - 30.8 - 43.7 - 56.7 - 70.5 - 84.4 (30.8-40.7)	5=>7	6340.0	18.0
201342011603	ダ	左	1400	曇	不良	11:20	C3九　十		2013-1-16	10	浦和	2			6.0	160.0	1.0	6.0	120.0	1.0	8.0	1,060	10.0	7.0	470.0	7.0	5-6	1560.0	7.0	6-8	9660.0	26.0	6-8	3,760	29.0	6-7	1,110	11.0	7-8	8,250	43.0	6=>8	13720.0	37.0	6-7-8	32830.0	66.0	6=>8=>7	102400.0	260.0	682931071251114.0	628910371251114	6,2,8,3,12,9,10,7,5-1,11,4	628123751911410.0	12.7 - 12.4 - 12.9 - 13.2 - 12.9 - 13.5 - 14.4	12.7 - 25.1 - 38.0 - 51.2 - 64.1 - 77.6 - 92.0 (38.0-40.8)	5=>6	1900.0	8.0
201342011604	ダ	左	1400	曇	不良	11:50	C3九　十		2013-1-16	10	浦和	2			2.0	260.0	1.0	2.0	150.0	1.0	11.0	180	2.0	4.0	1,150	10.0	2-8	620.0	1.0	2-11	1390.0	5.0	2-11	620	4.0	2-4	4,190	39.0	4-11	7,980	50.0	2=>11	2660.0	7.0	2-4-11	55310.0	114.0	2=>11=>4	236070.0	512.0	367289111241015.0	3,6,2,7,8,4,11,9,(1,12),10,5	326411789110125	234116781109512.0	12.8 - 12.4 - 12.7 - 13.5 - 13.3 - 14.1 - 13.6	12.8 - 25.2 - 37.9 - 51.4 - 64.7 - 78.8 - 92.4 (37.9-41.0)	2=>8	1000.0	1.0
