日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/01/23	曇	12	9	3	3	5.2	3	1	57.0	良	1:35.8	-0.2	1-3-2	36.1-35.0	34.7	中山	202206010812	4歳以上2勝クラス	202206010812	01170	芝	1600	532	6	1110.0
2021/09/26	曇	9	13	8	13	4.6	2	10	57.0	良	1:34.4	1.1	4-7-7	35.0-35.3	35.6	中山	202106040709	木更津特別(2勝クラス)	202106040709	01127	芝	1600	526	-2	0.0
2021/05/29	晴	10	11	6	7	3.3	2	4	56.0	良	1:33.0	0.5	2-2	35.2-34.1	34.4	東京	202105021110	葉山特別(2勝クラス)	202105021110	01169	芝	1600	528	-4	230.0
2021/05/16	小雨	8	9	8	8	2.9	2	3	56.0	良	1:33.3	0.1	5-5	35.6-34.3	33.5	東京	202105020808	4歳以上2勝クラス	202105020808	01088	芝	1600	532	4	280.0
2021/03/07	曇	8	12	4	4	1.9	1	3	56.0	良	1:35.3	0.1	5-6-5	34.9-36.6	35.5	中山	202106020408	4歳以上2勝クラス	202106020408	01122	芝	1600	528	6	280.0
2020/12/13	晴	8	16	1	2	12.1	4	1	55.0	良	1:34.7	-0.4	1-1-1	35.4-35.4	35.4	中山	202006050408	3歳以上1勝クラス	202006050408	01122	芝	1600	522	6	760.0
2020/08/22	晴	6	18	5	10	1.7	1	1	54.0	良	1:35.2	0.0	6-6	35.3-35.2	34.7	新潟	202004030306	3歳未勝利	202004030306	01122	芝	1600	516	6	510.0
2020/06/20	晴	6	16	3	5	1.4	1	2	54.0	稍	1:35.0	0.3	3-4	34.4-36.3	36.4	東京	202005030506	3歳未勝利	202005030506	05339	芝	1600	510	0	200.0
2020/04/12	曇	5	16	8	15	2.6	1	3	54.0	稍	1:36.5	0.3	7-10-9	36.3-35.5	34.9	中山	202006030605	3歳未勝利	202006030605	05596	芝	1600	510	6	130.0
2020/01/13	晴	6	16	3	5	2.9	1	2	54.0	良	1:36.6	0.2	3-2-2	36.0-36.2	36.4	中山	202006010506	3歳新馬	202006010506	05575	芝	1600	504	0	240.0
