rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	9		ラディアンスウェイ	牡6	56.0		池田敏樹	1:44.3		2-2-2	39.4	10.3	3	433	-1		加藤幸保		今中俊平	24.0
2	4	4		ニホンピロハービン	牝4	54.0		向山牧	1:44.5	1.0	7-3-3	39.0	1.2	1	484	0		川嶋弘吉		小林百太郎	5.6
3	5	5		ジューンジョイ	牝5	54.0		森島貴之	1:44.8	1.1/2	9-8-6	38.5	11.6	4	416	0		水野善太		小橋亮太	2.4
4	7	7		シュネルハルバート	牡4	56.0		山下雅之	1:44.9	クビ	1-1-1	40.2	25.0	5	419	-6		伊藤強一		（同）ＪＰＮ技研	1.7
5	2	2		オウケンキング	牡5	56.0		吉井友彦	1:44.9	ハナ	8-7-6	38.8	6.6	2	533	-3		法理勝弘		（有）辻牧場	1.2
6	8	10		オリアナロゼッタ	牝4	54.0		佐藤友則	1:45.3	2.0	4-5-5	40.0	46.4	8	436	-7		湯前良人		福永實	
7	6	6		プリティロコガール	牝5	54.0		大原浩司	1:45.5	1.1/2	5-4-4	40.1	37.9	6	441	4		藤田正治		（株）ファーストビ	
8	7	8		ニヨドタテヤマ	牝5	54.0		島崎和也	1:46.0	2.1/2	6-6-8	40.2	87.0	9	409	-4		伊藤勝好		酒井孝敏	
9	1	1		ペシュウィズダム	牝4	54.0		筒井勇介	1:47.8	9.0	3-9-9	42.4	44.2	7	430	11		藤田正治		伏田知義	
取	3	3		ランタン	牝4	54.0		大塚研司					---		計不			田口輝彦		吉田勝利	
