日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/01/23	小雨	12	16	6	11	6.5	4	15	56.0	良	1:14.3	1.6	15-15	35.3-37.4	37.5	中京	202207010812	4歳以上2勝クラス	202207010812	01163	ダ	1200	466	6	0.0
2022/01/08	晴	9	14	5	8	10.7	5	10	56.0	良	1:09.1	0.9	4-4	33.9-34.3	34.7	中京	202207010209	鳥羽特別(2勝クラス)	202207010209	01163	芝	1200	460	2	0.0
2021/12/26	曇	12	15	6	10	11.6	5	13	56.0	良	1:22.4	0.7	4-3	35.3-34.8	35.2	阪神	202109060812	猪名川特別(2勝クラス)	202109060812	01163	芝	1400	458	-8	0.0
2021/11/13	晴	8	11	6	7	8.0	5	7	56.0	良	1:34.0	0.7	5-5	35.6-34.3	34.6	東京	202105050308	3歳以上2勝クラス	202105050308	01163	芝	1600	466	-2	0.0
2021/10/30	晴	8	11	1	1	5.4	3	8	55.0	良	1:22.4	0.6	6-7	35.1-34.9	34.9	阪神	202109040708	3歳以上2勝クラス	202109040708	01163	芝	1400	468	6	0.0
2021/10/09	晴	8	8	8	8	5.6	3	7	51.0	良	1:34.0	1.5	2-2	35.5-34.5	36.0	阪神	202109040108	3歳以上2勝クラス	202109040108	01190	芝	1600	462	0	0.0
2021/02/14	晴	11	12	8	12	42.7	8	6	56.0	良	1:48.3	0.7	11-12-12	37.4-33.8	33.4	東京	202105010611	共同通信杯(G3)	202105010611	01163	芝	1800	462	2	0.0
2020/12/20	晴	11	16	1	1	151.5	14	8	55.0	良	1:33.0	0.7	15-15	33.7-35.4	33.5	阪神	202009060611	朝日フューチュリティ(G1)	202009060611	01032	芝	1600	460	-2	0.0
2020/11/14	晴	11	8	6	6	9.3	3	5	55.0	良	1:33.3	0.9	2-2	35.0-34.3	35.1	阪神	202009050311	デイリー杯2歳S(G2)	202009050311	01163	芝	1600	462	10	380.0
2020/08/23	晴	9	14	8	13	8.8	4	1	54.0	良	1:29.6	0.0	5-7-5	29.7-35.5	35.1	札幌	202001020409	クローバー賞(OP)	202001020409	01163	芝	1500	452	-10	1630.1
2020/07/18	曇	11	15	4	6	7.8	2	5	54.0	良	1:10.3	0.5	8-11	33.5-36.3	36.0	函館	202002020511	函館2歳S(G3)	202002020511	01163	芝	1200	462	-2	310.0
2020/07/11	曇	5	13	7	10	18.9	6	1	54.0	良	1:10.2	-0.2	9-9	34.1-36.1	35.0	函館	202002020305	2歳新馬	202002020305	01163	芝	1200	464	0	700.0
