waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018104209	ウォーターアークス	牡3	56.0	01116	藤岡康	01072	河内	478	2
1	2	2018100533	マンヌポルト	牝3	51.0	01191	松本	01154	橋口	460	4
2	3	2018104992	ヴィンランド	牡3	55.0	01168	富田	00362	橋田	474	4
2	4	2018106624	サンシンノハナ	牝3	54.0	01034	酒井	01069	中尾	474	-8
3	5	2018103115	メイショウユウスイ	牡3	56.0	01019	秋山真	01139	飯田祐	450	-4
3	6	2018105141	ラヴィズポイズン	牝3	54.0	01171	西村淳	01176	吉岡	508	2
4	7	2018101543	リアングロワール	牝3	54.0	01130	高倉	01157	杉山晴	486	18
4	8	2018106500	キングプロテア	牝3	54.0	01062	川島	01095	荒川	402	-2
5	9	2018100627	リオンジャック	牝3	54.0	01138	藤懸	00425	加用	474	0
5	10	2018101808	フューチャーポップ	牝3	54.0	01115	浜中	01176	吉岡	426	-4
6	11	2018104079	メイショウテンオン			01187	永島	01099	本田		
6	12	2018106663	エアミアーニ	牡3	56.0	01174	岩田望	01104	笹田	434	0
7	13	2018105250	ヘアケイリー	牝3	54.0	01141	中井	01137	中内田	448	4
7	14	2018102280	ケルンクリエイター	セ3	56.0	01152	小崎	01085	小崎	450	-2
8	15	2018104926	ギルティブラック	牡3	56.0	01157	鮫島駿	00438	安田隆	448	-8
8	16	2018104057	ブリングミージョイ	牝3	51.0	01186	角田	01136	高橋亮	474	0
