waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2014102648	トウシンアサヒ			05601	金山昇馬	05307	西久保政	459	-3
2	2	2014105839	ノルナゲスト			05456	田中純	05684	三小田幸	494	12
3	3	2015100119	ケイツーシリング			a0291	川島拓	a0278	北村欣也	429	4
4	4	2017103415	キュウシュウダンジ			a042c	飛田愛斗	05684	三小田幸	474	-5
5	5	2016101675	エンゼルサンライズ			05478	石川慎将	05450	川田孝好	446	1
6	6	2015102224	シーカー			05229	山口勲	05601	東眞市	464	2
7	7	2017100879	モリデンハーレー			05099	吉田順治	a0259	柳井宏之	443	2
7	8	2017104401	トーセンシーバス			05491	田中直人	a01eb	井樋明正	441	1
8	9	2014105074	マナマナ			05329	倉富隆一	05450	川田孝好	442	0
8	10	2017106660	ラビングシーン			05579	出水拓人	05059	大島静夫	476	4
