waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017106666	コパノカリブ			05229	山口勲	05601	東眞市	468	3
2	2	2014104127	ゼットガンバー			a0201	岩永千明	a00f6	中野博	522	-2
3	3	2013101450	ロージズレイ			05601	金山昇馬	05257	手島勝利	479	2
4	4	2014101602	ジャンダラリン			05501	山下裕貴	a01e2	頼本盛行	488	2
5	5	2015100313	バレンティーノ			05456	田中純	05257	手島勝利	458	16
5	6	2014104414	ブランドランナー			05579	出水拓人	a00f6	中野博	475	-7
6	7	2016106540	キングオブチェス			05587	小松丈二	a00fc	武藤敏明	474	1
6	8	2017104301	サツキヒューズ			05548	竹吉徹	a00f4	山田義人	484	-5
7	9	2016103225	アベニンローズ			05478	石川慎将	a0367	山田徹	456	1
7	10	2017104065	ミツルザビクトリー			05329	倉富隆一	05741	池田忠好	439	0
8	11	2017103775	ゴーンホーム			05147	長田進仁	a00f6	中野博	464	1
8	12	2013103033	オリエンタルポリス			00409	鮫島克也	a01e2	頼本盛行	492	2
