waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015105333	キナコ			05601	金山昇馬	05745	渡辺博文	413	6
2	2	2016105659	ベルナルド			00409	鮫島克也	a00f4	山田義人	521	-1
3	3	2016102065	キクノピオニール			05456	田中純	a0367	山田徹	473	-3
4	4	2016104513	トゥアレグ			a0273	村松翔太	05333	矢野久美	437	-2
5	5	2011101869	ゴールドパール			a042c	飛田愛斗	05684	三小田幸	516	-3
6	6	2014103831	デュパルクカズマ			05329	倉富隆一	a00f4	山田義人	421	-9
7	7	2016103482	マオノピュア			05478	石川慎将	05257	手島勝利	464	1
7	8	2018103353	モーモーブラック			05501	山下裕貴	05741	池田忠好	414	2
8	9	2016105554	ゴールドブリオン			05229	山口勲	a00f4	山田義人	415	-1
8	10	2016103227	ソダネー			05548	竹吉徹	a0367	山田徹	445	-6
