rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	5		エイシンギンガ	牝3	54.0		田中学	1:30.9		1-1-1-1	39.3	2.1	1	463	2		渡瀬寛彰		平井克彦	60.0
2	8	9		ハローチュース	牡3	55.0		廣瀬航	1:31.2	2.0	2-2-2-2	39.5	2.3	2	471	1		保利良平		薪浦亨	24.0
3	3	3		フローラルオーク	牝4	54.0		下原理	1:32.3	7.0	4-4-4-3	40.4	32.2	8	435	-6		石橋満		高橋正雄	15.0
4	7	8		ヨウウッドテール	牡5	56.0		石堂響	1:32.4	1/2	5-5-5-6	40.2	23.7	7	468	0		長南和宏		梶正典	9.0
5	2	2		エイシンガイン	牡4	56.0		小谷周平	1:32.7	1.1/2	6-6-6-5	40.6	11.0	3	430	4		溝橋利喜		組）オールザベスト組	6.0
6	8	10		メイショウアレス	牡4	56.0		長谷部駿	1:32.8	1/2	7-7-7-7	40.4	17.5	5	456	-3		小牧毅		松本好雄	
7	7	7		アイレスタイム	牝3	54.0		大山真吾	1:33.3	3.0	3-3-3-4	41.5	19.9	6	400	1		住吉朝男		山本晋也	
8	1	1		オンドレースンドレ	牝3	51.0		長尾翼玖	1:33.6	2.0	9-9-8-8	40.8	52.5	9	445	0		長南和宏		宮本育也	
9	4	4		ラブワンダー	牝3	50.0		佐々木世	1:34.0	2.1/2	7-8-9-9	41.2	16.5	4	478	8		新子雅司		清水隆雄	
10	6	6		トレベーラ	牝4	54.0		渡瀬和幸	1:35.4	8.0	10-10-10-10	42.0	111.4	10	497	0		雑賀伸一		田上雅春	
