waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102827	ミモザアカシア			a0487	塚本征吾	05214	原口次夫	516	5
2	2	2017103444	ミサトアンバー			00839	戸部尚実	a003d	成田明	465	5
3	3	2017103069	メディウム			a03ff	浅野皓大	05486	今津博之	432	7
4	4	2017105852	エイシンアーク			a0035	尾崎章生	05357	植松則幸	450	-2
5	5	2017105488	クリアサンシャイン			05053	丸野勝虎	05242	角田輝也	505	3
6	6	2017102217	アイディンシスター			a0292	丸山真一	05178	伊藤勝己	422	7
7	7	2017100013	エンリサラ			05602	細川智史	05668	坂口義幸	393	-2
7	8	2014104252	イーストクー			a023e	友森翔太	05281	塚田隆男	418	1
8	9	2017102322	アイファーレモン			05171	岡部誠	05671	倉地学	469	7
8	10	2017103001	オンザルース			05489	今井貴大	05671	倉地学	487	0
