waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018101704	サハラヴァンクール	牡3	55.0	01126	松山	01107	村山	478	6
2	2	2017106728	シンゼンデレヤ	牡4	57.0	01147	城戸	01095	荒川	530	0
3	3	2016100587	フラル	牝5	55.0	01032	池添	01078	北出	476	-2
4	4	2015101170	ダイシンカローリ	牡6	57.0	01141	中井	01087	庄野	518	12
5	5	2014102088	ランドジュピター	牡7	57.0	01154	松若	01042	安達	476	0
6	6	2018104071	ヒシカムイ	牡3	52.0	01186	角田	01121	角田	466	-4
7	7	2015103197	キタサンヴィクター	牡6	57.0	01018	和田竜	01099	本田	518	4
7	8	2016101841	ストロングライン	牡5	57.0	01116	藤岡康	01148	西村	502	-6
8	9	2017104477	ダディーズメジャー	牡4	54.0	01189	西谷凜	01120	千田	486	4
8	10	2018105235	ダノンハーロック	牡3	55.0	01088	川田	01002	音無	536	0
