waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019106334	レタラ	牝3	54.0	01163	坂井	01130	吉村	446	4
1	2	2019105174	スマイルバック	牝3	54.0	01019	秋山真	01092	松永幹	466	4
2	3	2019101291	コンスタンティン	牝3	54.0	01154	松若	01166	石坂	456	-14
2	4	2019105358	フローラルビアンカ	牝3	54.0	01093	藤岡佑	01180	田中克	470	2
3	5	2019106627	ウィシンクアスク	牝3	54.0	01140	横山和	01098	野中	476	-6
3	6	2019102948	グランブリッジ	牝3	52.0	01185	小沢	01172	新谷	438	0
4	7	2019104537	カラフルキューブ	牝3	54.0	01034	酒井	01117	高野	458	-2
4	8	2019106410	ビジン	牝3	54.0	01030	松田	01161	武英	458	0
5	9	2019100546	タガノカンデラ	牝3	54.0	01147	城戸	01146	奥村豊	454	-4
5	10	2019106807	ミギーフェイス	牝3	54.0	00422	内田博	01172	新谷	496	3
6	11	2019105025	マテンロウアイ	牝3	54.0	01037	太宰	01158	寺島	514	0
6	12	2019106604	スミ	牝3	51.0	01199	角田河	01136	高橋亮	458	4
7	13	2019104604	ヴァランシエンヌ	牝3	54.0	01116	藤岡康	01148	西村	474	-4
7	14	2019106565	メイショウソウゲツ	牝3	54.0	01062	川島	01099	本田	446	0
8	15	2019102460	ウィルフルネス	牝3	54.0	01168	富田	01184	四位	470	-10
8	16	2019104551	ポルテーニャ	牝3	50.0	01193	今村	01148	西村	440	10
