rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	10		ザプリオレス	牡3	56.0		田中学	1:30.1		6-7-4-1	39.3	1.2	1	497	5		渡瀬寛彰		村上稔	45.0
2	6	7		マイネルテンプス	牡4	56.0		川原正一	1:30.2	クビ	9-9-5-1	39.1	6.9	2	486	-8		飯田良弘		松野真一	12.6
3	8	11		ダイヤファントム	セ4	56.0		廣瀬航	1:30.9	4.0	3-3-3-4	40.5	25.9	5	457	-2		尾林幸二		川根幸晴	6.3
4	5	5		アルチスタ	牝4	54.0		山田雄大	1:31.8	5.0	11-10-9-7	40.5	37.6	7	395	-2		諏訪貴正		山本将司	4.5
5	5	6		ゴッドバローズ	セ7	55.0		長谷部駿	1:31.8	クビ	10-11-10-11	40.3	56.3	10	441	0		田村彰啓		梶川素嗣	3.6
6	8	12		キクノレレ	牝5	51.0		木本直	1:31.9	クビ	1-1-1-1	41.9	18.3	3	486	6		新井隆太		（株）さくらコーポ	
7	6	8		パスポート	牝4	54.0		田野豊三	1:32.2	2.0	12-12-12-12	39.8	56.2	9	445	-6		三宅直之		（株）ファーストビ	
8	4	4		エイシンオルデン	牝3	54.0		鴨宮祥行	1:32.5	1.3/4	5-5-6-6	41.8	43.3	8	460	3		平松徳彦		平井克彦	
9	1	1		アイアイハッピー	牡5	56.0		杉浦健太	1:32.7	3/4	7-6-7-8	41.8	67.0	11	472	2		保利良次		中倉敬三	
10	7	9		モンドール	牡6	56.0		松木大地	1:32.8	1/2	2-2-2-5	42.6	37.1	6	492	0		南弘樹		小橋亮太	
11	2	2		シップウジンライ	牡3	55.0		石堂響	1:33.1	1.3/4	8-8-10-9	41.9	22.0	4	451	-2		長南和宏		下岸秀人	
12	3	3		マヤルーチェ	牝5	54.0		小谷周平	1:33.5	2.1/2	4-4-7-10	42.8	132.4	12	415	0		尾林幸二		（有）まの	
