着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		1	---	3	000a0134b9	牡	4			60.0	158.38	0			0ザイドル	0クルーク	00nan	0.0	2017C2a00210
2		3	---	1	2012190003	牡	5			60.0	158.9	3.1/2			0シュタル	0グロッシ	00nan	0.0	2017C2a00210
3		5	---	4	Nepal	牝	4			58.5		2.1/2			0カデドゥ	00ボルテ	00nan	0.0	2017C2a00210
4		2	---	2	2012190004	牡	5			60.0	159.7	2.1/2			05517	0カルヴァ	00nan	0.0	2017C2a00210
5		4	---	5	Space Cowboy	セ	5			60.0		大			00ポルク	0クルーク	00nan	0.0	2017C2a00210
1		1	---	5	2012190004	牡	5			60.0	135.6	0			0ミナリク	0カルヴァ	00nan	0.0	2017C2a00306
2		2	---	3	2012190003	牡	5			60.0	135.6	クビ			05115	0グロッセ	00nan	0.0	2017C2a00306
3		6	---	2	Wai Key Star	牡	4			57.0		4			0ペドロサ	ウォーラー	00nan	0.0	2017C2a00306
4		4	---	6	Devastar	牡	5			57.0		1.1/4			0ザイドル	0クルーク	00nan	0.0	2017C2a00306
5		3	---	1	000a0134b9	牡	4			58.5		アタマ			00ポルク	0クルーク	00nan	0.0	2017C2a00306
6		5	---	4	Va Bank	牡	5			57.0		1/2			0グラバー	ヤニコウスキ	00nan	0.0	2017C2a00306
1		1	---	3	2012190004	牡	5			60.0	152.5	0			05517	0カルバー	00nan	0.0	2017C2a00506
2		2	---	1	2012190003	牡	5			60.0	152.9	2.1/2			05115	0グリュー	00nan	0.0	2017C2a00506
3		6	---	5	Colomano	牡	3			56.5		アタマ			0ペドロサ	0クルーク	00nan	0.0	2017C2a00506
4		7	---	2	Windstoss	牡	3			56.5		1			0デフリー	0クルーク	00nan	0.0	2017C2a00506
5		5	---	4	000a013a3b	牡	3			56.5		2.1/2			0カーソン	0ビン・ス	00nan	0.0	2017C2a00506
6		3	---	6	000a0138e0	セ	4			60.0		7			00レーン	0ビン・ス	00nan	0.0	2017C2a00506
1		3	---	4	2012190003	牡	5			60.0	125.1	0			05550	0グリュー	00nan	0.0	2017C2a00606
2		9	---	7	000a013a3b	牡	3			56.0		1.1/2			00モッセ	0ビン・ス	00nan	0.0	2017C2a00606
3		6	---	2	000a013693	セ	6			60.0		2.1/2			0ペドロサ	0ウォーラ	00nan	0.0	2017C2a00606
4		10	---	1	Enjoy Vijay	牡	3			56.0		クビ			0シュタル	シールゲン	00nan	0.0	2017C2a00606
5		4	---	5	000a013fb5	牡	4			60.0		2.1/2			00ボイコ	ウォーラー	00nan	0.0	2017C2a00606
6		7	---	3	000a0138e0	セ	4			60.0		2.1/2			0マーフィ	0ビン・ス	00nan	0.0	2017C2a00606
7		8	---	6	Wild Chief	牡	6			60.0		3			00ピーチ	ヒルシュベルガー	00nan	0.0	2017C2a00606
8		1	---	8	Air Pilot	セ	8			60.0		6			0ベントレ	0ベケット	00nan	0.0	2017C2a00606
9		2	---	11	Boscaccio	牡	4			60.0		1.1/4			0シールゲ	シュプレンゲル	00nan	0.0	2017C2a00606
10		5	---	9	Palace Prince	牡	5			60.0		1.3/4			0ミナリク	カルバーリョ	00nan	0.0	2017C2a00606
11		11	---	10	Parviz	牡	3			56.0		大			0ラーナー	0ヒクスト	00nan	0.0	2017C2a00606
