着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1		10	---	1	000a013a50	牝	3			54.0	156.22	0			00875	00970	a00071	0.0	2017A6a02104
2		7	---	5	000a0131da	牡	4			60.0		4			a0306	00840	00nan	0.0	2017A6a02104
3		3	---	4	2013190002	牡	4			60.0	157.1	3/4			a02e9	05518	00nan	0.0	2017A6a02104
4		2	---	2	000a0128f6	牡	5			60.0		4			05366	05518	00nan	0.0	2017A6a02104
5		9	---	6	000a013a38	牡	3			55.5		2.1/2			05575	05016	00nan	0.0	2017A6a02104
6		1	---	8	000a013a54	セ	5			60.0		6			a03b2	a0319	00nan	0.0	2017A6a02104
7		6	---	7	000a01332b	牡	5			60.0		アタマ			a0320	a0312	00nan	0.0	2017A6a02104
8		5	---	10	000a013399	牡	6			60.0		2			a02cb	00970	00nan	0.0	2017A6a02104
9		4	---	3	000a012ae6	牡	5			60.0		大			05495	00970	00nan	0.0	2017A6a02104
10		8	---	8	000a013a65	牡	4			60.0		4			00843	00[外]	00nan	0.0	2017A6a02104
1		1	---	1	2014190001	牡	3			57.5	184.0	0			05366	オブライエン	00nan	0.0	2017A6a02804
2		3	---	3	000a013a8c	牡	3			57.5		1/2			a0306	0スタウト	00nan	0.0	2017A6a02804
3		8	---	2	000a01405d	牡	3			57.5		アタマ			a02cd	0ゴスデン	00nan	0.0	2017A6a02804
4		7	---	6	000a013a44	牡	3			57.5		1.1/2			D.オブラ	J.オブラ	00nan	0.0	2017A6a02804
5		11	---	5	000a013ab2	牝	3			56.0		1.1/4			00875	00970	00nan	0.0	2017A6a02804
6		2	---	9	Count Octave	牡	3			57.5		2.1/2			0マーフィ	ボールディング	00nan	0.0	2017A6a02804
7		6	---	8	Raheen House	牡	3			57.5		大			0カービー	0ミーハン	00nan	0.0	2017A6a02804
8		10	---	7	Venice Beach	牡	3			57.5		9			0ヘファー	オブライエン	00nan	0.0	2017A6a02804
9		5	---	10	Douglas Macarthur	牡	3			57.5		1.1/2			0マクナマ	オブライエン	00nan	0.0	2017A6a02804
10		4	---	4	000a013fab	牡	3			57.5		1.3/4			05527	05679	a0006a	0.0	2017A6a02804
11		9	---	11	The Anvil	牡	3			57.5		大			0ハッシー	オブライエン	00nan	0.0	2017A6a02804
1		1	---	2	000a012d1f	セ	6			58.0	262.4	0			00ドイル	000ベル	00nan	0.0	2017A6a01a04
2		3	---	1	000a01322d	牡	5			58.0		アタマ			05366	05518	00nan	0.0	2017A6a01a04
3		8	---	9	000a013402	牡	4			57.0		6			0クローリ	0モンガン	00nan	0.0	2017A6a01a04
4		12	---	10	She is No Lady	牝	5			56.5		1/2			00ベリー	0ベケット	00nan	0.0	2017A6a01a04
5		6	---	6	Torcedor	セ	5			58.0		2.1/2			0オドノヒ	ハリントン	00nan	0.0	2017A6a01a04
6		5	---	4	000a01299b	セ	8			58.0		1/2			0ハーレー	0シムコッ	00nan	0.0	2017A6a01a04
7		14	---	5	Sweet Selection	牝	5			56.5		1.1/4			0デソウサ	0モリソン	00nan	0.0	2017A6a01a04
8		10	---	12	Prince of Arran	セ	4			57.0		アタマ			0クイーリ	フェローズ	00nan	0.0	2017A6a01a04
9		2	---	12	Nearly Caught	セ	7			58.0		4			0カービー	0モリソン	00nan	0.0	2017A6a01a04
10		11	---	6	Endless Time	牝	5			56.5		2.1/2			0ビュイッ	アップルビー	00nan	0.0	2017A6a01a04
11		9	---	12	Harrison	セ	4			57.0		10			000リー	0シャノン	00nan	0.0	2017A6a01a04
12		4	---	8	Quest for More	セ	7			58.0		大			0スペンサ	チャールトン	00nan	0.0	2017A6a01a04
13		7	---	10	2011190001	セ	6			58.0		大			0アッゼニ	0ダンロッ	00nan	0.0	2017A6a01a04
14		13	---	3	000a013309	牝	5			56.5		大			0マーフィ	0ベケット	00nan	0.0	2017A6a01a04
