日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/30	曇	11	12	7	10	5.3	2	4	56.0	重	1:32.5	0.3	11-11-11-8	0.0-40.4	39.1	高知	202254033011	ファイナルレース	202254033011	a0270	岡村卓弥	ダ	1400	476	-4	7.5
2022/03/16	晴	10	12	8	11	16.0	8	4	56.0	良	1:34.7	0.3	7-8-9-6	0.0-42.1	41.1	高知	202254031610	ファイナルレース	202254031610	a0270	岡村卓弥	ダ	1400	480	2	7.5
2022/03/08	晴	4	10	7	7	29.4	5	7	56.0	良	1:28.7	1.6	10-10-10-8	0.0-41.3	40.4	高知	202254030804	C3ー8	202254030804	a0270	岡村卓弥	ダ	1300	478	0	0.0
2022/02/23	曇	3	10	8	9	27.7	6	7	56.0	重	1:26.3	1.7	6-7-8-7	0.0-39.6	40.4	高知	202254022303	将来ジョッキー特別	202254022303	a0270	岡村卓弥	ダ	1300	478	3	0.0
2022/02/16	晴	4	8	6	6	32.8	5	4	56.0	重	1:33.7	2.1	7-7-7-5	0.0-38.8	39.1	高知	202254021604	銀不老豆特別	202254021604	a0270	岡村卓弥	ダ	1400	475	0	7.5
2022/02/02	晴	3	8	1	1	7.0	3	4	56.0	重	1:34.4	0.8	8-7-6-3	0.0-40.3	40.2	高知	202254020203	薫&芙実子祝結婚特別	202254020203	a03e2	多田羅誠	ダ	1400	475	-2	7.5
2022/01/26	晴	3	8	1	1	5.7	3	4	56.0	不	1:26.0	0.8	7-7-6-5	0.0-39.5	39.1	高知	202254012603	C3ー12	202254012603	a0270	岡村卓弥	ダ	1300	477	4	7.5
2022/01/12	晴	4	8	6	6	6.5	4	2	56.0	稍	1:49.6	0.8	5-5-5-3	0.0-41.2	40.9	高知	202254011204	C3ー15	202254011204	a0270	岡村卓弥	ダ	1600	473	-3	17.5
2022/01/01	晴	5	12	3	3	60.8	9	6	56.0	良	1:27.6	0.6	10-12-9-8	0.0-41.0	39.4	高知	202254010105	破魔矢特別	202254010105	a0270	岡村卓弥	ダ	1300	476	-1	0.0
2021/12/19	晴	5	9	1	1	10.8	5	4	56.0	不	1:33.5	1.0	6-6-7-5	0.0-40.1	39.5	高知	202154121905	C3ー17	202154121905	a0270	岡村卓弥	ダ	1400	477	0	7.5
