日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/01/01	晴	12	13	3	3	116.1	11	10	50.0	良	2:18.5	2.8	8-11-12-12	40.2-41.0	42.3	川崎	202245010112	初詣賞	movie.html?race_id=202245010112	05613	神尾香澄	ダ	2000	475	1	0.0
2021/12/16	晴	12	13	4	5	229.2	11	10	54.0	稍	1:40.1	3.4	12-13-13-13	31.2-39.5	40.7	川崎	202145121612	泰山木賞	movie.html?race_id=202145121612	a0247	川島正太	ダ	1500	474	1	0.0
2021/11/29	晴	12	13	1	1	253.1	13	6	54.0	良	2:28.5	1.7	9-6-4-3	38.7-40.9	42.0	船橋	202143112912	船橋JockeysF	movie.html?race_id=202143112912	a0247	川島正太	ダ	2200	473	2	0.0
2021/11/08	晴	8	11	2	2	275.2	10	8	50.0	良	1:33.6	3.0	9-10-11-11	38.8-39.6	39.7	川崎	202145110808	柊賞	movie.html?race_id=202145110808	05613	神尾香澄	ダ	1400	471	1	0.0
2021/10/26	晴	8	12	4	4	258.8	11	11	53.0	不	1:38.6	3.4	11-11-12-12	31.6-39.1	39.2	船橋	202143102608	C2二　三	movie.html?race_id=202143102608	05599	池谷匠翔	ダ	1500	470	-1	0.0
2021/10/13	雨	9	14	1	1	35.8	11	14	54.0	稍	1:48.0	3.4	14-14-14-14	37.8-40.1	40.2	川崎	202145101309	ヤングジョッキーズシ	movie.html?race_id=202145101309	01167	木幡育也	ダ	1600	471	10	0.0
2021/09/16	晴	7	14	8	13	107.3	12	5	52.0	稍	1:40.5	1.1	5-6-6-7	29.7-42.7	42.8	川崎	202145091607	笹五位特別	movie.html?race_id=202145091607	05599	池谷匠翔	ダ	1500	461	5	16.0
2021/08/30	晴	8	12	8	11	300.7	11	10	50.0	良	1:47.7	2.9	6-6-8-10	38.4-40.0	41.2	川崎	202145083008	鳳仙花特別	movie.html?race_id=202145083008	05613	神尾香澄	ダ	1600	456	9	0.0
2021/05/27	雨	10	6	3	3	70.4	6	6	52.0	不	2:16.2	3.4	6-6-6-6	38.4-40.8	41.8	川崎	202145052710	カサブランカOP(OP)	movie.html?race_id=202145052710	a01df	増田充宏	ダ	2000	447	3	0.0
2021/05/13	雨	7	12	7	9	68.3	9	7	54.0	稍	1:31.0	2.7	10-10-10-10	37.1-38.1	38.4	浦和	202142051307	ツインベスト特別	movie.html?race_id=202142051307	a0188	藤江渉	ダ	1400	444	3	0.0
2021/04/19	晴	3	14	3	4	21.7	8	7	50.0	重	1:39.2	1.8	12-12-10-9	30.7-40.3	40.2	川崎	202145041903	黄連雀特別	movie.html?race_id=202145041903	05613	神尾香澄	ダ	1500	441	-3	0.0
2021/04/08	曇	7	11	7	9	178.4	11	9	54.0	良	1:38.8	3.7	11-11-11-10	31.0-38.7	40.6	船橋	202143040807	チューリップ特別	movie.html?race_id=202143040807	a0188	藤江渉	ダ	1500	444	-1	0.0
2021/03/02	曇	6	11	6	7	76.2	11	6	54.0	稍	1:39.4	0.8	11-11-9-9	29.7-42.6	41.6	川崎	202145030206	雲雀特別	movie.html?race_id=202145030206	a0188	藤江渉	ダ	1500	445	-5	0.0
2021/02/22	晴	2	11	7	9	88.3	8	4	54.0	稍	1:31.5	0.9	11-11-9-8	37.0-40.7	39.4	浦和	202142022202	3歳二	movie.html?race_id=202142022202	a0188	藤江渉	ダ	1400	450	-3	19.5
2021/01/28	雨	8	14	2	2	258.8	14	7	54.0	重	1:39.3	4.4	13-12-12-11	30.0-39.2	41.0	川崎	202145012808	ジャニュアリーフラワ	movie.html?race_id=202145012808	05000	酒井忍	ダ	1500	453	-1	0.0
2021/01/13	晴	7	8	8	8	66.4	8	7	54.5	良	1:38.5	2.0	8-8-8-8	32.4-38.8	38.4	船橋	202143011307	ハートビートフィリー	movie.html?race_id=202143011307	05286	服部茂史	ダ	1500	454	6	0.0
2021/01/02	晴	5	12	4	4	115.5	10	8	54.0	良	1:33.7	1.5	12-12-11-9	38.2-41.1	40.5	川崎	202145010205	だるま落とし特別	movie.html?race_id=202145010205	05286	服部茂史	ダ	1400	448	-6	0.0
