waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017105700	ベルスディライト			a03fd	関本玲花	05417	佐藤雅彦	478	0
2	2	2012105407	スプリングアース			a01e8	坂口裕一	a02e4	小林俊彦	479	4
3	3	2014103054	エイシンスプリーム			05577	岩本怜	05555	三野宮通	515	0
4	4	2015100640	トランプ			05463	高橋悠里	05720	伊藤和忍	429	-8
5	5	2017109027	ローンスター			05183	南郷家全	05199	佐藤敏彦	434	-2
6	6	2016105517	シェアザプレジャー			05490	山本政聡	05417	佐藤雅彦	395	2
7	7	2017101552	フラッグタワー			05552	鈴木祐	a024c	櫻田康二	437	-1
7	8	2017101217	ブライティアルアー			05087	関本淳	a01e0	晴山厚司	425	-3
8	9	2016101181	シラカミゴールド			05591	塚本涼人	a0218	酒井仁	490	-3
8	10	2017101769	ヤマニンティエルナ			05294	村上忍	05029	伊藤和	429	-1
