	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198808010101	ダ	右	1200	曇	重	10:00	4歳未勝利		1988-1-5	1	京都	1	4歳未勝利	[抽](馬齢)	3	550	2	3	140	2	9	940	10	4.0	100	1.0	3-7	3790	12																							13.2 - 11.8 - 12.1 - 12.8 - 13.3 - 13.6	13.2 - 25.0 - 37.1 - 49.9 - 63.2 - 76.8 (13.2-13.2)
198808010102	ダ	右	1800	曇	重	10:25	4歳未勝利		1988-1-5	1	京都	1	4歳未勝利	(馬齢)	8	250	1	8	150	2	10	210	4	4.0	200	3.0	7-8	590	2																							13.0 - 12.2 - 12.3 - 12.8 - 13.4 - 12.9 - 13.2 - 13.1 - 12.9	13.0 - 25.2 - 37.5 - 50.3 - 63.7 - 76.6 - 89.8 - 102.9 - 115.8 (13.0-13.0)
198808010103	ダ	右	1400	曇	重	10:50	4歳未勝利		1988-1-5	1	京都	1	4歳未勝利	牝(馬齢)	8	220	1	8	110	1	5	120	2	13.0	180	3.0	3-5	340	1																							12.7 - 11.3 - 12.2 - 12.3 - 12.8 - 12.9 - 13.0	12.7 - 24.0 - 36.2 - 48.5 - 61.3 - 74.2 - 87.2 (12.7-12.7)
198808010104	ダ	右	1200	曇	重	11:15	4歳新馬		1988-1-5	1	京都	1	4歳新馬	(馬齢)	9	1500	9	9	350	5	10	490	11	12.0	1,010	12.0	5-6	4160	22																							12.7 - 11.1 - 11.5 - 12.6 - 12.9 - 12.9	12.7 - 23.8 - 35.3 - 47.9 - 60.8 - 73.7 (12.7-12.7)
198808010105	芝	右	1400	曇	稍重	11:45	4歳新馬		1988-1-5	1	京都	1	4歳新馬	(混)(馬齢)	2	180	1	2	130	1	4	430	6	1.0	480	7.0	2-3	470	2																							12.8 - 10.9 - 11.7 - 12.0 - 12.5 - 12.7 - 12.9	12.8 - 23.7 - 35.4 - 47.4 - 59.9 - 72.6 - 85.5 (12.8-12.8)
198808010106	芝	右	1400	曇	稍重	12:45	4歳新馬		1988-1-5	1	京都	1	4歳新馬	(混)(馬齢)	2	1780	9	2	530	10	5	560	11	10.0	150	1.0	1-3	11540	31																							12.4 - 11.0 - 11.7 - 11.5 - 12.3 - 13.0 - 13.6	12.4 - 23.4 - 35.1 - 46.6 - 58.9 - 71.9 - 85.5 (12.4-12.4)
198808010107	ダ	右	1800	曇	重	13:15	4歳以上400万下		1988-1-5	1	京都	1	4歳以上400万下	牝(馬齢)	11	740	3	11	290	3	12	360	5	10.0	410	8.0	6-6	4000	18																							13.0 - 11.4 - 12.6 - 13.0 - 12.7 - 12.1 - 12.7 - 12.7 - 12.9	13.0 - 24.4 - 37.0 - 50.0 - 62.7 - 74.8 - 87.5 - 100.2 - 113.1 (13.0-13.0)
198808010108	ダ	右	1400	曇	重	13:50	4歳以上400万下		1988-1-5	1	京都	1	4歳以上400万下	(馬齢)	10	290	1	10	160	1	4	410	8	11.0	160	2.0	2-5	2770	13																							12.5 - 11.2 - 11.7 - 12.0 - 12.4 - 12.6 - 12.5	12.5 - 23.7 - 35.4 - 47.4 - 59.8 - 72.4 - 84.9 (12.5-12.5)
198808010109	芝	右	2000	曇	稍重	14:25	福寿草特別 		1988-1-5	1	京都	1	4歳400万下	(混)(馬齢)	7	1250	7	7	310	7	2	160	2	9.0	160	3.0	2-7	1050	5																							12.8 - 12.1 - 12.9 - 13.6 - 12.8 - 12.6 - 12.2 - 12.1 - 12.2 - 12.7	12.8 - 24.9 - 37.8 - 51.4 - 64.2 - 76.8 - 89.0 - 101.1 - 113.3 - 126.0 (12.8-12.8)
198808010110	ダ	右	1800	曇	重	15:00	稲荷特別 		1988-1-5	1	京都	1	4歳以上900万下	(馬齢)	2	1160	6	2	270	7	1	140	2	4.0	120	1.0	1-2	2900	12																							13.2 - 11.7 - 12.3 - 12.0 - 12.5 - 12.3 - 12.4 - 12.3 - 12.5	13.2 - 24.9 - 37.2 - 49.2 - 61.7 - 74.0 - 86.4 - 98.7 - 111.2 (13.2-13.2)
198808010111	芝	右	2000	曇	稍重	15:40	スポニチ賞金杯	G3	1988-1-5	1	京都	1	4歳以上オープン	(ハンデ)	13	220	1	13	140	1	7	250	4	4.0	170	2.0	4-7	980	3																							12.9 - 11.8 - 13.0 - 12.8 - 12.1 - 12.2 - 11.9 - 12.2 - 12.5 - 12.3	12.9 - 24.7 - 37.7 - 50.5 - 62.6 - 74.8 - 86.7 - 98.9 - 111.4 - 123.7 (12.9-12.9)
198808010112	ダ	右	1400	曇	重	16:15	4歳以上900万下		1988-1-5	1	京都	1	4歳以上900万下	(混)(馬齢)	9	260	1	9	140	1	14	590	8	7.0	250	4.0	5-8	2470	8																							12.7 - 11.2 - 11.8 - 11.9 - 12.2 - 12.4 - 12.6	12.7 - 23.9 - 35.7 - 47.6 - 59.8 - 72.2 - 84.8 (12.7-12.7)
