	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	複勝_3:的中	複勝_3:配当	複勝_3:人気
198803010111	芝	右	1200	曇	良	15:45	白河特別 		1988-6-18	1	福島	1	4歳以上900万下	(混)(ハンデ)	3	320	2	3	210	2	7	1,230	14	3-5	5650	20																							12.2 - 10.5 - 10.9 - 11.9 - 12.4 - 12.2	12.2 - 22.7 - 33.6 - 45.5 - 57.9 - 70.1 (12.2-12.2)	8.0	970.0	10.0
198803010112	芝	右	1800	曇	良	16:20	4歳以上400万下		1988-6-18	1	福島	1	4歳以上400万下	(馬齢)	12	1110	6	12	300	6	15	180	2	6-8	1430	6																							12.8 - 10.7 - 11.7 - 12.1 - 12.2 - 12.2 - 12.0 - 12.4 - 13.0	12.8 - 23.5 - 35.2 - 47.3 - 59.5 - 71.7 - 83.7 - 96.1 - 109.1 (12.8-12.8)	9.0	200.0	3.0
198803010201	ダ	右	1700	晴	稍重	10:20	4歳未勝利		1988-6-19	1	福島	2	4歳未勝利	(混)(馬齢)	4	510	3	4	180	3	7	130	1	4-7	560	2																							6.6 - 11.2 - 11.5 - 12.7 - 13.1 - 12.7 - 12.6 - 13.2 - 12.5	6.6 - 17.8 - 29.3 - 42.0 - 55.1 - 67.8 - 80.4 - 93.6 - 106.1 (6.6-6.6)			
198803010202	芝	右	2000	晴	良	10:50	4歳未勝利		1988-6-19	1	福島	2	4歳未勝利	(父)(馬齢)	9	520	3	9	180	3	3	290	6	3-7	2270	13																							12.6 - 11.1 - 11.1 - 13.0 - 13.2 - 12.7 - 12.0 - 12.4 - 12.8 - 12.5	12.6 - 23.7 - 34.8 - 47.8 - 61.0 - 73.7 - 85.7 - 98.1 - 110.9 - 123.4 (12.6-12.6)	10.0	740.0	8.0
198803010203	芝	右	1700	晴	良	11:20	4歳未勝利		1988-6-19	1	福島	2	4歳未勝利	(馬齢)	5	120	1	5	110	1	9	160	2	5-7	240	1																							6.8 - 10.6 - 12.0 - 12.7 - 13.4 - 12.7 - 12.3 - 12.1 - 12.0	6.8 - 17.4 - 29.4 - 42.1 - 55.5 - 68.2 - 80.5 - 92.6 - 104.6 (6.8-6.8)	2.0	310.0	7.0
198803010204	障		2800	晴	良	11:50	障害4歳以上未勝利		1988-6-19	1	福島	2	障害4歳以上未勝利	(混)(馬齢)	7	200	1	7	120	1	3	210	5	3-7	960	4																									5.0	280.0	6.0
198803010205	ダ	右	1700	曇	稍重	12:50	4歳以上400万下		1988-6-19	1	福島	2	4歳以上400万下	牝(馬齢)	3	670	3	3	200	2	7	120	1	3-7	580	3																							6.8 - 11.2 - 11.5 - 12.2 - 12.7 - 12.2 - 12.7 - 13.5 - 13.1	6.8 - 18.0 - 29.5 - 41.7 - 54.4 - 66.6 - 79.3 - 92.8 - 105.9 (6.8-6.8)			
198803010206	ダ	右	1000	曇	稍重	13:25	4歳未勝利		1988-6-19	1	福島	2	4歳未勝利	(馬齢)	2	300	2	2	130	2	3	140	3	2-3	620	3																							12.2 - 11.0 - 11.8 - 12.4 - 12.1	12.2 - 23.2 - 35.0 - 47.4 - 59.5 (12.2-12.2)	1.0	330.0	6.0
198803010207	ダ	右	1700	曇	稍重	14:00	4歳400万下		1988-6-19	1	福島	2	4歳400万下	牝(馬齢)	4	200	1	4	110	1	3	150	4	3-4	780	3																							6.3 - 11.2 - 11.6 - 13.0 - 13.5 - 13.0 - 12.4 - 12.8 - 12.3	6.3 - 17.5 - 29.1 - 42.1 - 55.6 - 68.6 - 81.0 - 93.8 - 106.1 (6.3-6.3)	5.0	120.0	2.0
198803010208	芝	右	1200	曇	良	14:35	くちなし賞 		1988-6-19	1	福島	2	4歳400万下	(馬齢)	1	2520	8	1	450	8	3	150	1	1-3	2560	12																							11.8 - 10.7 - 11.1 - 11.7 - 12.1 - 12.2	11.8 - 22.5 - 33.6 - 45.3 - 57.4 - 69.6 (11.8-11.8)	4.0	380.0	6.0
198803010209	芝	右	1800	曇	良	15:10	松島特別 		1988-6-19	1	福島	2	4歳以上900万下	(馬齢)	2	520	3	2	170	3	4	130	1	2-3	730	2																							12.6 - 10.8 - 11.7 - 11.9 - 12.0 - 12.2 - 12.6 - 11.9 - 12.4	12.6 - 23.4 - 35.1 - 47.0 - 59.0 - 71.2 - 83.8 - 95.7 - 108.1 (12.6-12.6)	11.0	140.0	2.0
198803010210	芝	右	1200	曇	良	15:45	福島開設70周年記念 		1988-6-19	1	福島	2	4歳以上オープン	(混)(別定)	2	550	3	2	160	2	9	130	1	2-7	700	1																							11.9 - 10.6 - 10.8 - 11.6 - 11.8 - 12.2	11.9 - 22.5 - 33.3 - 44.9 - 56.7 - 68.9 (11.9-11.9)	6.0	180.0	4.0
198803010301	ダ	右	1000	曇	稍重	10:00	3歳未勝利		1988-6-25	1	福島	3	3歳未勝利	[抽](馬齢)	3	150	1	3	100	1	5	120	2	3-5	190	1																							12.6 - 11.3 - 11.6 - 12.6 - 12.6	12.6 - 23.9 - 35.5 - 48.1 - 60.7 (12.6-12.6)			
198803010302	芝	右	1800	曇	稍重	10:25	4歳未勝利		1988-6-25	1	福島	3	4歳未勝利	(馬齢)	1	670	3	1	210	3	2	360	5	1-1	3080	12																							12.5 - 10.8 - 12.6 - 12.6 - 12.3 - 11.9 - 12.1 - 12.3 - 12.2	12.5 - 23.3 - 35.9 - 48.5 - 60.8 - 72.7 - 84.8 - 97.1 - 109.3 (12.5-12.5)	6.0	130.0	1.0
198803010303	ダ	右	1700	曇	稍重	10:50	4歳未勝利		1988-6-25	1	福島	3	4歳未勝利	(馬齢)	3	1370	4	3	240	4	6	100	1	3-5	770	3																							6.7 - 11.5 - 11.8 - 12.8 - 13.5 - 13.2 - 13.3 - 13.4 - 13.0	6.7 - 18.2 - 30.0 - 42.8 - 56.3 - 69.5 - 82.8 - 96.2 - 109.2 (6.7-6.7)	8.0	460.0	7.0
198803010304	芝	右	1200	曇	稍重	11:20	4歳未勝利		1988-6-25	1	福島	3	4歳未勝利	(馬齢)	3	1430	7	3	300	8	6	130	1	3-6	1150	5																							12.2 - 10.8 - 11.1 - 11.7 - 12.1 - 12.3	12.2 - 23.0 - 34.1 - 45.8 - 57.9 - 70.2 (12.2-12.2)	7.0	160.0	2.0
198803010305	障		2800	曇	稍重	11:50	障害4歳以上未勝利		1988-6-25	1	福島	3	障害4歳以上未勝利	(馬齢)	7	470	2	7	190	2	4	230	5	4-7	2310	9																									2.0	190.0	3.0
198803010306	ダ	右	1000	曇	稍重	12:50	4歳未勝利		1988-6-25	1	福島	3	4歳未勝利	(馬齢)	10	1350	3	10	220	4	11	110	1	8-8	820	5																							12.2 - 10.9 - 11.5 - 12.3 - 12.1	12.2 - 23.1 - 34.6 - 46.9 - 59.0 (12.2-12.2)	3.0	210.0	3.0
198803010307	芝	右	1200	曇	稍重	13:25	4歳未勝利		1988-6-25	1	福島	3	4歳未勝利	(馬齢)	9	220	1	9	140	1	10	440	9	7-8	1920	10																							12.2 - 11.0 - 11.3 - 11.6 - 12.2 - 12.3	12.2 - 23.2 - 34.5 - 46.1 - 58.3 - 70.6 (12.2-12.2)	6.0	240.0	5.0
198803010308	ダ	右	1700	曇	稍重	14:00	4歳以上400万下		1988-6-25	1	福島	3	4歳以上400万下	(馬齢)	1	660	3	1	170	2	3	120	1	1-3	620	2																							6.7 - 11.5 - 12.0 - 12.8 - 13.3 - 12.3 - 12.4 - 12.9 - 12.8	6.7 - 18.2 - 30.2 - 43.0 - 56.3 - 68.6 - 81.0 - 93.9 - 106.7 (6.7-6.7)	7.0	220.0	5.0
198803010309	芝	右	1800	曇	稍重	14:35	アベリア賞 		1988-6-25	1	福島	3	4歳400万下	(混)(別定)	2	210	1	2	120	1	3	180	3	2-3	1230	5																							12.5 - 10.9 - 12.1 - 12.9 - 12.4 - 12.0 - 11.9 - 12.2 - 11.9	12.5 - 23.4 - 35.5 - 48.4 - 60.8 - 72.8 - 84.7 - 96.9 - 108.8 (12.5-12.5)	8.0	200.0	4.0
198803010310	芝	右	1700	曇	稍重	15:10	鶴ケ城特別 		1988-6-25	1	福島	3	4歳以上900万下	牝(馬齢)	6	320	2	6	130	2	12	260	7	5-8	1610	7																							7.0 - 10.7 - 12.1 - 12.0 - 11.8 - 12.1 - 12.0 - 11.9 - 12.3	7.0 - 17.7 - 29.8 - 41.8 - 53.6 - 65.7 - 77.7 - 89.6 - 101.9 (7.0-7.0)	2.0	110.0	1.0
198803010501	芝	右	1000	曇	重	10:00	3歳未勝利		1988-7-2	1	福島	5	3歳未勝利	[抽](馬齢)	3	160	1	3	120	1	4	160	3	3-4	270	1																							12.5 - 11.3 - 12.0 - 12.1 - 12.5	12.5 - 23.8 - 35.8 - 47.9 - 60.4 (12.5-12.5)			
198803010502	ダ	右	1000	曇	重	10:25	4歳以上400万下		1988-7-2	1	福島	5	4歳以上400万下	牝(馬齢)	5	370	2	5	180	2	3	240	3	3-5	1140	5																							12.3 - 10.8 - 11.4 - 12.1 - 12.5	12.3 - 23.1 - 34.5 - 46.6 - 59.1 (12.3-12.3)			
198803010503	ダ	右	1700	曇	重	10:50	4歳未勝利		1988-7-2	1	福島	5	4歳未勝利	(父)(馬齢)	1	770	4	1	190	4	2	120	1	1-2	560	2																							6.8 - 11.2 - 11.6 - 12.9 - 13.0 - 12.4 - 12.3 - 13.2 - 13.4	6.8 - 18.0 - 29.6 - 42.5 - 55.5 - 67.9 - 80.2 - 93.4 - 106.8 (6.8-6.8)	9.0	590.0	7.0
198803010504	芝	右	1700	曇	重	11:20	4歳未勝利		1988-7-2	1	福島	5	4歳未勝利	牝(馬齢)	4	180	1	4	120	1	9	330	6	3-6	430	2																							7.1 - 10.7 - 11.8 - 12.0 - 12.1 - 12.5 - 12.9 - 13.0 - 13.5	7.1 - 17.8 - 29.6 - 41.6 - 53.7 - 66.2 - 79.1 - 92.1 - 105.6 (7.1-7.1)	5.0	180.0	4.0
198803010505	ダ	右	1000	曇	重	11:50	4歳未勝利		1988-7-2	1	福島	5	4歳未勝利	(馬齢)	12	160	1	12	110	1	8	190	5	6-8	650	3																							12.3 - 10.7 - 11.3 - 12.3 - 12.5	12.3 - 23.0 - 34.3 - 46.6 - 59.1 (12.3-12.3)	5.0	170.0	4.0
198803010506	芝	右	1200	曇	重	12:50	4歳未勝利		1988-7-2	1	福島	5	4歳未勝利	(馬齢)	2	470	2	2	140	1	8	170	4	2-6	870	6																							12.1 - 10.7 - 11.1 - 12.1 - 12.4 - 12.8	12.1 - 22.8 - 33.9 - 46.0 - 58.4 - 71.2 (12.1-12.1)	11.0	480.0	7.0
198803010507	芝	右	1200	曇	重	13:25	4歳未勝利		1988-7-2	1	福島	5	4歳未勝利	(馬齢)	5	1010	5	5	360	6	9	710	9	4-6	4380	15																							11.9 - 10.7 - 11.1 - 12.0 - 12.3 - 12.8	11.9 - 22.6 - 33.7 - 45.7 - 58.0 - 70.8 (11.9-11.9)	13.0	170.0	2.0
198803010508	ダ	右	1700	曇	稍重	14:00	4歳400万下		1988-7-2	1	福島	5	4歳400万下	(馬齢)	2	2060	6	2	480	6	10	500	7	2-7	12040	24																							6.7 - 11.5 - 11.6 - 12.6 - 12.7 - 12.2 - 12.6 - 12.8 - 12.9	6.7 - 18.2 - 29.8 - 42.4 - 55.1 - 67.3 - 79.9 - 92.7 - 105.6 (6.7-6.7)	4.0	160.0	1.0
198803010509	芝	右	2000	曇	稍重	14:35	アマリリス賞 		1988-7-2	1	福島	5	4歳400万下	(別定)	1	480	2	1	160	2	13	140	1	1-7	670	2																							12.6 - 11.1 - 11.4 - 12.3 - 12.9 - 12.5 - 12.3 - 12.5 - 12.6 - 12.6	12.6 - 23.7 - 35.1 - 47.4 - 60.3 - 72.8 - 85.1 - 97.6 - 110.2 - 122.8 (12.6-12.6)	4.0	270.0	6.0
198803010510	芝	右	1800	曇	稍重	15:10	伏拝特別 		1988-7-2	1	福島	5	4歳以上900万下	(混)(馬齢)	5	440	2	5	200	2	2	500	10	1-3	1310	6																							12.7 - 11.2 - 12.3 - 12.3 - 12.5 - 11.9 - 11.8 - 12.2 - 12.9	12.7 - 23.9 - 36.2 - 48.5 - 61.0 - 72.9 - 84.7 - 96.9 - 109.8 (12.7-12.7)	4.0	500.0	9.0
198803010511	芝	右	1700	曇	稍重	15:45	阿武隈特別 		1988-7-2	1	福島	5	4歳以上1400万下	(馬齢)	1	920	5	1	330	5	5	180	3	1-5	3680	15																							7.1 - 11.1 - 12.2 - 12.2 - 12.2 - 11.5 - 12.0 - 12.6 - 12.7	7.1 - 18.2 - 30.4 - 42.6 - 54.8 - 66.3 - 78.3 - 90.9 - 103.6 (7.1-7.1)	9.0	630.0	9.0
198803010601	ダ	右	1700	曇	稍重	10:00	4歳未勝利		1988-7-3	1	福島	6	4歳未勝利	(馬齢)	8	500	3	8	160	2	7	670	9	6-7	1720	9																							6.7 - 11.4 - 11.7 - 12.6 - 12.8 - 12.8 - 12.8 - 13.3 - 13.3	6.7 - 18.1 - 29.8 - 42.4 - 55.2 - 68.0 - 80.8 - 94.1 - 107.4 (6.7-6.7)	5.0	140.0	1.0
198803010602	芝	右	1800	曇	良	10:25	4歳未勝利		1988-7-3	1	福島	6	4歳未勝利	(混)(馬齢)	2	440	2	2	160	2	10	200	3	2-8	1100	5																							12.6 - 11.2 - 12.3 - 12.7 - 12.2 - 11.9 - 12.3 - 12.7 - 13.1	12.6 - 23.8 - 36.1 - 48.8 - 61.0 - 72.9 - 85.2 - 97.9 - 111.0 (12.6-12.6)	7.0	230.0	4.0
198803010603	芝	右	2000	曇	良	10:50	4歳未勝利		1988-7-3	1	福島	6	4歳未勝利	(馬齢)	3	780	4	3	310	4	9	170	1	2-5	1320	5																							12.7 - 11.6 - 12.1 - 12.9 - 13.4 - 12.7 - 11.7 - 12.4 - 12.4 - 12.7	12.7 - 24.3 - 36.4 - 49.3 - 62.7 - 75.4 - 87.1 - 99.5 - 111.9 - 124.6 (12.7-12.7)	4.0	560.0	9.0
198803010604	芝	右	1800	曇	良	11:20	4歳未勝利		1988-7-3	1	福島	6	4歳未勝利	(混)(馬齢)	3	1290	6	3	360	6	9	220	4	3-8	4590	16																							12.6 - 11.1 - 12.4 - 12.9 - 12.8 - 12.4 - 12.4 - 12.8 - 13.0	12.6 - 23.7 - 36.1 - 49.0 - 61.8 - 74.2 - 86.6 - 99.4 - 112.4 (12.6-12.6)	10.0	1,180	9.0
198803010605	障		2800	曇	良	11:50	障害4歳以上未勝利		1988-7-3	1	福島	6	障害4歳以上未勝利	(馬齢)	6	130	1	6	120	1	5	220	5	5-6	620	3																									3.0	230	6.0
198803010606	ダ	右	1000	曇	稍重	12:50	4歳未勝利		1988-7-3	1	福島	6	4歳未勝利	(馬齢)	11	810	5	11	220	5	2	170	2	2-8	1550	8																							12.1 - 10.8 - 11.3 - 12.4 - 13.2	12.1 - 22.9 - 34.2 - 46.6 - 59.8 (12.1-12.1)	1.0	200	4.0
198803010607	ダ	右	1700	曇	稍重	13:25	4歳400万下		1988-7-3	1	福島	6	4歳400万下	(馬齢)	5	710	2	5	160	2	7	190	4	5-6	2970	10																							6.7 - 11.4 - 11.9 - 12.8 - 13.0 - 12.3 - 12.5 - 13.2 - 12.9	6.7 - 18.1 - 30.0 - 42.8 - 55.8 - 68.1 - 80.6 - 93.8 - 106.7 (6.7-6.7)	9.0	110	1.0
198803010608	ダ	右	1700	曇	稍重	14:00	4歳以上400万下		1988-7-3	1	福島	6	4歳以上400万下	(馬齢)	5	370	2	5	130	1	6	140	2	5-6	570	1																							6.6 - 11.5 - 12.0 - 12.5 - 12.7 - 12.1 - 12.3 - 12.9 - 13.1	6.6 - 18.1 - 30.1 - 42.6 - 55.3 - 67.4 - 79.7 - 92.6 - 105.7 (6.6-6.6)	8.0	200	5.0
198803010701	ダ	右	1000	曇	稍重	10:00	3歳未勝利		1988-7-9	1	福島	7	3歳未勝利	[抽](馬齢)	5	200	1	5	140	2	3	160	3	3-5	400	2																							12.5 - 11.3 - 11.9 - 12.5 - 13.0	12.5 - 23.8 - 35.7 - 48.2 - 61.2 (12.5-12.5)			
198803010702	芝	右	1800	曇	良	10:25	4歳未勝利		1988-7-9	1	福島	7	4歳未勝利	(馬齢)	3	1510	7	3	330	6	5	260	4	3-4	4430	15																							12.6 - 11.1 - 12.3 - 12.8 - 12.5 - 12.1 - 12.2 - 12.7 - 12.3	12.6 - 23.7 - 36.0 - 48.8 - 61.3 - 73.4 - 85.6 - 98.3 - 110.6 (12.6-12.6)	10.0	120	1.0
198803010703	ダ	右	1700	小雨	稍重	10:50	4歳未勝利		1988-7-9	1	福島	7	4歳未勝利	(馬齢)	7	210	1	7	110	1	9	120	2	7-8	390	1																							6.8 - 11.3 - 11.4 - 12.7 - 12.8 - 12.3 - 12.6 - 12.8 - 12.9	6.8 - 18.1 - 29.5 - 42.2 - 55.0 - 67.3 - 79.9 - 92.7 - 105.6 (6.8-6.8)	5.0	140	3.0
198803010704	ダ	右	1000	小雨	稍重	11:20	4歳未勝利		1988-7-9	1	福島	7	4歳未勝利	(馬齢)	11	190	1	11	100	2	3	100	1	3-8	170	1																							12.3 - 10.7 - 11.7 - 12.3 - 12.7	12.3 - 23.0 - 34.7 - 47.0 - 59.7 (12.3-12.3)	2.0	150	3.0
198803010705	障		2800	雨	良	11:50	障害4歳以上400万下		1988-7-9	1	福島	7	障害4歳以上400万下	(馬齢)	1	680	4	1	200	4	4	160	1	1-4	890	4																									9.0	560	9.0
198803010706	芝	右	1700	曇	稍重	12:50	4歳未勝利		1988-7-9	1	福島	7	4歳未勝利	(馬齢)	6	290	2	6	120	1	4	120	2	4-6	370	1																							6.9 - 11.0 - 12.0 - 12.7 - 12.6 - 12.0 - 12.3 - 12.7 - 12.8	6.9 - 17.9 - 29.9 - 42.6 - 55.2 - 67.2 - 79.5 - 92.2 - 105.0 (6.9-6.9)	7.0	190	5.0
198803010707	芝	右	1200	曇	稍重	13:25	4歳400万下		1988-7-9	1	福島	7	4歳400万下	(馬齢)	5	420	2	5	160	2	9	280	5	5-8	1730	8																							12.4 - 10.9 - 11.2 - 11.8 - 12.4 - 12.6	12.4 - 23.3 - 34.5 - 46.3 - 58.7 - 71.3 (12.4-12.4)	3.0	240	3.0
198803010708	芝	右	1200	曇	稍重	14:00	4歳400万下		1988-7-9	1	福島	7	4歳400万下	(馬齢)	2	1290	6	2	310	7	5	120	1	2-5	1330	5																							11.7 - 10.6 - 11.0 - 11.9 - 12.9 - 12.4	11.7 - 22.3 - 33.3 - 45.2 - 58.1 - 70.5 (11.7-11.7)	4.0	220	4.0
198803010709	芝	右	2400	曇	稍重	14:35	ほおずき賞 		1988-7-9	1	福島	7	4歳400万下	(混)(別定)	2	220	1	2	130	1	4	180	2	2-4	600	1																							12.7 - 11.8 - 12.3 - 12.3 - 12.3 - 12.9 - 12.8 - 12.8 - 12.2 - 12.5 - 12.6 - 12.5	12.7 - 24.5 - 36.8 - 49.1 - 61.4 - 74.3 - 87.1 - 99.9 - 112.1 - 124.6 - 137.2 - 149.7 (12.7-12.7)	6.0	420	9.0
198803010710	芝	右	2000	曇	稍重	15:10	飯盛山特別 		1988-7-9	1	福島	7	4歳以上900万下	牝(馬齢)	6	180	1	6	110	1	1	130	2	1-6	320	1																							12.4 - 11.7 - 11.8 - 12.8 - 13.0 - 12.3 - 12.0 - 12.1 - 11.8 - 12.4	12.4 - 24.1 - 35.9 - 48.7 - 61.7 - 74.0 - 86.0 - 98.1 - 109.9 - 122.3 (12.4-12.4)	3.0	210	5.0
198803010801	芝	右	1200	雨	不良	10:00	3歳未勝利		1988-7-10	1	福島	8	3歳未勝利	[抽](馬齢)	1	610	3	1	300	3	5	320	4	1-5	1620	7																							12.5 - 11.3 - 12.0 - 12.6 - 13.2 - 13.1	12.5 - 23.8 - 35.8 - 48.4 - 61.6 - 74.7 (12.5-12.5)			
198803010802	ダ	右	1700	雨	不良	10:25	4歳未勝利		1988-7-10	1	福島	8	4歳未勝利	(馬齢)	4	160	1	4	110	1	9	160	4	4-8	550	3																							6.8 - 11.1 - 11.5 - 12.5 - 13.0 - 12.4 - 12.5 - 12.9 - 12.7	6.8 - 17.9 - 29.4 - 41.9 - 54.9 - 67.3 - 79.8 - 92.7 - 105.4 (6.8-6.8)	3.0	150	3.0
198803010803	芝	右	1700	雨	不良	10:50	4歳未勝利		1988-7-10	1	福島	8	4歳未勝利	(馬齢)	1	1020	6	1	280	7	3	140	1	1-3	1550	8																							7.1 - 11.4 - 12.5 - 12.5 - 12.5 - 12.4 - 12.8 - 13.0 - 12.8	7.1 - 18.5 - 31.0 - 43.5 - 56.0 - 68.4 - 81.2 - 94.2 - 107.0 (7.1-7.1)	6.0	250	5.0
198803010804	ダ	右	1700	雨	不良	11:20	4歳未勝利		1988-7-10	1	福島	8	4歳未勝利	牝(馬齢)	5	780	5	5	170	5	3	120	1	3-5	1040	7																							6.6 - 11.1 - 11.4 - 12.4 - 12.9 - 12.8 - 13.1 - 13.5 - 13.3	6.6 - 17.7 - 29.1 - 41.5 - 54.4 - 67.2 - 80.3 - 93.8 - 107.1 (6.6-6.6)	4.0	150	4.0
198803010805	芝	右	1200	雨	不良	11:50	4歳未勝利		1988-7-10	1	福島	8	4歳未勝利	(馬齢)	7	4800	11	7	1,180	11	11	880	10	5-7	7590	22																							11.9 - 11.1 - 11.5 - 12.6 - 13.2 - 13.0	11.9 - 23.0 - 34.5 - 47.1 - 60.3 - 73.3 (11.9-11.9)	10.0	330	5.0
198803010806	ダ	右	1700	小雨	不良	12:50	4歳400万下		1988-7-10	1	福島	8	4歳400万下	(馬齢)	6	370	1	6	190	2	8	200	4	6-7	810	2																							6.8 - 10.9 - 11.1 - 12.5 - 12.7 - 12.6 - 12.3 - 12.6 - 12.4	6.8 - 17.7 - 28.8 - 41.3 - 54.0 - 66.6 - 78.9 - 91.5 - 103.9 (6.8-6.8)	9.0	800	11.0
198803010807	ダ	右	1700	小雨	不良	13:25	4歳400万下		1988-7-10	1	福島	8	4歳400万下	(馬齢)	10	890	6	10	270	5	4	270	6	4-7	1750	9																							6.8 - 10.7 - 11.5 - 12.1 - 12.6 - 12.4 - 12.5 - 12.5 - 12.9	6.8 - 17.5 - 29.0 - 41.1 - 53.7 - 66.1 - 78.6 - 91.1 - 104.0 (6.8-6.8)	11.0	140	1.0
