	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198807010101	ダ	左	1000	曇	良	10:20	4歳未勝利		1988-3-5	1	中京	1	4歳未勝利	[抽](馬齢)	12	580	3	12	120	2	11	110	1	3.0	150.0	3.0	6-7	580	2																							13.0 - 11.5 - 12.3 - 12.5 - 13.1	13.0 - 24.5 - 36.8 - 49.3 - 62.4 (13.0-13.0)
198807010102	ダ	左	1700	曇	良	10:50	4歳以上700万下		1988-3-5	1	中京	1	4歳以上700万下	[抽](馬齢)	7	140	1	7	100	1	6	120	2	1.0	190.0	4.0	6-7	340	1																							6.9 - 11.6 - 12.6 - 13.4 - 13.0 - 12.9 - 13.3 - 13.0 - 13.1	6.9 - 18.5 - 31.1 - 44.5 - 57.5 - 70.4 - 83.7 - 96.7 - 109.8 (6.9-6.9)
198807010103	ダ	左	1000	曇	良	11:20	4歳未出走		1988-3-5	1	中京	1	4歳未出走	(馬齢)	11	260	1	11	120	1	7	300	7	2.0	360.0	8.0	5-7	730	2																							12.7 - 11.3 - 12.2 - 12.6 - 13.2	12.7 - 24.0 - 36.2 - 48.8 - 62.0 (12.7-12.7)
198807010104	ダ	左	1700	曇	良	11:50	4歳未勝利		1988-3-5	1	中京	1	4歳未勝利	(馬齢)	1	280	1	1	130	1	6	140	2	2.0	280.0	6.0	1-6	850	3																							6.9 - 11.0 - 12.3 - 13.2 - 13.3 - 12.8 - 13.5 - 13.9 - 12.8	6.9 - 17.9 - 30.2 - 43.4 - 56.7 - 69.5 - 83.0 - 96.9 - 109.7 (6.9-6.9)
198807010105	ダ	左	1000	曇	良	12:50	4歳以上400万下		1988-3-5	1	中京	1	4歳以上400万下	牝(馬齢)	2	460	4	2	170	4	13	150	2	6.0	120.0	1.0	2-7	600	2																							12.7 - 11.1 - 12.0 - 12.6 - 12.5	12.7 - 23.8 - 35.8 - 48.4 - 60.9 (12.7-12.7)
198807010201	ダ	左	1700	晴	良	10:15	4歳以上300万下		1988-3-6	1	中京	2	4歳以上300万下	[抽](馬齢)	5	170	1	5	130	1	13	970	13	7.0	440.0	7.0	4-8	3740	13																							7.3 - 11.6 - 12.8 - 13.3 - 13.3 - 12.9 - 13.6 - 13.5 - 14.3	7.3 - 18.9 - 31.7 - 45.0 - 58.3 - 71.2 - 84.8 - 98.3 - 112.6 (7.3-7.3)
198807010202	ダ	左	1700	晴	良	10:40	4歳未勝利		1988-3-6	1	中京	2	4歳未勝利	牝(馬齢)	2	510	3	2	150	3	6	120	1	5.0	140.0	2.0	2-5	870	4																							6.9 - 11.3 - 12.5 - 12.9 - 13.2 - 12.7 - 13.4 - 14.0 - 13.7	6.9 - 18.2 - 30.7 - 43.6 - 56.8 - 69.5 - 82.9 - 96.9 - 110.6 (6.9-6.9)
198807010203	芝	左	1800	晴	良	11:05	4歳未出走		1988-3-6	1	中京	2	4歳未出走	(混)(馬齢)	4	170	1	4	100	1	6	150	2				4-6	230	1																							13.1 - 12.8 - 14.2 - 13.9 - 12.4 - 12.0 - 11.9 - 12.1 - 11.9	13.1 - 25.9 - 40.1 - 54.0 - 66.4 - 78.4 - 90.3 - 102.4 - 114.3 (13.1-13.1)
198807010204	ダ	左	1000	晴	良	11:30	4歳未勝利		1988-3-6	1	中京	2	4歳未勝利	(馬齢)	2	230	1	2	150	1	1	330	6	13.0	540.0	11.0	1-1	1150	4																							12.7 - 11.0 - 12.8 - 13.0 - 13.0	12.7 - 23.7 - 36.5 - 49.5 - 62.5 (12.7-12.7)
198807010205	ダ	左	1000	晴	良	11:55	4歳以上400万下		1988-3-6	1	中京	2	4歳以上400万下	(混)(馬齢)	10	140	1	10	120	1	2	690	10	5.0	800.0	11.0	2-7	3640	11																							12.6 - 11.1 - 12.3 - 12.5 - 12.8	12.6 - 23.7 - 36.0 - 48.5 - 61.3 (12.6-12.6)
