	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
198804010101	芝	右	2000	曇	稍重	10:10	4歳以上700万下		1988-4-23	1	新潟	1	4歳以上700万下	[抽](馬齢)	3	260	2	3	110	1	1	120	2	7.0	120	3.0	1-3	820	3																							13.0 - 12.2 - 12.9 - 13.7 - 13.4 - 12.8 - 12.7 - 12.9 - 11.4 - 11.3	13.0 - 25.2 - 38.1 - 51.8 - 65.2 - 78.0 - 90.7 - 103.6 - 115.0 - 126.3 (13.0-13.0)
198804010102	芝	右	1600	晴	稍重	10:35	4歳未出走		1988-4-23	1	新潟	1	4歳未出走	(馬齢)	8	810	5	8	430	8	11	4,480	13	1.0	320	4.0	6-7	3760	18																							12.7 - 11.0 - 11.8 - 12.5 - 13.0 - 12.8 - 12.8 - 12.3	12.7 - 23.7 - 35.5 - 48.0 - 61.0 - 73.8 - 86.6 - 98.9 (12.7-12.7)
198804010103	芝	右	1200	晴	稍重	11:00	4歳未出走		1988-4-23	1	新潟	1	4歳未出走	(馬齢)	3	200	1	3	110	1	2	140	3	13.0	130	2.0	2-3	500	2																							12.3 - 11.0 - 11.8 - 12.0 - 12.3 - 12.2	12.3 - 23.3 - 35.1 - 47.1 - 59.4 - 71.6 (12.3-12.3)
198804010104	ダ	右	1700	晴	稍重	11:30	4歳未勝利		1988-4-23	1	新潟	1	4歳未勝利	(馬齢)	8	290	2	8	110	1	3	120	2	2.0	170	5.0	3-8	310	1																							7.5 - 11.9 - 13.1 - 13.3 - 13.2 - 13.4 - 13.1 - 12.8 - 13.0	7.5 - 19.4 - 32.5 - 45.8 - 59.0 - 72.4 - 85.5 - 98.3 - 111.3 (7.5-7.5)
198804010105	芝	右	2000	晴	稍重	12:00	4歳未勝利		1988-4-23	1	新潟	1	4歳未勝利	牝(馬齢)	7	380	3	7	140	3	4	130	2	12.0	130	1.0	4-6	770	4																							13.0 - 12.7 - 13.5 - 13.7 - 13.8 - 13.6 - 13.2 - 12.4 - 11.5 - 11.4	13.0 - 25.7 - 39.2 - 52.9 - 66.7 - 80.3 - 93.5 - 105.9 - 117.4 - 128.8 (13.0-13.0)
198804010106	芝	右	1200	晴	稍重	13:00	4歳未勝利		1988-4-23	1	新潟	1	4歳未勝利	(馬齢)	11	1810	5	11	370	5	12	180	2	10.0	1,410	13.0	7-8	1780	7																							12.8 - 11.5 - 12.1 - 12.2 - 11.5 - 11.8	12.8 - 24.3 - 36.4 - 48.6 - 60.1 - 71.9 (12.8-12.8)
198804010107	ダ	右	1200	晴	稍重	13:30	4歳以上400万下		1988-4-23	1	新潟	1	4歳以上400万下	(馬齢)	2	1000	7	2	380	7	12	480	8	1.0	800	10.0	2-8	6370	18																							12.8 - 11.5 - 12.2 - 13.2 - 13.0 - 13.5	12.8 - 24.3 - 36.5 - 49.7 - 62.7 - 76.2 (12.8-12.8)
198804010108	ダ	右	1200	晴	稍重	14:05	4歳以上400万下		1988-4-23	1	新潟	1	4歳以上400万下	(馬齢)	3	540	2	3	190	2	6	330	5	12.0	270	3.0	3-5	1100	4																							12.7 - 11.3 - 12.0 - 13.2 - 12.6 - 13.1	12.7 - 24.0 - 36.0 - 49.2 - 61.8 - 74.9 (12.7-12.7)
198804010109	芝	右	1200	晴	良	14:40	長岡特別 		1988-4-23	1	新潟	1	4歳以上400万下	(馬齢)	11	1950	9	11	440	8	13	160	2	1.0	340	4.0	7-8	1800	10																							12.2 - 10.8 - 11.7 - 11.7 - 11.8 - 11.8	12.2 - 23.0 - 34.7 - 46.4 - 58.2 - 70.0 (12.2-12.2)
198804010110	芝	右	1600	晴	良	15:15	二王子特別 		1988-4-23	1	新潟	1	4歳以上400万下	(馬齢)	1	580	3	1	260	4	13	400	6	6.0	680	11.0	1-8	3170	19																							12.6 - 11.0 - 11.5 - 11.6 - 12.3 - 12.4 - 12.3 - 12.1	12.6 - 23.6 - 35.1 - 46.7 - 59.0 - 71.4 - 83.7 - 95.8 (12.6-12.6)
