rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	10		ダイリンウルフ	牡3	55.0		和田譲治	1:43.8		4-5-4-4	40.5	2.4	1	437	-9		中道啓二		大高政一	120.0
2	8	13		マンジュシャカ	牡3	55.0		矢野貴之	1:44.0	1.1/4	1-1-1-1	41.0	14.1	7	527	-1		福田真広		田頭勇貴	48.0
3	2	2		サングラスポテト	牡7	56.0		的場文男	1:44.1	クビ	11-11-10-8	40.3	8.3	3	512	5		橋本和馬		山口功一郎	30.0
4	3	3		オーシャンリバー	牡3	55.0		藤本現暉	1:44.2	クビ	9-6-7-6	40.6	84.3	12	468	2		阪本一栄		蛭川年明	18.0
5	4	5		マイネルカゲツ	牡4	56.0		真島大輔	1:44.4	1.0	10-10-9-9	40.7	11.5	5	454	0		阪本一栄		三岡陽	12.0
6	8	12		アナンクス	牡3	55.0		福原杏	1:44.6	1.1/4	3-3-3-2	41.5	13.3	6	477	-1		佐野謙二		杉浦和也	
7	4	4		ベルリラ	牝5	54.0		西啓太	1:44.6	ハナ	5-4-5-5	41.1	4.5	2	434	8		荒井朋弘		谷謙介	
8	5	7		セブンレジェンド	牡6	56.0		御神本訓	1:44.9	1.3/4	12-12-11-11	40.7	8.8	4	524	-3		三坂盛雄		橋川欣司	
9	1	1		パワフルヴォイス	牡5	53.0		篠谷葵	1:45.4	2.1/2	2-2-2-3	42.4	21.3	8	526	-4		高橋清顕		今中俊平	
10	7	11		トリプルアロー	牡7	56.0		有年淳	1:45.5	クビ	7-9-8-10	42.0	21.6	9	473	-10		納谷和玖		中澤加那子	
11	6	9		ミラキュラスパワー	牝4	54.0		東原悠善	1:45.5	クビ	6-6-6-7	42.0	48.0	10	475	1		久保田信		豊島愛子	
12	5	6		ネコシリーズ	牡4	56.0		笠野雄大	1:46.8	6.0	7-8-12-12	42.6	94.7	13	450	3		久保杉隆		森田一俊	
13	6	8		ロンギングファロー	セ5	56.0		石川駿介	1:47.6	4.0	13-13-13-13	42.6	82.7	11	470	-5		村上頼章		（同）ＪＰＮ技研	
