rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	6		マサノシーザー	牡7	56.0		佐原秀泰	1:33.1		2-2-2-1	41.3	4.0	2	472	-4		那俄性哲		（株）ファーストビ	40.0
2	2	2		スーパーセヴン	牡3	56.0		林謙佑	1:34.2	5.0	3-3-3-2	42.3	1.4	1	503	7		松木啓助		中山純子	14.0
3	7	10		プリマコロン	牝4	54.0		宮川実	1:34.9	3.0	7-7-5-4	42.2	10.3	4	485	-6		打越勇児		臼井義太郎	8.0
4	4	4		バイカマロン	牝4	52.0		別府真衣	1:35.7	4.0	6-6-6-6	43.0	109.0	11	447	1		宮川浩一		西森功	6.0
5	6	7		レッドアルビオン	牡4	56.0		郷間勇太	1:35.8	3/4	11-11-9-8	41.8	9.2	3	533	-4		田中譲二		（同）ＪＰＮ技研	4.0
6	5	5		ピーベリー	牝5	54.0		木村直輝	1:35.9	1/2	1-1-1-3	44.4	45.7	5	450	-15		松木啓助		蕭敬意	
7	6	8		エウプロシュネ	牝5	54.0		岡村卓弥	1:36.0	クビ	9-9-10-7	42.6	62.5	7	434	-7		川野勇馬		小橋亮太	
8	8	12		ヴェスペルティリオ	牡8	53.0		妹尾将充	1:36.1	1/2	5-4-4-5	43.7	81.5	8	466	-2		平和人		杉浦和也	
9	3	3		レジーナローザ	牝5	54.0		山崎雅由	1:36.8	3.0	10-10-11-9	42.9	83.5	10	436	-4		那俄性哲		（有）アシスタント	
10	1	1		トーセンチェロキー	牡4	56.0		大澤誠志	1:37.6	4.0	12-12-12-12	42.0	142.4	12	491	-4		細川忠義		上岡和男	
11	8	11		ジューンナイト	牡5	55.0		塚本雄大	1:37.6	クビ	8-8-8-10	44.7	82.9	9	442	2		国澤輝幸		橘勝年	
12	7	9		カンタベリードーム	牡3	56.0		妹尾浩一	1:37.8	3/4	4-5-7-11	45.4	49.7	6	430	7		川野勇馬		峰哲馬	
