日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/14	曇	1	10	8	10	26.7	8	8	56.0	不	1:26.4	2.7	8-9-9-8	0.0-39.0	39.4	水沢	202236031401	3歳C1二組	movie.html?race_id=202236031401	05463	ダ	1300	490	-3	0.0
2022/01/02	曇	1	8	1	1	50.5	6	6	55.0	不	1:26.0	2.3	6-6-5-6	0.0-38.5	39.8	水沢	202236010201	3歳C1三組	movie.html?race_id=202236010201	05463	ダ	1300	493	2	0.0
2021/12/06	曇	3	11	4	4	36.5	8	9	55.0	不	1:25.4	1.2	10-9-10-10	0.0-40.6	40.3	水沢	202136120603	2歳C1二組	movie.html?race_id=202136120603	05463	ダ	1300	491	1	0.0
2021/11/21	晴	1	11	8	11	13.7	4	10	55.0	稍	1:19.7	3.6	8-10	0.0-38.1	40.5	盛岡	202135112101	2歳C2一組	movie.html?race_id=202135112101	05463	ダ	1200	490	-2	0.0
2021/11/09	小雨	2	11	6	7	19.4	5	7	55.0	稍	1:19.9	3.5	8-9	0.0-39.4	40.8	盛岡	202135110902	2歳C2一組	movie.html?race_id=202135110902	05445	ダ	1200	492	-6	0.0
2021/10/26	雨	2	10	4	4	8.1	3	9	55.0	稍	1:18.5	2.2	7-7	0.0-39.4	40.2	盛岡	202135102602	2歳C2一組	movie.html?race_id=202135102602	05463	ダ	1200	498	18	0.0
2021/09/12	晴	1	10	1	1	9.3	6	7	55.0	良	1:18.4	1.8	6-6	0.0-39.4	40.0	盛岡	202135091201	2歳	movie.html?race_id=202135091201	05463	ダ	1200	480	-4	0.0
2021/08/29	晴	3	9	2	2	8.0	4	7	55.0	重	1:33.1	3.5	6-8	0.0-39.2	41.6	盛岡	202135082903	2歳	movie.html?race_id=202135082903	05463	ダ	1400	484	-1	0.0
2021/08/17	曇	1	10	4	4	4.3	2	2	55.0	重	1:17.8	0.1	1-2	0.0-39.4	39.5	盛岡	202135081701	2歳	movie.html?race_id=202135081701	05463	ダ	1200	485	-15	15.8
2021/07/21	曇	6	9	8	9	132.3	9	9	54.0	良	1:04.3	2.4	8-9	0.0-38.1	38.3	門別	202130072106	JRA認定アタックチ(未勝利)	movie.html?race_id=202130072106	05389	ダ	1000	500	-4	0.0
2021/06/29	曇	1	7	4	4	55.0	6	6	54.0	良	1:11.8	2.7	2-4	0.0-38.8	41.3	門別	202130062901	2歳未勝利(未勝利)	movie.html?race_id=202130062901	05389	ダ	1100	504	6	0.0
2021/06/08	晴	6	8	8	8	18.4	5	6	54.0	良	1:05.1	3.2	3-4	0.0-37.4	40.0	門別	202130060806	JRA認定フレッシュ(新馬)	movie.html?race_id=202130060806	05512	ダ	1000	498	0	0.0
