waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2010104501	チョコレートリリー			a022c	西謙一	a006c	今井茂雅	891	-8
2	2	horse	ジェイハーレイ			a0061	藤本匠	a0078	平田義弘	775	-5
3	3	horse	ヨウテイイチバン			a028d	赤塚健仁	a0078	平田義弘	870	2
4	4	2017103702	ツバキヒメ			a0254	菊池一樹	a01d9	槻舘重人	914	-10
5	5	000a00d4d8	ミノリヒメ			a0110	鈴木恵介	a0216	金田勇	904	8
6	6	horse	クワサンブラック			a0066	松田道明	a022e	松井浩文	926	20
7	7	horse	トウケイラフタァ			a0437	金田利貴	a0216	金田勇	891	0
7	8	horse	ビッククイーン			a028e	西将太	a028d	西弘美	845	4
8	9	horse	メキメキ			a0056	村上章	a007a	鈴木邦哉	805	3
8	10	horse	オオゾラゴールド			a005c	藤野俊一	a01ee	金山明彦	964	8
