着順	枠番	馬番	単勝	人気	馬名	sex	age	weight	gain	斤量	タイム	着差	通過	上り	騎手	調教師	馬主	賞金(万円)	race_id
1	2	2	1.3	1.0	2002104005	牡	4	464.0	3.0	55	88.2	0	2-2-2-1		a019f	a004f	677009	10.0	200654032001
2	5	5	5.6	2.0	2001101969	牝	5	472.0	1.0	54	88.4	1	7-5-4-5		a003f	a0056	450007	2.5	200654032001
3	8	9	22.3	6.0	2000102735	牝	6	416.0	5.0	50	88.6	3/4	3-3-3-3		a0217	05580	x01e3e	1.2	200654032001
4	8	10	89.0	8.0	2002107138	牡	4	441.0	0.0	52	88.7	3/4	4-4-5-6		05506	a0045	x00786	0.8	200654032001
5	6	6	59.3	7.0	1999107228	牡	7	478.0	-2.0	55	88.8	1/2	8-8-8-7		05456	a004e	424009	0.5	200654032001
6	1	1	2007.0	9.0	1999100569	牝	7	474.0	-1.0	54	89.0	3/4	1-1-1-2		a0040	a0044	x01138	0.0	200654032001
7	3	3	14.9	4.0	1999104715	牡	7	491.0	5.0	55	89.0	クビ	6-7-7-8		05185	a004e	x041cf	0.0	200654032001
8	7	8	16.2	5.0	1996106243	牡	10	464.0	8.0	54	89.0	アタマ	5-6-6-4		05536	a0043	x02445	0.0	200654032001
9	7	7	6.6	3.0	2001100176	セ	5	426.0	-4.0	55	89.1	クビ	9-9-9-9		a01ad	a01c8	x00790	0.0	200654032001
取	4	4	---		2002104327	牝	4			54					05074	a0232	x0078b	0.0	200654032001
1	3	3	3.5	1.0	2000103712	牝	6	469.0	4.0	53	87.8	0	3-3-2-1		a01e6	a01c8	x00790	10.0	200654032002
2	4	4	3.9	2.0	1997107004	牡	9	501.0	2.0	55	88.3	2.1/2	8-9-4-3		a0172	a004e	x00ede	2.5	200654032002
3	7	8	24.3	9.0	1999103048	牝	7	509.0	6.0	54	88.3	アタマ	1-1-1-2		01121	a0045	x00143	1.2	200654032002
4	5	5	12.2	6.0	2001102644	牡	5	470.0	8.0	55	88.6	1.1/2	10-10-10-8		a01ad	a01c8	x0117c	0.8	200654032002
5	1	1	10.3	5.0	2002105891	牡	4	451.0	5.0	53	88.7	1/2	5-5-5-4		a0204	a0044	x01513	0.5	200654032002
6	2	2	6.7	4.0	2001103683	牝	5	445.0	5.0	54	88.9	3/4	7-8-9-5		a0044	a003f	x008e3	0.0	200654032002
7	6	6	3.9	2.0	2001105475	牡	5	459.0	5.0	55	89.1	1	4-4-6-7		05410	a01c9	x01117	0.0	200654032002
8	8	9	13.0	7.0	2000106842	牝	6	478.0	13.0	53	89.4	1.1/2	6-6-7-6		05536	a0043	x0498d	0.0	200654032002
9	7	7	17.7	8.0	2000101082	牝	6	433.0	1.0	53	89.9	2.1/2	9-7-8-10		05455	a003f	x0013c	0.0	200654032002
10	8	10	32.4	10.0	2002106152	牝	4	455.0	4.0	53	90.3	2	2-2-3-9		05421	a0040	a00011	0.0	200654032002
1	7	8	5.6	4.0	2003103891	牝	3	409.0	-7.0	53	88.0	0	5-5-2-1		a0044	a004e	x01176	10.0	200654032003
2	7	7	2.5	1.0	2003103282	牡	3	494.0	-5.0	54	89.0	5	2-2-2-2		01121	a0045	x00aac	2.5	200654032003
3	6	6	21.4	6.0	2003100746	牝	3	416.0	-1.0	52	89.2	3/4	6-6-6-4		a01fa	a0232	x03657	1.2	200654032003
4	8	10	3.9	3.0	2003106220	牝	3	452.0	-18.0	50	89.3	1/2	3-3-4-4		05506	a0044	x03657	0.8	200654032003
5	5	5	20.8	5.0	2003104104	牝	3	414.0	-2.0	53	89.7	2	4-4-5-3		a003f	a0056	x00467	0.5	200654032003
6	8	9	176.2	10.0	2003105552	牝	3	407.0	0.0	53	90.4	3	10-10-10-10		a019f	a004f	x016d7	0.0	200654032003
7	1	1	39.2	7.0	2003104251	牡	3	494.0	-3.0	51	90.5	クビ	7-7-7-6		05406	a01c9	484008	0.0	200654032003
8	3	3	78.4	9.0	2003100975	牝	3	505.0	-5.0	53	90.5	クビ	8-8-7-8		a019e	a0232	860007	0.0	200654032003
9	2	2	2.9	2.0	2003105955	牝	3	392.0	-2.0	53	91.7	6	9-9-7-11		a0041	a004f	677009	0.0	200654032003
10	4	4	47.0	8.0	2003100203	牡	3	459.0	-2.0	54	93.3	8	1-1-1-8		05410	a0045	280007	0.0	200654032003
1	1	1	5.7	3.0	1997103385	セ	9	476.0	4.0	55	92.1	0	1-1-1-2		a0040	a0044	x00120	12.0	200654032004
2	3	3	1.5	1.0	1995103252	セ	11	506.0	-1.0	55	92.1	ハナ	4-4-3-1		05185	05580	x01e3e	3.0	200654032004
3	4	4	56.3	8.0	2001101154	牡	5	479.0	11.0	55	94.0	9	5-6-5-3		05410	a004e	247008	1.5	200654032004
4	8	8	3.1	2.0	1997110241	牡	9	495.0	-2.0	55	94.2	1	3-3-2-4		05074	a0050	x0013b	1.0	200654032004
5	7	7	25.6	4.0	2001101193	牡	5	440.0	-1.0	54	94.3	クビ	6-5-6-5		05536	05580	x00118	0.6	200654032004
6	5	5	26.8	5.0	1999105259	牡	7	457.0	3.0	55	94.7	2	7-8-8-6		a019f	a01de	x00136	0.0	200654032004
7	2	2	28.2	6.0	1998101150	牡	8	486.0	-2.0	55	95.5	4	2-2-4-7		a0185	a0048	x04192	0.0	200654032004
8	6	6	40.2	7.0	2001103834	牡	5	453.0	3.0	53	95.5	アタマ	8-7-7-8		05542	a004b	x03657	0.0	200654032004
1	1	1	2.4	1.0	2001102461	牡	5	425.0	-1.0	55	85.6	0	5-3-3-1		a0041	a004f	450007	18.0	200654032005
2	3	3	7.5	4.0	1997104929	牡	9	520.0	2.0	55	85.6	ハナ	4-2-2-2		05074	a0044	x00115	4.5	200654032005
3	4	4	7.2	3.0	1994103285	牡	12	482.0	1.0	55	86.0	2	1-1-1-3		05481	a0048	x04192	2.2	200654032005
4	5	5	2.4	2.0	1995102753	セ	11	466.0	-3.0	55	86.1	1/2	2-4-4-4		05185	a00ed	x0510d	1.5	200654032005
5	8	8	39.1	8.0	1996104954	牡	10	475.0	6.0	55	86.1	アタマ	7-6-6-5		05410	a0044	677009	0.9	200654032005
6	7	7	8.8	5.0	2001104400	牡	5	439.0	0.0	55	87.3	6	6-7-7-6		a01ad	a01c8	x00790	0.0	200654032005
7	2	2	22.0	6.0	1999105057	セ	7	436.0	-1.0	55	87.7	2	8-8-8-8		a0172	05580	178033	0.0	200654032005
8	6	6	22.0	6.0	2002100261	牝	4	457.0	3.0	54	88.1	2	3-5-5-7		a0044	a004e	424009	0.0	200654032005
1	5	5	1.1	1.0	2002103615	牡	4	520.0	1.0	55	92.3	0	2-2-1-1		05074	05580	x0013c	18.0	200654032006
2	6	6	19.9	5.0	2001100134	牝	5	433.0	-8.0	54	93.0	3	1-1-3-2		a019e	a0043	x01117	4.5	200654032006
3	7	7	8.6	2.0	1995106935	牡	11	462.0	3.0	55	93.4	2	7-6-6-3		05410	a0055	x0197a	2.2	200654032006
4	8	8	12.8	3.0	2000101849	牡	6	474.0	-6.0	55	94.2	4	5-5-4-4		01093	a0043	444009	1.5	200654032006
5	8	9	26.5	6.0	2001102413	牝	5	465.0	2.0	54	94.3	3/4	4-4-5-6		a0041	a004f	677009	0.9	200654032006
6	4	4	15.3	4.0	1995109053	牡	11	514.0	8.0	54	94.9	3	3-3-2-5		a01e6	a01c8	x0117c	0.0	200654032006
7	1	1	88.1	9.0	1995105703	牡	11	446.0	-1.0	55	95.0	1/2	8-8-9-8		05432	a0040	955006	0.0	200654032006
8	3	3	66.1	7.0	1998101956	牡	8	460.0	-7.0	55	95.2	1	9-9-8-7		05481	a0048	x00795	0.0	200654032006
9	2	2	72.1	8.0	2001100912	セ	5	442.0	0.0	55	97.5	大	6-7-7-9		a01eb	a0045	x00468	0.0	200654032006
1	7	8	2.7	2.0	1999101731	牡	7	505.0	-4.0	55	107.5	0	1-1-1-1		01121	a0045	x00128	18.0	200654032007
2	6	6	28.4	8.0	2002103480	牝	4	500.0	-5.0	54	108.3	4	4-4-5-4		a01ad	a01c8	x00463	4.5	200654032007
3	8	10	2.6	1.0	1997105252	牡	9	512.0	-2.0	55	108.3	クビ	2-2-2-2		a0041	a004f	x0011c	2.2	200654032007
4	3	3	7.5	4.0	1999101809	牡	7	472.0	4.0	55	108.6	1.1/2	7-7-6-6		05481	a00ed	677009	1.5	200654032007
5	2	2	43.5	9.0	1996107591	牡	10	514.0	7.0	55	108.6	クビ	8-8-8-8		a019f	a004f	x02eba	0.9	200654032007
6	4	4	11.5	5.0	2001105908	牡	5	477.0	-2.0	52	108.7	1/2	5-6-7-7		05406	a01c9	484008	0.0	200654032007
7	5	5	15.6	7.0	1999106324	牡	7	470.0	-3.0	55	108.9	3/4	3-3-4-3		05074	a0045	280007	0.0	200654032007
8	7	7	14.5	6.0	1998104500	牡	8	457.0	2.0	55	109.9	5	6-5-3-5		01093	a0043	644006	0.0	200654032007
9	8	9	5.9	3.0	1991101108	牡	15	489.0	6.0	55	110.2	1.1/2	10-10-9-9		05432	a0055	x0047d	0.0	200654032007
10	1	1	163.0	10.0	1998104243	牡	8	458.0	13.0	55	111.1	4	9-9-10-10		a003f	a0055	x014b6	0.0	200654032007
1	5	5	4.9	3.0	2002101931	牡	4	520.0	8.0	56	91.3	0	2-2-2-1	40.4	01121	01025	110007	50.0	200654032008
2	4	4	1.5	1.0	2001110196	牝	5	468.0	-1.0	54	91.9	3	1-1-1-2	41.1	01037	00360	948006	12.5	200654032008
3	6	7	26.1	6.0	1998110101	牡	8	531.0	9.0	56	91.9	クビ	7-7-6-3	39.9	01093	00106	978800	6.0	200654032008
4	6	8	53.4	8.0	1997105082	牡	9	489.0	-2.0	56	92.7	4	6-6-5-4	40.8	05432	a01c8	x00481	4.0	200654032008
5	2	2	4.7	2.0	2000103674	牡	6	473.0	-5.0	56	92.8	クビ	12-12-11-6	39.5	01014	00261	695004	2.5	200654032008
6	5	6	29.4	7.0	2001101676	牡	5	480.0	-4.0	56	92.8	クビ	3-4-3-5	41.5	05185	a0043	x00c51	0.0	200654032008
7	1	1	97.9	10.0	2000106229	牡	6	488.0	-4.0	56	92.9	1/2	9-10-10-8	40.0	05410	05580	830008	0.0	200654032008
8	7	10	195.7	12.0	1996103780	牡	10	498.0	4.0	56	93.0	クビ	8-9-9-9	40.5	a01ad	a01c8	x00790	0.0	200654032008
