rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	13		リックマトリックス	牡6	55.0		吉井章	1:45.5		7-5-5-5	39.0	3.8	1	486	4		赤嶺本浩		山辺浩	80.0
2	2	2		ビヨンド	牡5	56.0		石崎駿	1:46.0	2.1/2	11-6-2-2	40.3	9.7	6	459	1		辻野豊		栗坂崇	32.0
3	7	12		キシリトールチョコ	牡4	56.0		真島大輔	1:46.3	1.3/4	1-1-1-1	40.7	27.3	9	455	-8		阪本一栄		三宅勝俊	20.0
4	5	7		フォースマジュール	牝7	54.0		森泰斗	1:46.5	1.1/4	2-2-3-3	40.4	6.7	4	506	5		堀千亜樹		鈴木史郎	12.0
5	6	10		キーストンマッハ	牡7	55.0		藤田凌	1:46.7	3/4	6-8-8-8	39.9	4.4	2	456	2		辻野豊		山田武雄	8.0
6	4	6		エクレールプロント	牝6	54.0		楢崎功祐	1:47.2	2.1/2	8-9-9-9	40.1	24.9	8	430	2		高橋清顕		今中俊平	
7	5	8		メローネフレイバー	牝6	52.0		Ｍ．ミシ	1:47.3	1/2	4-4-7-7	40.6	13.3	7	440	1		月岡健二		尾田信夫	
8	3	4		ディーエスマグナム	セ4	56.0		的場文男	1:47.4	1/2	10-11-10-10	40.0	5.5	3	465	-4		中道啓二		永見貴昭	
9	1	1		ハピネストソング	牝5	54.0		西啓太	1:47.4	クビ	3-3-4-4	40.9	84.9	13	453	1		嶋田幸晴		川上和彦	
10	3	3		カリスマイチダイ	牝4	54.0		横川怜央	1:47.9	2.1/2	5-7-6-6	41.1	8.8	5	450	1		的場直之		畔柳年言	
11	6	9		ロイヤルロード	牡4	56.0		有年淳	1:48.2	1.1/2	14-13-12-12	40.3	41.1	10	534	11		米田英世		北嶋義三	
12	7	11		ウィングオブライト	牝4	54.0		安藤洋一	1:48.3	3/4	13-14-14-13	40.4	79.0	12	499	1		宗形竹見		藤本栄史	
13	4	5		ローレンウィーズ	セ4	56.0		増田充宏	1:48.9	3.0	12-12-13-14	41.2	105.1	14	444	4		堀江仁		（株）ローレン	
14	8	14		ヴァンクラッセ	牝5	54.0		繁田健一	1:50.5	8.0	9-9-11-11	43.3	77.6	11	465	-1		嶋田幸晴		林叔瑞	
