waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018102767	シゲルシュニン			05229	山口勲	05005	九日俊光	489	2
2	2	2018101117	ラストルージュ			05548	竹吉徹	a01d6	大垣敏夫	420	-4
3	3	2018101823	ボタンザクラ			05501	山下裕貴	05005	九日俊光	450	8
4	4	2018102383	タガノリヴェラーノ			05456	田中純	05005	九日俊光	454	6
5	5	2018106631	ゴールドホープ			a0291	川島拓	05456	土井道隆	467	0
5	6	2018102848	ビバリークイーン			a0036	吉本隆記	a01eb	井樋明正	419	-4
6	7	2018109117	ハナハナホワイト			05491	田中直人	05257	手島勝利	519	-3
6	8	2018100525	コズモポリス			05478	石川慎将	05257	手島勝利	414	1
7	9	2018102139	ステイハングリー			05587	小松丈二	05690	松島壽	400	-14
7	10	2018109167	テイエムオペラッコ			00418	兒島真二	a0368	平山宏秀	418	-8
8	11	2018103261	オーメンランゲ			05579	出水拓人	05601	東眞市	385	-1
8	12	2018102312	ハンデンローズ			00409	鮫島克也	05601	東眞市	477	-4
