rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		スーパーシンデレラ	牝3	570.0		阿部武臣	1:51.9				6.0	2	934	12		小林長吉		森山明男	22.0
2	4	4		タカラテンリュウ	牡4	590.0		長澤幸太	1:54.6				19.7	7	1062	6		槻舘重人		小野重治	8.3
3	7	7		カイセイビクトリー	牝4	570.0		赤塚健仁	1:56.2				9.2	5	1022	3		山本正彦		細川吉博	4.8
4	8	10		ケイロン	牡3	590.0		船山蔵人	1:58.0				8.0	3	925	19		鈴木邦哉		佐々木啓文	2.6
5	2	2		アオノマーキース	牝3	570.0		藤野俊一	2:02.7				8.9	4	971	15		金田勇		青山修	1.7
6	1	1		ビール	牡3	590.0		藤本匠	2:04.6				1.9	1	955	-4		西邑春夫		石橋強	
7	8	9		ミサビアンカ	牝3	570.0		鈴木恵介	2:13.0				24.4	8	897	11		金田勇		本寺政則	
8	5	5		ミナミジュウジセイ	牡3	590.0		西謙一	2:16.8				14.3	6	1028	0		西弘美		米澤保祐樹	
9	6	6		ジャックポット	牡3	590.0		渡来心路	2:18.2				31.1	10	992	4		大友栄人		竹内嘉敦	
10	7	8		ハナノウンカイヒメ	牝4	570.0		金田利貴	2:24.8				27.7	9	1039	13		久田守		稲谷義雄	
