日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/02/12	晴	12	18	5	9	48.8	13	10	57.0	良	1:08.7	0.6	15-15	33.5-34.6	34.0	小倉	202210020112	4歳以上1勝クラス	202210020112	01099	芝	1200	444	0	0.0
2022/01/15	晴	12	18	8	18	51.1	15	12	53.0	良	1:08.7	0.6	14-14	33.5-34.6	34.1	小倉	202210010112	4歳以上1勝クラス	202210010112	01191	芝	1200	444	4	0.0
2021/11/17	晴	12	11	2	2	1.9	1	1	56.0	良	1:33.1	-0.3	3-3-4-3	0.0-38.9	38.7	園田	202150111712	C1一	movie.html?race_id=202150111712	05390	ダ	1400	440	4	90.0
2021/10/27	晴	12	12	3	3	2.4	1	2	56.0	稍	1:34.1	0.2	5-5-5-5	0.0-39.8	39.7	園田	202150102712	シクラメン賞C1一	movie.html?race_id=202150102712	05390	ダ	1400	436	1	36.0
2021/10/08	晴	10	11	8	10	2.4	2	4	56.0	良	1:31.6	0.6	4-4-3-3	0.0-39.1	39.4	園田	202150100810	ホトトギス賞C1	movie.html?race_id=202150100810	05390	ダ	1400	435	-1	13.5
2021/09/17	雨	12	12	1	1	1.8	1	2	55.0	重	1:32.0	0.6	6-6-6-3	0.0-40.0	40.1	園田	202150091712	C1	movie.html?race_id=202150091712	05390	ダ	1400	436	-7	36.0
2021/08/25	曇	7	10	6	6	1.4	1	1	55.0	良	1:31.2	-0.9	4-3-2-1	0.0-39.8	39.5	園田	202150082507	C2二	movie.html?race_id=202150082507	05390	ダ	1400	443	1	60.0
2021/08/01	曇	6	16	7	14	19.0	8	11	56.0	良	1:10.3	0.9	6-5	34.2-35.2	35.6	函館	202102011006	3歳未勝利	202102011006	01032	芝	1200	442	8	0.0
2021/07/03	晴	7	16	4	8	4.9	3	6	56.0	良	1:09.6	0.5	7-7	33.5-35.6	35.3	函館	202102010107	3歳未勝利	202102010107	01032	芝	1200	434	-2	0.0
2021/06/20	曇	1	16	2	3	3.5	2	4	56.0	稍	1:09.8	0.2	7-5	33.3-36.3	35.9	札幌	202101010401	3歳未勝利	202101010401	01032	芝	1200	436	6	77.0
2021/03/06	晴	1	18	7	14	4.6	2	4	53.0	重	1:10.4	0.5	12-8	34.4-35.5	35.3	小倉	202110020701	3歳未勝利	202110020701	01186	芝	1200	430	14	77.0
2021/02/07	晴	6	17	3	6	5.7	3	3	55.0	良	1:09.9	0.2	12-10	34.0-35.7	34.6	小倉	202110010806	3歳未勝利	202110010806	01176	芝	1200	416	-16	130.0
2021/01/17	晴	2	18	3	6	4.2	1	2	55.0	良	1:09.1	0.0	7-6	33.3-35.8	35.4	小倉	202110010202	3歳未勝利	202110010202	01176	芝	1200	432	-2	200.0
2020/12/27	晴	2	16	1	2	8.8	3	2	54.0	良	1:09.8	0.2	8-7	34.6-35.0	34.6	阪神	202009060802	2歳未勝利	202009060802	01176	芝	1200	434	10	200.0
2020/09/26	晴	1	10	8	10	4.5	2	10	54.0	重	1:15.6	3.1	3-7	35.0-37.5	40.3	中京	202007020601	2歳未勝利	202007020601	01019	ダ	1200	424	2	0.0
2020/09/06	曇	2	17	2	3	18.4	7	5	54.0	良	1:09.3	0.5	4-4	33.7-35.1	35.3	小倉	202010020802	2歳未勝利	202010020802	01019	芝	1200	422	-10	51.0
2020/08/16	晴	1	16	7	14	12.3	5	5	54.0	良	1:08.7	1.2	14-11	32.9-34.6	34.6	小倉	202010020201	2歳未勝利	202010020201	01019	芝	1200	432	0	51.0
2020/06/13	雨	5	8	4	4	18.8	4	4	54.0	稍	1:11.8	1.0	2-2	35.6-35.2	36.1	阪神	202009030305	2歳新馬	202009030305	01019	芝	1200	432	0	110.0
