rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	7	7		ツジラピテス	牡8	56.0		石堂響	1:35.2		4-4-1-1	38.9	1.4	1	518	0		長南和宏		村瀬寛紀	35.0
2	3	3		トーアレラ	牡9	56.0		松本幸祐	1:35.4	1.1/4	6-6-7-7	38.6	54.2	9	566	1		中塚猛		木下隆好	9.8
3	2	2		ピクトグラム	牝4	54.0		寺地誠一	1:35.5	クビ	8-7-3-3	39.2	32.5	5	430	2		茂崎正善		赤木勝利	4.9
4	5	5		スポーティブ	セ5	56.0		渡瀬和幸	1:35.8	2.0	7-8-5-6	39.2	3.6	2	458	-5		黒田隆男		（株）ファーストビ	3.5
5	7	8		カンビアーレ	牝5	54.0		廣瀬航	1:35.9	1/2	2-2-4-4	39.6	17.3	4	418	4		稻田彰宏		小谷昌吾	2.8
6	4	4		エムオーセイコー	牡6	56.0		井上幹太	1:36.0	1/2	4-5-5-5	39.4	33.0	6	475	-1		三宅直之		小橋亮太	
7	6	6		エンジェルズライン	牝5	54.0		田村直也	1:36.2	1.0	9-9-9-9	39.0	51.5	7	427	-3		南弘樹		島井新一郎	
8	8	10		アオイシャーク	牝6	54.0		永井孝典	1:36.2	クビ	1-1-2-2	40.0	8.1	3	458	-7		田村彰啓		鮫島明洋	
9	1	1		アッコルド	牡7	56.0		小谷周平	1:36.4	1.1/4	3-3-8-8	39.8	53.0	8	460	-2		西村守幸		（株）ファーストビ	
取	8	9		リコーヴィニャーレ	牝9	54.0		松木大地					---		計不			三宅直之		（株）ファーストビ	
