日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey_id	jockey_name	field	distance	weight	gain	bounty
2022/03/10	晴	11	12	6	8	96.5	7	7	54.0	良	2:04.9	1.5	4-4-6	0.0-39.2	40.0	名古屋	202248031011	名古屋大賞典(G3)	202248031011	05489	今井貴大	ダ	1900	533	3	0.0
2022/02/04	晴	10	12	8	12	14.5	5	1	57.0	良	2:03.2	-0.8	1-1-1	0.0-40.0	40.0	名古屋	202248020410	梅見月杯(G)	202248020410	05489	今井貴大	ダ	1900	530	1	600.0
2022/01/20	晴	10	10	3	3	4.3	2	1	56.0	良	1:43.2	-0.8	1-1-1	0.0-40.5	40.5	名古屋	202248012010	マイル争覇(G)	202248012010	05489	今井貴大	ダ	1600	529	1	400.0
2021/12/31	曇	10	12	7	9	3.8	2	8	56.0	不	2:10.9	4.5	6-6-8-8	0.0-39.6	43.6	笠松	202147123110	東海ゴールドC(G)	202147123110	05489	今井貴大	ダ	1900	528	-3	0.0
2021/11/24	晴	10	12	5	6	19.9	5	6	56.0	稍	1:28.8	1.6	5-4-4	0.0-38.6	39.8	笠松	202147112410	笠松グランプリ(G)	202147112410	05489	今井貴大	ダ	1400	531	4	0.0
2021/11/02	晴	11	9	4	4	10.2	4	7	56.0	良	1:30.1	1.9	9-9-7-7	0.0-39.3	39.3	園田	202150110211	楠賞(G)	202150110211	05489	今井貴大	ダ	1400	527	5	0.0
2021/10/11	晴	11	12	7	9	6.0	2	1	56.0	良	1:27.5	-0.4	1-1-1	0.0-38.4	38.4	名古屋	202148101111	秋の鞍(G)	202148101111	05489	今井貴大	ダ	1400	522	-4	800.0
2021/08/06	晴	11	9	2	2	1.7	1	1	55.0	良	1:42.1	-1.0	4-4-1	0.0-38.1	37.7	名古屋	202148080611	ペリドットOP	202148080611	05489	今井貴大	ダ	1600	526	-6	180.0
2021/07/07	曇	11	12	6	8	1.3	1	2	56.0	不	1:42.6	0.7	2-2-2	0.0-40.4	40.9	名古屋	202148070711	けやき杯(OP)	202148070711	05489	今井貴大	ダ	1600	532	-3	64.0
2021/06/15	晴	11	12	2	2	1.8	1	1	56.0	良	2:04.7	-0.9	1-1-1	0.0-40.0	40.0	名古屋	202148061511	東海ダービー(G)	202148061511	05489	今井貴大	ダ	1900	535	6	800.0
2021/05/04	晴	11	12	1	1	3.0	2	1	56.0	良	1:57.7	-0.2	1-1-1	0.0-39.7	39.7	名古屋	202148050411	駿蹄賞(G)	202148050411	05489	今井貴大	ダ	1800	529	0	550.0
2021/04/19	晴	12	11	8	11	1.0	1	1	56.0	重	1:29.4	-1.6	1-1-1	0.0-39.0	39.0	名古屋	202148041912	ツバメ特別	202148041912	05489	今井貴大	ダ	1400	529	-1	60.0
2021/04/07	晴	2	10	4	4	1.2	1	1	56.0	重	1:29.6	-2.2	2-2-1	0.0-38.6	38.5	名古屋	202148040702	3歳3組	202148040702	05489	今井貴大	ダ	1400	530	-3	38.0
2021/03/25	曇	2	10	6	6	1.4	1	1	56.0	良	1:30.3	-2.2	1-1-1	0.0-39.1	39.1	名古屋	202148032502	3歳4組	202148032502	05489	今井貴大	ダ	1400	533	4	36.0
2021/03/12	曇	1	8	1	1	2.8	2	1	56.0	良	0:49.2	-0.7	1	0.0-35.5	35.5	名古屋	202148031201	3歳8組	202148031201	05489	今井貴大	ダ	800	529	-1	36.0
2020/11/08	晴	3	15	3	4	100.1	13	7	54.0	良	1:49.4	1.0	15-15-13-10	30.3-39.6	39.0	福島	202003030403	2歳未勝利	202003030403	01161	菊沢一樹	ダ	1700	530	0	0.0
2020/10/11	曇	5	13	4	5	145.6	12	12	55.0	稍	2:07.1	2.6	8-11-12	38.9-34.7	35.9	東京	202005040205	2歳新馬	202005040205	00422	内田博幸	芝	2000	530	0	0.0
