rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	3	3		ジンファン	牝5	53.0		塚本雄大	1:27.6		1-1-2-2	41.2	26.2	10	410	0		目迫大輔		（有）アシスタント	30.0
2	2	2		ペイシャパシャ	牝4	54.0		上田将司	1:28.0	2.0	8-5-1-1	41.6	4.4	1	414	-4		中西達也		西森鶴	10.5
3	6	8		ケイティパッション	牡4	56.0		岡村卓弥	1:28.6	3.0	5-6-6-6	41.8	6.8	4	446	1		大関吉明		中内晴子	6.0
4	1	1		ヘルメットネエサン	牝4	54.0		佐原秀泰	1:28.9	1.1/2	4-3-4-3	42.1	8.4	6	396	5		田中伸一		内田玄祥	4.5
5	6	7		ドラゴンストリート	牡9	53.0		妹尾将充	1:29.3	2.0	10-10-9-8	42.1	6.2	3	500	-3		宮川浩一		谷口祐人	3.0
6	7	10		ハートクレスト	牝6	53.0		木村直輝	1:29.3	アタマ	7-7-5-4	42.3	8.1	5	431	2		胡本友晴		岡田龍太郎	
7	4	4		エコロプリンセス	牝5	54.0		山崎雅由	1:29.3	アタマ	2-2-3-5	42.8	6.0	2	422	0		那俄性哲		（株）ファーストビ	
8	5	5		ラズベリル	牝5	50.0		濱尚美	1:29.4	クビ	6-8-10-9	42.0	28.7	11	428	-1		那俄性哲		杉浦和也	
9	8	12		サヴォアフェール	牝5	54.0		倉兼育康	1:29.6	1.0	9-9-8-7	42.3	15.5	9	404	6		別府真司		小池保則	
10	5	6		ピエシクローヌ	牝5	54.0		西森将司	1:29.9	1.1/2	12-12-11-10	42.3	11.4	7	435	-8		別府真司		（有）太盛	
11	7	9		ナミノハナ	牝4	54.0		郷間勇太	1:31.1	6.0	11-11-11-12	43.5	46.7	12	408	3		平和人		大久保與志雄	
12	8	11		エドノゴーゴー	牡6	56.0		石本純也	1:31.5	2.0	3-4-7-11	44.7	14.8	8	448	-1		田中伸一		遠藤喜和	
