waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016101999	ローリエテソーロ			05098	真島正徳	05601	東眞市	517	-4
2	2	2016106436	チェキラ			a0291	川島拓	05456	土井道隆	489	-2
3	3	2016102984	カシノビート			05548	竹吉徹	05109	古賀光範	496	-8
4	4	2014103184	オイカケマショウ			05147	長田進仁	a00f6	中野博	493	-1
5	5	2015104147	ナナルテア			05229	山口勲	a0278	北村欣也	442	3
5	6	2014105236	ホワイトウィングス			05501	山下裕貴	05601	東眞市	461	-9
6	7	2017101031	トップレベル			05601	金山昇馬	05741	池田忠好	472	1
6	8	2011105351	スパーキードリーム			a0036	吉本隆記	05456	土井道隆	508	-2
7	9	2017100498	キタカラキタムスメ			05329	倉富隆一	05450	川田孝好	434	0
7	10	2013102103	モリデンリオ			05456	田中純	05360	濱田一夫	473	1
8	11	2013106033	ジュンヴァルカン			a042c	飛田愛斗	05684	三小田幸	527	-5
8	12	2015100164	アルゴセイコウ			a0201	岩永千明	05098	山下定文	479	-2
