rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	8	16		ロードアクシス	牡5	55.0		三浦皇成	1:52.3		10-10-9-3	37.0	9.0	4	474	0		奥村豊		ロードホースクラブ	1,855.7
2	1	2		メイクハッピー	牝4	52.0		大野拓弥	1:52.4	1/2	3-3-3-3	37.6	5.7	2	486	-4		新開幸一		吉田和子	740.2
3	5	10		カナシバリ	牝4	53.0		江田照男	1:52.8	2.1/2	8-8-5-6	37.7	9.7	6	504	2		竹内正洋		由井健太郎	465.1
4	6	12		メイショウササユリ	牝6	54.0		横山和生	1:52.9	1/2	4-4-5-6	37.9	3.8	1	508	0		松永幹夫		松本好雄	270.0
5	3	6		フィールザファラオ	牡5	54.0		北村宏司	1:53.0	1/2	8-8-8-9	37.8	17.2	9	470	2		岩戸孝樹		櫻井正	182.0
6	4	7		キャンディスイート	牝4	52.0		武藤雅	1:53.0	ハナ	4-4-3-3	38.2	20.5	10	460	-2		中川公成		吉田千津	
7	5	9		サンチェサピーク	牡6	54.0		内田博幸	1:53.1	1/2	6-6-5-6	38.1	22.3	11	532	4		加藤征弘		加藤ステーブル	
8	8	15		ショートストーリー	牡7	53.0		柴田大知	1:53.2	3/4	7-7-9-11	37.9	77.8	16	494	-6		吉村圭司		ゴドルフィン	
9	2	3		ダイシンインディー	牡4	54.0		吉田豊	1:53.3	3/4	1-1-1-1	38.8	17.1	8	532	-8		戸田博文		大八木信行	
10	7	13		ブライトンロック	牡6	56.0		田中勝春	1:53.5	1.0	12-12-12-12	37.9	15.6	7	476	-2		田中清隆		坂巻勝彦	
11	1	1		ラージヒル	牡4	55.0		横山武史	1:53.5	ハナ	2-2-2-2	38.9	7.6	3	484	-2		林徹		リーヴァ	
12	2	4		アノ	牡4	54.0		丸田恭介	1:53.6	1/2	15-15-15-15	37.6	65.6	15	438	0		鈴木孝志		武田茂男	
13	6	11		リョウランヒーロー	牡6	54.0		菊沢一樹	1:53.7	3/4	12-12-14-12	38.0	50.6	13	482	0		小野次郎		佐藤啓子	
14	3	5		アニエーゼ	牝5	52.0		石川裕紀	1:53.7	クビ	11-10-9-12	38.4	42.3	12	456	-10		高橋康之		ノースヒルズ	
15	4	8		ベルキューズ	牝4	52.0		Ｍ．デム	1:54.1	2.1/2	14-14-12-9	38.6	9.4	5	486	-2		武井亮		ローレルレーシング	
中	7	14		タガノファジョーロ	牡4	54.0		鮫島良太					63.2	14	450	-2		角田晃一		八木良司	
