waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2015100020	マイネルサリューエ			05557	加藤聡一	05675	笹野博司	516	31
2	2	2018105973	エイシンイナズマ			05558	渡辺竜也	05675	笹野博司	472	12
3	3	2016106071	ニホンピロヘンソン			00410	向山牧	05066	川嶋弘吉	472	0
4	4	2016100360	トイガー			05171	岡部誠	05076	伊藤強一	522	-16
5	5	2016104697	スタンサンセイ			a02e0	村上弘樹	05675	笹野博司	530	7
6	6	2015106427	タラニス			a0422	深澤杏花	05480	田口輝彦	491	14
7	7	2015100582	ヤマニンフレッチェ			05368	大原浩司	05071	森山英雄	531	6
7	8	2016104312	シゲルグリンダイヤ			05521	藤原幹生	a034e	後藤佑耶	502	1
8	9	2011104417	バンズーム			05053	丸野勝虎	05237	藤田正治	459	-7
8	10	2012103708	サブライムカイザー			05370	大畑雅章	05237	藤田正治	508	5
