	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠単:的中	枠単:配当	枠単:人気
200645012301	ダ	左	1400	晴	不良	11:40	4歳8		2006-1-23	12	川崎	1	15万円未満	(定量)																																					11089364257	1,10,9,8,6,3,(2,4),5,7	(1,10),9,6,8,3,2,4,5,7	(1,9),10,6,8,3,4,2,5,7	13.5 - 12.8 - 13.7 - 12.1 - 12.6 - 13.7 - 13.6 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.5 - 26.3 - 40.0 - 52.1 - 64.7 - 78.4 - 92.0 - 92.0 - 92.0 - 92.0 - 92.0 - 92.0 - 92.0 - 92.0 - 92.0 (40.0-39.9)			
200645012302	ダ	左	1500	晴	不良	12:10	C3五		2006-1-23	12	川崎	1	(定量)																																						3,8,9,1,(4,10),7,2,6,5	3,8,9,1,4,10,7,2,(6,5)	32598104176	32594108716	6.2 - 12.0 - 13.7 - 14.4 - 12.1 - 12.5 - 14.3 - 13.9 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	6.2 - 18.2 - 31.9 - 46.3 - 58.4 - 70.9 - 85.2 - 99.1 - 99.1 - 99.1 - 99.1 - 99.1 - 99.1 - 99.1 - 99.1 (31.9-40.7)			
200645012303	ダ	左	1400	晴	不良	12:40	3歳6　ロ		2006-1-23	12	川崎	1	40万円以上75万円未満	(定量)																																					5,10,7,2,8,(3,9),(1,6),4	5,10,(2,7),(3,8),9,1,6,4	(5,10),8,(3,4),2,9,(6,7),1	(5,10),3,8,4,(6,7,9),2,1	13.2 - 13.2 - 14.8 - 11.9 - 12.3 - 14.0 - 12.1 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.2 - 26.4 - 41.2 - 53.1 - 65.4 - 79.4 - 91.5 - 91.5 - 91.5 - 91.5 - 91.5 - 91.5 - 91.5 - 91.5 - 91.5 (41.2-38.4)			
200645012304	ダ	左	1400	晴	不良	13:10	3歳5　イ		2006-1-23	12	川崎	1	40万円以上75万円未満	(定量)																																					89547101632	8,5,(4,9),10,7,1,6,3,2	8,5,(4,9),10,7,1,6,3,2	8,(5,9),4,10,1,(7,6),2,3	13.0 - 12.3 - 13.6 - 12.2 - 13.4 - 14.0 - 12.8 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	13.0 - 25.3 - 38.9 - 51.1 - 64.5 - 78.5 - 91.3 - 91.3 - 91.3 - 91.3 - 91.3 - 91.3 - 91.3 - 91.3 - 91.3 (38.9-40.2)			
200645012305	ダ	左	1500	晴	不良	13:40	C2五　六七		2006-1-23	12	川崎	1	(定量)																																						5,8,13,12,(1,10),2,9,7,4,6,11,3,14	5,13,8,12,(1,10),2,9,7,11,6,4,3,14	13,(5,12),8,10,1,(9,11),6,2,(4,7),3,14	13,10,12,1,6,(5,9,11),(8,4),7,2,3,14	6.0 - 11.0 - 12.2 - 13.5 - 12.3 - 13.4 - 14.5 - 13.2 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	6.0 - 17.0 - 29.2 - 42.7 - 55.0 - 68.4 - 82.9 - 96.1 - 96.1 - 96.1 - 96.1 - 96.1 - 96.1 - 96.1 - 96.1 (29.2-41.1)			
200645012306	ダ	左	1500	晴	不良	14:15	C2五　六七		2006-1-23	12	川崎	1	(定量)																																						7,6,13,11,2,10,3,(1,9),(8,4),5,(12,14)	7,6,(2,11,13),10,(1,3),(8,4),9,12,14,5	7,(13,10),6,2,11,4,3,8,14,1,12,9,5	7102413361211814915	6.2 - 11.3 - 12.4 - 13.5 - 11.8 - 13.0 - 14.3 - 13.7 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	6.2 - 17.5 - 29.9 - 43.4 - 55.2 - 68.2 - 82.5 - 96.2 - 96.2 - 96.2 - 96.2 - 96.2 - 96.2 - 96.2 - 96.2 (29.9-41.0)			
200645012307	ダ	左	1500	晴	不良	14:50	C2五　六七		2006-1-23	12	川崎	1	(定量)																																						(5,9),7,6,2,13,(4,10,14),3,11,1,12,8	(5,9),7,6,2,13,4,(3,10,14),11,1,8,12	5926413113101481127	5,9,2,6,4,13,3,11,1,8,(10,14),12	5.9 - 11.1 - 12.2 - 13.0 - 11.9 - 12.8 - 14.4 - 14.3 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	5.9 - 17.0 - 29.2 - 42.2 - 54.1 - 66.9 - 81.3 - 95.6 - 95.6 - 95.6 - 95.6 - 95.6 - 95.6 - 95.6 - 95.6 (29.2-41.5)			
200645012308	ダ	左	1600	晴	不良	15:25	若竹特別 		2006-1-23	12	川崎	1	226万円以上	(別定)																																					4,9,(11,14),(5,6),10,1,8,(2,7),(3,13),12	4,9,(5,11,14),6,1,10,8,(2,7),3,13,12	4,9,11,(5,7),6,1,(10,12),(8,14),2,3,13	(9,7),11,(4,12),6,(5,1),(8,2),10,3,13,14	12.8 - 11.2 - 12.7 - 13.9 - 12.4 - 13.4 - 13.8 - 13.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.8 - 24.0 - 36.7 - 50.6 - 63.0 - 76.4 - 90.2 - 103.2 - 103.2 - 103.2 - 103.2 - 103.2 - 103.2 - 103.2 - 103.2 (36.7-40.2)			
200645012309	ダ	左	1600	晴	不良	16:05	初春特別 		2006-1-23	12	川崎	1	(別定)																																						5,6,14,(4,12),11,7,1,8,(3,9),13,2,10	5,6,14,4,12,11,(1,8),7,(3,9,13),2,10	6,14,(8,13),4,5,(12,2),(1,7,11,9,10),3	6,(14,13),8,4,2,11,(9,3),12,(5,1),7,10	12.7 - 11.1 - 13.0 - 14.3 - 12.0 - 12.4 - 13.4 - 12.6 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	12.7 - 23.8 - 36.8 - 51.1 - 63.1 - 75.5 - 88.9 - 101.5 - 101.5 - 101.5 - 101.5 - 101.5 - 101.5 - 101.5 - 101.5 (36.8-38.4)			
200645012310	ダ	左	1500	晴	不良	16:40	C1五		2006-1-23	12	川崎	1	(定量)																																						8,11,12,(14,13),5,7,9,(3,4),6,1,10,2	8,11,12,14,13,5,(3,7,9),4,6,(1,10),2	8,11,12,(13,5),14,9,3,(4,7),(6,10),1,2	5,(8,12),(11,9),13,14,3,6,10,(1,4),7,2	5.7 - 11.2 - 12.3 - 13.5 - 12.1 - 13.4 - 13.6 - 13.1 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0 - 0.0	5.7 - 16.9 - 29.2 - 42.7 - 54.8 - 68.2 - 81.8 - 94.9 - 94.9 - 94.9 - 94.9 - 94.9 - 94.9 - 94.9 - 94.9 (29.2-40.1)			
