	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200635050501	ダ	左	1200	曇	良	10:45	C3		2006-5-5	1	盛岡	2			3	330	2	3	140	1	8	500	6	10.0	840	8.0	3-7	1320.0	7.0	3-8	2420	9	3-8	940	8	3-10	2,140	19	8-10	7,950	38	3=>8	2810	13	3-8-10	48410	66			3115471081296.0	3511471081269.0					
200635050502	ダ	左	1200	曇	良	11:15	C3		2006-5-5	1	盛岡	2			5	300	2	5	210	2	11	810	7	4.0	240	3.0	5-8	1550.0	4.0	5-11	3070	12	5-11	1,150	16	4-5	860	8	4-11	4,380	36	5=>11	4660	16	4-5-11	15490	42			2,8,11,1,4,3,6,7,5,9-10	2811415397610.0					
200635050503	ダ	左	1200	曇	良	11:45	C3		2006-5-5	1	盛岡	2			2	5340	9	2	390	8	1	150	2	6.0	120	1.0	1-2	10400.0	27.0	1-2	5350	23	1-2	1,930	27	2-6	940	15	1-6	440	3	2=>1	31600	59	1-2-6	3600	15			(1,2),9,11,6,(4,5),12,8,10,3,7	(1,2),(6,9),4,5,11,10,8,12,3,7					
200635050504	ダ	左	1400	曇	良	12:20	3歳　C1		2006-5-5	1	盛岡	2			8	1810	3	8	300	5	6	100	1	10.0	350	7.0	6-7	500.0	2.0	6-8	440	1	6-8	250	1	8-10	1,340	19	6-10	430	4	8=>6	2950	10	6-8-10	2140	8			8693107541112.0	8631091157421.0					
200635050505	ダ	左	1400	曇	良	12:55	3歳　B3		2006-5-5	1	盛岡	2			10	920	6	10	280	6	1	170	2	5.0	880	9.0	1-8	640.0	2.0	1-10	1820	8	1-10	540	6	5-10	5,390	39	1-5	2,470	27	10=>1	5400	28	1-5-10	53040	80			(7,8),10,(1,2,9),(4,5),3,6	78101952463					
200635050506	ダ	左	1400	曇	良	13:30	C2		2006-5-5	1	盛岡	2			2	270	1	2	140	1	10	150	3	4.0	230	5.0	2-8	550.0	2.0	2-10	690	2	2-10	320	2	2-4	620	6	4-10	610	5	2=>10	1140	2	2-4-10	1920	5			14610275893	1,(4,6),10,2,(9,5),7,8,3					
200635050507	ダ	左	1600	曇	良	14:05	C2		2006-5-5	1	盛岡	2			8	190	1	8	100	1	7	200	5	6.0	140	3.0	7-7	840.0	4.0	7-8	1030	4	7-8	360	4	6-8	300	2	6-7	800	10	8=>7	1210	5	6-7-8	1510	6			35610279481.0	36107528149.0			8=>7=>6	4830.0	13.0
200635050508	ダ	左	1600	曇	良	14:40	B2		2006-5-5	1	盛岡	2			5	670	3	5	160	2	1	550	8	2.0	140	1.0	1-5	4830.0	18.0	1-5	7560	23	1-5	1,620	20	2-5	450	3	1-2	2,730	29	5=>1	10560	38	1-2-5	9470	31			(3,5),11,(1,12),4,2,10,9,8,7,6	521211110348769			5=>1=>2	71790.0	215.0
200635050601	ダ	左	1200	曇	良	10:45	3歳　C2		2006-5-6	1	盛岡	3			1	960	3	1	270	3	10	370	4	12.0	780	7.0	1-7	2940.0	8.0	1-10	2490	9	1-10	700	5	1-12	4,000	34	10-12	2,040	17	1=>10	7610	21	1-10-12	14400	38			181110612347925.0	161181210349725.0					
200635050602	ダ	左	1200	曇	良	11:15	C3		2006-5-6	1	盛岡	3			1	310	2	1	100	1	11	140	4	3.0	130	2.0	1-8	450.0	2.0	1-11	680	2	1-11	250	2	1-3	190	1	3-11	320	4	1=>11	1060	4	1-3-11	560	1			1436112108579	1,(4,3),2,10,11,8,7,6,5,9					
