rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	4	7		カズノイケヅキ	牝3	54.0		矢野貴之	1:15.1		1-1	38.4	7.5	3	487	5		佐野謙二		鈴木可一	120.0
2	2	4		マリードゥラメール	牝5	54.0		山崎誠士	1:15.3	1.1/4	2-2	38.5	10.5	4	459	4		蛯名雄太		吉田照哉	48.0
3	6	11		タマブラックパール	牝3	53.0		藤田凌	1:15.3	クビ	6-6	38.1	6.3	2	515	-10		堀千亜樹		山下勇	30.0
4	5	10		ブラックシープ	セ4	56.0		本田正重	1:15.7	2.0	3-3	38.8	182.2	15	426	-1		嶋田幸晴		松田整二	18.0
5	3	5		マクトゥーブ	牝5	54.0		西啓太	1:15.7	クビ	9-9	38.2	1.5	1	464	1		栗田裕光		三嶋昌春	12.0
6	1	2		フォルデュラン	牡3	56.0		安藤洋一	1:16.4	3.1/2	16-16	37.4	138.1	14	497	-12		宮浦正行		八嶋長久	
7	1	1		フライングビーノ	牡4	56.0		千田洋	1:16.5	クビ	8-7	39.0	15.6	5	489	2		中道啓二		中井誠二	
8	3	6		カズサ	牡4	56.0		小林拓未	1:16.5	クビ	5-5	39.4	94.9	10	506	2		渡辺和雄		丸山機工（株）	
9	5	9		ゴールデンボイス	牡3	56.0		和田譲治	1:16.5	ハナ	13-11	38.6	27.5	6	499	2		村上頼章		小田和子	
10	6	12		ムサシイーグル	牡4	56.0		岡村健司	1:16.5	アタマ	11-10	38.6	104.4	12	485	9		栗田泰昌		武蔵屋ハウス（株）	
11	8	16		ジュムスヴィアン	牡3	56.0		中村尚平	1:16.8	1.1/2	12-11	38.9	132.4	13	463	0		香取和孝		酒井孝敏	
12	7	14		エムザックブライト	牡8	56.0		遠藤健太	1:16.8	ハナ	7-8	39.6	375.3	16	486	2		遠藤茂		田代正博	
13	7	13		ブレイヴスピリット	牡3	56.0		本村直樹	1:16.8	アタマ	14-14	38.8	34.4	8	455	-1		高岩孝敏		坪井隼人	
14	4	8		ストロングカラーズ	牡3	56.0		笹川翼	1:17.0	1.0	4-4	39.9	33.4	7	523	14		宗形竹見		鈴木芳夫	
15	8	15		ミカード	牡5	56.0		町田直希	1:17.0	アタマ	15-15	38.8	42.1	9	459	-2		須田和伸		嶋田賢	
16	2	3		コスモサビク	牡7	56.0		早田秀治	1:17.2	3/4	10-13	39.4	97.7	11	480	-3		柏木一夫		寺嶋博史	
