waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018101525	サイタオフェーリア			a0489	佐々木世	a02f1	有馬澄男	450	-1
2	2	2017103867	マロンドクイーン			a029e	笹田知宏	a028b	長南和宏	425	-2
3	3	2018103698	スターリーソング			05576	石堂響	a029f	高馬元紘	446	8
4	4	2017100831	プロフーモ			05597	鴨宮祥行	05639	小牧毅	435	-1
5	5	2018104824	ノーマロエア			05544	田野豊三	a02df	玉垣光章	467	2
5	6	2017105768	メイショウアレス			05580	長谷部駿	05639	小牧毅	450	0
6	7	2018101537	ヒテンハーバー			05522	井上幹太	a02c0	雑賀伸一	487	6
6	8	2018100095	ナムラスパロー			05217	田中学	05266	田中道夫	410	-4
7	9	2017103041	サンアントニオ			05328	下原理	05702	盛本信春	489	-2
7	10	2017105876	エイシンガイン			a01e6	小谷周平	05268	溝橋利喜	430	2
8	11	2017102978	ラファームソルティ			a0395	永井孝典	a029e	田村彰啓	450	-1
8	12	2018103483	ヴィオマージュ			05390	吉村智洋	a02be	飯田良弘	511	19
