waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2018104208	プリティインピンク	牝3	51.0	01173	山田	01171	小手川	412	-6
1	2	2015101404	デルマシャンパン	牝6	55.0	01122	三浦	01097	鹿戸	482	6
2	3	2018102464	クロノフルール	牝3	53.0	05386	戸崎圭	01118	高柳瑞	488	-2
2	4	2018105368	ベストシンガー	牝3	53.0	01077	石橋脩	01070	堀	444	8
3	5	2018100562	ノーブルハーバー	牝3	53.0	01170	横山武	01026	鈴木伸	458	-8
3	6	2018105877	マイステージ	牝3	50.0	01184	原	01031	伊藤伸	434	14
4	7	2017100941	ディープブルーム	牝4	55.0	01179	菅原明	01051	岩戸	482	0
4	8	2018104320	マリーアミノル	牝3	52.0	01167	木幡育	01153	中舘	418	6
5	9	2017103070	ラグローリア	牝4	52.0	01183	小林脩	01182	辻	476	18
5	10	2017105414	シーハーハー	牝4	55.0	01108	的場	01063	的場	488	14
6	11	2015105510	カクカクシカジーカ	牝6	55.0	01109	黛	01010	中野	428	-4
6	12	2018101444	ピラミデ	牝3	53.0	01092	津村	01108	矢野	480	-14
7	13	2018103007	ミヤコノアカリ	牝3	50.0	01188	永野	01059	加藤征	436	4
7	14	2017103723	コトブキレイア	牝4	55.0	00422	内田博	01132	金成	454	6
8	15	2016102772	サリーバランセ	牝5	55.0	01029	武士沢	01026	鈴木伸	492	-2
8	16	2017103827	ミューティー	牝4	55.0	01091	丹内	00392	古賀史	490	-2
