日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/07	晴	10	16	8	16	2.6	2	1	55.0	良	1:48.6	0.0	3-3-2-2	31.1-39.7	38.9	大井	202244030710	りゅうこつ座特別競走	movie.html?race_id=202244030710	05594	ダ	1700	504	-8	180.0
2022/02/10	雨	3	14	6	9	6.8	2	1	55.0	良	1:41.2	-1.1	2-1-1-1	37.5-39.0	39.0	大井	202244021003	C2六　七	movie.html?race_id=202244021003	05594	ダ	1600	512	0	100.0
2022/01/26	曇	6	14	1	1	16.7	7	3	55.0	良	1:43.5	1.0	2-2-1-1	37.2-39.8	40.8	大井	202244012606	C2八　九	movie.html?race_id=202244012606	05594	ダ	1600	512	-3	25.0
2021/08/18	晴	8	14	6	10	2.4	1	10	56.0	不	1:29.7	2.0	1-1-1	36.8-38.4	40.4	大井	202144081808	ちばりよー沖縄!わし	movie.html?race_id=202144081808	05524	ダ	1400	515	8	0.0
2021/07/14	曇	8	12	2	2	1.2	1	11	56.0	稍	1:29.5	1.2	3-5-5	37.5-38.4	39.1	大井	202144071408	C1五　六七	movie.html?race_id=202144071408	05352	ダ	1400	507	-2	0.0
2021/06/30	雨	8	14	5	7	3.1	1	1	56.0	重	1:26.7	-0.8	2-2-1	36.3-38.2	38.2	大井	202144063008	C1四　五六	movie.html?race_id=202144063008	05352	ダ	1400	509	9	120.0
2021/05/17	曇	8	14	5	8	7.4	4	1	55.0	良	1:27.1	-1.1	1-1-1	37.3-37.7	37.7	大井	202144051708	C1　C2	movie.html?race_id=202144051708	05352	ダ	1400	500	3	120.0
2021/05/01	曇	5	14	5	8	8.2	3	4	56.0	重	1:28.4	0.3	5-5-5	37.1-38.2	38.2	大井	202144050105	C2一　二三	movie.html?race_id=202144050105	05352	ダ	1400	497	2	15.0
2021/04/15	晴	8	13	4	4	14.8	6	3	56.0	重	1:27.9	0.3	2-1-1	36.6-38.7	39.0	大井	202144041508	C2三　四五	movie.html?race_id=202144041508	05352	ダ	1400	495	0	25.0
2021/03/25	雨	9	15	2	4	9.3	5	4	56.0	稍	1:14.6	0.7	2-2	35.8-38.1	38.7	大井	202144032509	C2四　五	movie.html?race_id=202144032509	05352	ダ	1200	495	1	15.0
2021/03/11	晴	7	16	4	7	37.2	8	4	56.0	稍	1:14.8	0.3	4-4	35.7-38.8	38.6	大井	202144031107	C2四　五	movie.html?race_id=202144031107	05352	ダ	1200	494	3	15.0
2021/02/17	晴	8	16	3	5	279.3	15	3	56.0	稍	1:14.8	0.1	3-3	36.5-38.2	38.0	大井	202144021708	C2六　七	movie.html?race_id=202144021708	05352	ダ	1200	491	6	25.0
2021/01/20	晴	7	16	8	16	97.2	13	14	56.0	良	1:17.1	2.9	7-7	35.4-38.8	40.8	大井	202144012007	C2七　八九	movie.html?race_id=202144012007	05352	ダ	1200	485	-4	0.0
2020/12/30	曇	5	14	7	11	45.2	7	14	56.0	良	1:16.2	1.5	5-4	36.4-38.3	39.4	大井	202044123005	C2二　三四	movie.html?race_id=202044123005	05352	ダ	1200	489	-5	0.0
2020/12/07	晴	10	11	7	9	96.8	10	9	55.0	良	1:02.4	1.7	9-9	35.8-37.3	38.1	大井	202044120710	オリオン座特別競走	movie.html?race_id=202044120710	05411	ダ	1000	494	-4	0.0
2020/11/19	晴	5	14	3	4	36.3	9	13	55.0	良	1:30.8	2.4	2-2-1	37.3-38.4	40.8	大井	202044111905	C2一　二三	movie.html?race_id=202044111905	05583	ダ	1400	498	21	0.0
2020/08/01	曇	8	12	2	2	17.8	8	11	56.0	稍	1:16.7	2.0	10-10	35.3-39.4	40.4	大井	202044080108	C2一　二三	movie.html?race_id=202044080108	05507	ダ	1200	477	-2	0.0
2020/06/23	曇	9	15	2	3	40.9	8	11	56.0	不	1:15.9	1.8	10-9	35.3-38.8	39.3	大井	202044062309	C1七　八	movie.html?race_id=202044062309	05507	ダ	1200	479	-11	0.0
2020/06/03	曇	8	11	8	11	8.1	5	5	56.0	良	1:14.3	0.4	5-6	36.0-37.9	37.9	大井	202044060308	C1七　八	movie.html?race_id=202044060308	05507	ダ	1200	490	-10	12.0
2020/05/20	曇	7	13	7	11	42.4	9	8	56.0	不	1:29.9	1.1	3-3-3	36.4-39.9	40.9	大井	202044052007	C1七　八九	movie.html?race_id=202044052007	05507	ダ	1400	500	7	0.0
2020/04/29	晴	10	14	1	1	7.1	4	7	56.0	稍	1:14.8	1.4	3-3	34.9-38.5	39.5	大井	202044042910	C1七　八	movie.html?race_id=202044042910	00817	ダ	1200	493	6	0.0
2020/04/08	晴	8	15	8	14	42.7	7	3	56.0	良	1:14.1	0.3	5-5	35.2-38.6	38.2	大井	202044040808	C1七　八	movie.html?race_id=202044040808	05507	ダ	1200	487	-1	30.0
2020/03/15	晴	10	14	8	13	7.6	4	6	56.0	不	1:45.5	0.7	4-4-4-4	37.4-41.9	42.1	大井	202044031510	ポイント10倍!大井	movie.html?race_id=202044031510	00817	ダ	1600	488	0	0.0
2020/02/25	曇	10	16	4	8	37.1	8	4	56.0	良	1:14.3	1.1	6-6	35.6-37.6	37.8	大井	202044022510	春林賞	movie.html?race_id=202044022510	00817	ダ	1200	488	0	18.0
2020/02/04	曇	8	14	1	1	29.0	7	5	56.0	良	1:45.0	1.6	4-4-5-6	36.9-40.8	41.8	大井	202044020408	C1八　九	movie.html?race_id=202044020408	00817	ダ	1600	488	3	12.0
2020/01/21	晴	8	16	1	1	21.8	6	9	56.0	重	1:16.3	1.5	7-5	35.3-39.5	40.3	大井	202044012108	C1七　八	movie.html?race_id=202044012108	00817	ダ	1200	485	-6	0.0
2019/12/31	晴	7	16	8	15	29.8	4	3	56.0	稍	1:15.3	0.6	3-3	35.0-39.7	40.1	大井	201944123107	C2一　二三	movie.html?race_id=201944123107	00817	ダ	1200	491	-7	25.0
2019/12/05	晴	7	14	8	14	12.3	5	3	56.0	重	1:15.8	0.1	6-6	36.9-38.8	38.6	大井	201944120507	C2三　四五	movie.html?race_id=201944120507	05399	ダ	1200	498	11	25.0
2019/11/15	晴	6	14	7	13	28.8	8	6	56.0	良	1:30.5	0.8	5-5-5	37.6-39.1	39.5	大井	201944111506	花と緑のおもてなし台	movie.html?race_id=201944111506	05399	ダ	1400	487	-2	0.0
2019/10/18	曇	6	14	6	9	32.5	7	10	56.0	重	1:31.0	1.4	2-2-2	37.5-39.6	41.0	大井	201944101806	C2一　二三	movie.html?race_id=201944101806	05399	ダ	1400	489	9	0.0
2019/10/03	曇	4	8	1	1	5.2	2	2	56.0	良	1:30.1	0.4	1-1-1	37.9-39.5	39.9	大井	201944100304	3歳　330万	movie.html?race_id=201944100304	05399	ダ	1400	480	-2	56.0
2019/09/20	晴	2	12	1	1	18.8	8	4	56.0	重	1:30.2	1.1	4-9-9	36.7-39.9	40.4	大井	201944092002	3歳　400万	movie.html?race_id=201944092002	05399	ダ	1400	482	-14	22.5
2019/08/27	曇	3	14	7	12	46.4	11	5	56.0	良	1:15.9	0.8	7-5	36.4-38.7	38.9	大井	201944082703	3歳　400万	movie.html?race_id=201944082703	05399	ダ	1200	496	-4	15.0
2019/08/14	晴	2	12	7	9	12.3	7	10	56.0	重	1:15.2	1.3	2-3	35.9-38.0	39.2	大井	201944081402	3歳　300万	movie.html?race_id=201944081402	05399	ダ	1200	500	8	0.0
2019/05/23	晴	1	12	8	12	27.8	8	4	56.0	重	1:44.5	0.9	6-6-10-9	36.9-41.5	41.8	大井	201944052301	3歳　345万	movie.html?race_id=201944052301	05399	ダ	1600	492	0	25.5
