waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016105164	ビッケ			a02e0	村上弘樹	05263	瀬戸口悟	457	-4
2	2	2017103417	トミケンプラセール			05557	加藤聡一	05263	瀬戸口悟	454	6
3	3	2015104500	ウォーターレラ			05196	宮下瞳	05281	塚田隆男	467	6
4	4	2017105752	キタノタカワシ			a01b4	加藤誓二	05230	迫田清美	464	-9
5	5	2016103938	トウカイマーレ			05370	大畑雅章	05281	塚田隆男	458	5
6	6	2013101901	マイネルパッセ			a03ff	浅野皓大	05274	今津勝之	472	5
7	7	2016105453	アナザードリーム			a0292	丸山真一	05668	坂口義幸	462	8
7	8	2017100875	セイヴァンキッシュ			00839	戸部尚実	a030a	安部幸夫	499	10
8	9	2014103907	メモリーフェーブル			a023e	友森翔太	05281	塚田隆男	452	3
8	10	2015105600	ビストオブバーデン			05543	山田祥雄	a03ea	宇都英樹	481	-2
