waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2019104555	マニカルニカ	牝3	54.0	01170	横山武	01097	鹿戸	490	-4
2	2	2019104936	ミヴィダロカ	牝3	51.0	01194	大久保	01075	矢作	488	2
3	3	2019102552	ジューンポンポン	牝3	54.0	01157	鮫島駿	01165	和田勇	466	4
3	4	2019104684	ベガスバケーション	牝3	54.0	01091	丹内	01108	矢野	436	4
4	5	2019102092	テイエムシチーボー	牝3	53.0	01181	秋山稔	01043	石栗	452	0
4	6	2019104657	ルールザウイングス	牝3	52.0	01186	角田和	01018	宮	486	10
5	7	2019101299	ディスコ	牝3	54.0	00666	武豊	01002	音無	472	0
5	8	2019106578	マックロイド	牝3	51.0	01177	小林凌	00423	上原博	468	6
6	9	2019105289	チムドンドン	牝3	51.0	01192	横山琉	01153	中舘	432	-8
6	10	2019105657	カナリコッタゲーム	牝3	51.0	01198	土田	00420	宗像	412	-16
7	11	2019105316	チアフルモーション	牝3	54.0	01095	吉田隼	01170	坂口	466	2
7	12	2019102354	リンクスアイ	牝3	54.0	01127	丸山	00417	土田	480	8
8	13	2019102559	クインズステラ	牝3	54.0	01140	横山和	01150	池上	460	2
8	14	2019101395	ウォークル	牝3	51.0	01202	鷲頭	01124	大和田	414	2
