	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠単:的中	枠単:配当	枠単:人気
200146041401	ダ	右	900	曇	稍重	11:00	3歳B		2001-4-14	1	金沢	4	(馬齢)																																								8,7,(1,4,5),6-(3,2,9)	8,7-(4,1)-5,3,2,(6,9)					
200146041402	ダ	右	1300	曇	稍重	11:30	3歳B		2001-4-14	1	金沢	4	(馬齢)																																						6,1,(8,2),9,(4,5,7)	6,(8,1,9),(2,7),5,4	6,(9,8,2),7,1,5-4	(6,9),(2,8)-(7,1),5-4					
200146041403	ダ	右	1400	曇	稍重	12:00	C3		2001-4-14	1	金沢	4	(馬齢)																																						1,8,(6,4),3,7,(2,5)	1,8,6,(3,4),7,5,2	(1,6),8-7,(3,2),(4,5)	6-1,7,8,(3,5),2=4					
200146041404	ダ	右	1400	曇	稍重	12:35	C3		2001-4-14	1	金沢	4	(馬齢)																																						5,6,(3,8),7,9,2,(1,4)	5,(6,3),8,7,(9,4,1,2)	(5,6)-(8,3),7,1,(2,9)-4	(6,5)-7,3,8,1,2,9,4					
200146041405	ダ	右	1400	曇	稍重	13:10	C3		2001-4-14	1	金沢	4	(馬齢)																																						6,(8,4,9),10,(7,5,1)-3,2	(6,8),(9,10),(5,4),(7,1)=2,3	(6,9),10,8,(4,5),7-1-2,3	(6,9),10,4,5,7,8=1,(3,2)					
200146041406	ダ	右	1400	曇	稍重	13:45	リゲル特別 		2001-4-14	1	金沢	4	(馬齢)																																						(1,2,9,10),6,(4,8,3),5,7	(1,2,9,10),6,8,4,3,5,7	(2,9,8),(10,1),(4,6),5-3,7	(2,8)-(5,6),1,9,4,3,(10,7)					
200146041407	ダ	右	1500	曇	稍重	14:20	B3		2001-4-14	1	金沢	4	(馬齢)																																						(7,8,10),6,(1,2,4,5),3,9	7,8,10,(1,2,6,5)-(4,3,9)	(7,8),10,(6,2,5,1),3,9,4	(7,8),10,(6,2),(3,5)-(1,9)-4					
200146041601	ダ	右	1300	晴	良	11:00	C2		2001-4-16	1	金沢	6	(馬齢)																																						(6,7),(9,5,4),(8,2,1),3	(6,7),(9,4),5,8,(2,1),3	6,7,9,4,(5,8),1,2,3	6,7,9-5,4,(1,8),2,3					
200146041602	ダ	右	1400	晴	良	11:30	3歳A		2001-4-16	1	金沢	6	(馬齢)																																						7,2,(6,4,1),5,3	7,6,2,4,(1,5),3	7642513	7,6,2,4,5,(1,3)					
200146041603	ダ	右	1400	晴	良	12:00	3歳A		2001-4-16	1	金沢	6	(馬齢)																																						(4,7,8),(2,9),(10,3,5),(6,1)	4,7,(8,2),(3,9),(10,5,1),6	4,(9,8,7),10,3,(2,1,5),6	49108137256					
