rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	6	11		ダイム	牝3	54.0		横山和生	2:02.9		3-3-2-1	36.8	3.7	2	440	-2		昆貢		五十川雅規	520.0
2	3	4		カンティプール	牝3	54.0		団野大成	2:03.1	1.0	5-5-5-5	36.8	3.1	1	478	-4		渡辺薫彦		社台レースホース	210.0
3	8	14		ゴルトシュミーデ	牝3	51.0		松本大輝	2:03.7	4.0	10-10-9-8	36.8	34.2	10	432	-8		村山明		吉田千津	130.0
4	5	9		ゲーテローズ	牝3	54.0		勝浦正樹	2:04.4	4.0	9-8-6-6	37.9	3.8	3	440	4		武英智		サンデーレーシング	78.0
5	6	10		ルージュアルル	牝3	54.0		津村明秀	2:04.5	3/4	12-11-10-9	37.4	10.8	4	446	0		国枝栄		東京ホースレーシング	52.0
6	7	13		ラエール	牝3	54.0		藤岡康太	2:04.6	クビ	2-2-1-2	38.7	26.3	9	414	0		平田修		青山洋一	
7	7	12		ヴァンデスト	牝3	54.0		丹内祐次	2:04.9	1.3/4	14-14-12-9	37.4	67.7	12	400	2		松山将樹		サラブレッドクラブ・ラフィアン	
8	8	15		ジェンヌ	牝3	54.0		古川吉洋	2:05.1	1.1/2	6-6-6-9	38.5	22.8	7	416	-4		安達昭夫		エムズレーシング	
9	2	2		シズオウ	牝3	51.0		原優介	2:05.4	1.3/4	3-3-2-2	39.4	209.9	14	438	-4		竹内正洋		由井健太郎	
10	3	5		エンチャント	牝3	54.0		富田暁	2:05.5	1/2	13-13-11-12	38.1	54.7	11	420	4		高橋義忠		中村祐子	
11	1	1		リアンスカイ	牝3	54.0		加藤祥太	2:05.8	1.1/2	6-7-6-7	39.3	26.2	8	434	-2		庄野靖志		迎徹	
12	4	6		シロン	牝3	54.0		西村淳也	2:06.0	1.1/4	1-1-2-2	40.0	13.6	5	512	-2		高柳大輔		山本律	
13	2	3		カルチェリノイオリ	牝3	54.0		丸山元気	2:07.0	6.0	15-14-12-13	39.5	20.7	6	440	4		粕谷昌央		海谷幸司	
14	5	8		レアリアルノーヴ	牝3	51.0		小林凌大	2:07.8	5.0	11-11-15-14	40.1	307.6	15	466	-10		伊藤伸一		西田順彦	
15	4	7		ラティツィア	牝3	51.0		角田大和	2:12.0	大	6-8-12-15	44.5	154.9	13	488	4		中竹和也		ノースヒルズ	
