waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016103517	ヤーラシカ			05601	金山昇馬	05741	池田忠好	477	15
2	2	2014105218	シーイズアレディ			05501	山下裕貴	a0367	山田徹	478	-2
3	3	2017101247	ハートダンク			a0273	村松翔太	05257	手島勝利	444	-3
4	4	2016105948	スーパーブラウン			05491	田中直人	05109	古賀光範	434	4
5	5	2016106451	リュウノブルース			05548	竹吉徹	a0278	北村欣也	492	6
6	6	2017101269	ナンゴクジュリアン			a042c	飛田愛斗	05109	古賀光範	478	-1
6	7	2016104246	ヴェルトラウン			a0291	川島拓	05456	土井道隆	434	6
7	8	2017100835	ラララ			05579	出水拓人	05684	三小田幸	419	1
7	9	2016103993	リュウジン			a0201	岩永千明	05098	山下定文	458	3
8	10	2016101672	エイシンフォーラン			05478	石川慎将	05661	石川浩文	503	0
8	11	2016106540	キングオブチェス			05587	小松丈二	a00fc	武藤敏明	473	-3
