waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2016105925	ナレディ			a0291	川島拓	05456	土井道隆	398	5
2	2	2017100413	サンライズスマイル			05147	長田進仁	a00f6	中野博	464	6
3	3	2015105127	オリオンローラ			a0036	吉本隆記	a00f6	中野博	452	-1
4	4	2017105965	デンタルウイッシュ			05501	山下裕貴	a01e2	頼本盛行	451	-2
5	5	2017100220	スターオブジュート			00409	鮫島克也	05059	大島静夫	451	-5
6	6	2017102042	タチ			a0273	村松翔太	05333	矢野久美	467	7
7	7	2016104353	キープザレスト			05601	金山昇馬	05661	石川浩文	441	-1
7	8	2016101972	アーティクル			a042c	飛田愛斗	05307	西久保政	458	2
8	9	2015105869	サクラベスト			05579	出水拓人	05456	土井道隆	499	-10
8	10	2017102592	アイリステソーロ			05456	田中純	05690	松島壽	421	5
