	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200705010101	ダ	左	1400	晴	良	10:00	3歳未勝利		2007-1-27	1	東京	1	3歳未勝利	(市)[指](馬齢)	16	540	3	16	210	3	11	650	7	9.0	280	4.0	6-8	3770.0	13.0	11-16	5180	18	11-16	1,530	15	9-16	830	6	9-11	2,000	21	16=>11	10310	29	9-11-16	13470	38			11(1,6,14)16,2,5(12,10)-(7,9,8,15)(3,4,13)	11(1,6,14)16-2(12,10)-(5,9)-3,7,8(4,15)-13	12.7 - 11.1 - 11.9 - 12.4 - 12.3 - 12.9 - 13.8	12.7 - 23.8 - 35.7 - 48.1 - 60.4 - 73.3 - 87.1 (35.7-39.0)			
200705010102	ダ	左	2100	晴	良	10:30	3歳未勝利		2007-1-27	1	東京	1	3歳未勝利	(混)[指](馬齢)	9	2810	6	9	560	5	8	490	4	12.0	950	9.0	4-5	5490.0	11.0	8-9	12780	28	8-9	2,870	27	9-12	4,790	36	8-12	5,100	39	9=>8	31260	53	8-9-12	81970	134	(*1,6,14)(12,16)-9(2,7,10,15)(3,8)-5(4,13)-11	14,6-(1,16)12-9,15(2,10)8(3,7)4-(5,13)-11	14,16(6,12)1,9(15,4)2(3,8)(10,7)(5,13,11)	14(16,4)12(3,9)(15,8)-7(6,1)5(2,11)10,13	7.2 - 11.4 - 12.1 - 12.2 - 12.5 - 13.4 - 13.3 - 13.3 - 13.2 - 12.3 - 14.4	7.2 - 18.6 - 30.7 - 42.9 - 55.4 - 68.8 - 82.1 - 95.4 - 108.6 - 120.9 - 135.3 (30.7-39.9)			
200705010103	ダ	左	1600	晴	良	11:05	3歳未勝利		2007-1-27	1	東京	1	3歳未勝利	牝[指](馬齢)	11	480	3	11	170	3	2	160	2	9.0	410	6.0	1-6	660.0	3.0	2-11	800	3	2-11	360	3	9-11	1,270	16	2-9	1,140	14	11=>2	1920	6	2-9-11	5140	15			12,16(2,7,14)(1,5,9,13)(3,6,4)(8,11)-10,15	12,16(2,14)13(1,9,4)-11(3,8,10) 15,6,5,7	12.7 - 11.1 - 11.9 - 13.2 - 13.5 - 13.3 - 12.9 - 13.2	12.7 - 23.8 - 35.7 - 48.9 - 62.4 - 75.7 - 88.6 - 101.8 (35.7-39.4)			
200705010104	障		3000	晴	良  ダート	11:40	障害4歳以上未勝利		2007-1-27	1	東京	1	障害4歳以上未勝利	(混)(定量)	1	210	1	1	130	1	3	680	8	13.0	440	6.0	1-3	550.0	2.0	1-3	2930	12	1-3	1,070	13	1-13	760	9	3-13	3,350	27	1=>3	4310	20	1-3-13	10840	31	14=8-(1,9)-4-3-11,7,6(13,10)12=5 2	14=8(1,9)4-3-(7,11)-(13,10,12)6=5 2	14=1,9(8,4)-3,11-12=13-6=10=5 7,2	14-1,4,9-3(8,11)=12=13-6=10=5 7,2					
200705010105	ダ	左	1400	晴	良	12:20	3歳新馬		2007-1-27	1	東京	1	3歳新馬	(混)[指](馬齢)	7	180	1	7	110	1	9	280	5	5.0	200	3.0	4-5	1050.0	4.0	7-9	890	4	7-9	510	5	5-7	360	2	5-9	2,380	31	7=>9	1370	5	5-7-9	4230	17			(6,*15)7(9,16)(1,13)(10,4)3(2,14)(5,8)-12,11	(*6,15)7,9,16(1,13)4-(2,3,14)(5,8)(12,10)=11	12.7 - 11.1 - 12.4 - 13.0 - 12.3 - 12.6 - 13.8	12.7 - 23.8 - 36.2 - 49.2 - 61.5 - 74.1 - 87.9 (36.2-38.7)			
200705010106	芝	左	1800	晴	良	12:50	3歳新馬		2007-1-27	1	東京	1	3歳新馬	(混)[指](馬齢)	14	640	3	14	190	3	12	150	2	7.0	370	6.0	6-7	770.0	3.0	12-14	1160	3	12-14	440	3	7-14	1,410	17	7-12	980	12	14=>12	2650	10	7-12-14	5310	16		3(2,16)5(4,11)12(7,8)(9,15)14,1(10,13)-6	3,2,16,4,5,7(11,12)(14,8,9)(10,15)(1,13)-6	3-2(4,5)(7,16,12)11(14,9)8(10,15)(1,13)-6	13.2 - 11.6 - 12.1 - 12.4 - 12.5 - 13.1 - 11.8 - 11.8 - 11.4	13.2 - 24.8 - 36.9 - 49.3 - 61.8 - 74.9 - 86.7 - 98.5 - 109.9 (36.9-35.0)			
200705010107	ダ	左	1600	晴	良	13:20	3歳500万下		2007-1-27	1	東京	1	3歳500万下	(混)(特指)(馬齢)	5	1360	6	5	230	6	4	120	1	2.0	140	2.0	4-5	1270.0	6.0	4-5	1380	6	4-5	430	5	2-5	550	9	2-4	240	1	5=>4	3810	17	2-4-5	1530	4			4,6,3(1,5)(7,10)(8,9)-2-11	4,6,3(1,5)(7,10)2(8,9)-11	12.7 - 11.3 - 12.2 - 12.8 - 13.0 - 12.4 - 12.1 - 12.7	12.7 - 24.0 - 36.2 - 49.0 - 62.0 - 74.4 - 86.5 - 99.2 (36.2-37.2)			
200705010108	ダ	左	1400	晴	良	13:55	4歳以上500万下		2007-1-27	1	東京	1	4歳以上500万下	[指](定量)	13	320	2	13	140	1	11	160	3	15.0	200	4.0	6-7	630.0	2.0	11-13	760	2	11-13	300	2	13-15	420	4	11-15	620	9	13=>11	1420	3	11-13-15	1590	3			12(13,14)(4,8)(1,7)10(2,15)(9,16)(5,3)11,6	(*12,13,14)8(4,7)(1,15)10(5,2,9)(3,11)(6,16)	12.9 - 11.2 - 12.5 - 12.5 - 12.0 - 12.4 - 12.9	12.9 - 24.1 - 36.6 - 49.1 - 61.1 - 73.5 - 86.4 (36.6-37.3)			
200705010109	芝	左	1400	晴	良	14:30	クロッカスステークス 		2007-1-27	1	東京	1	3歳オープン	(混)(特指)(別定)	5	520	3	5	150	3	1	130	2	6.0	130	1.0	1-5	1080.0	5.0	1-5	1080	4	1-5	350	4	5-6	320	3	1-6	260	1	5=>1	2280	12	1-5-6	900	1			5(1,4)6(2,7)9(3,10)8	5(1,4)6(2,3,7,9)(10,8)	12.9 - 11.4 - 11.6 - 11.9 - 11.2 - 11.2 - 11.9	12.9 - 24.3 - 35.9 - 47.8 - 59.0 - 70.2 - 82.1 (35.9-34.3)	5=>1=>6	7260.0	15.0
200705010110	芝	左	2400	晴	良	15:05	箱根特別 		2007-1-27	1	東京	1	4歳以上1000万下	(混)[指](定量)	6	320	2	6	150	2	7	180	3	5.0	320	6.0	5-5	1010.0	5.0	6-7	990	2	6-7	380	2	5-6	900	14	5-7	1,000	17	6=>7	1650	3	5-6-7	3630	12	11-2,6(1,7)4,5,12,3,8,9-10-13	11-6,2,7(1,4)5,12-3,8,9-10-13	11(2,6)4,7(1,5)12(3,8)-9,10,13	(*11,6)(2,7,4,5)(1,12,8)(3,9)10,13	12.7 - 11.2 - 12.1 - 12.7 - 12.8 - 12.8 - 13.0 - 12.7 - 12.5 - 11.6 - 11.3 - 11.9	12.7 - 23.9 - 36.0 - 48.7 - 61.5 - 74.3 - 87.3 - 100.0 - 112.5 - 124.1 - 135.4 - 147.3 (36.0-34.8)	6=>7=>5	16070.0	38.0
