	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200701010101	芝	右	1500	曇	稍重	10:40	2歳未勝利		2007-8-11	1	札幌	1	2歳未勝利	(混)[指](馬齢)	4	470	2	4	130	2	11	100	1	1.0	220	5.0	4-8	320.0	1.0	4-11	340	1	4-11	170	1	1-4	590	8	1-11	340	4	4=>11	1050	4	1-4-11	1290	3		4(1,2,8)-11,5,6(3,12)(9,10)7	4,8(1,11)(5,2,12)(6,9,10)-3,7	4,8(1,11)-(5,12)2(9,10)7,6,3	6.8 - 11.2 - 11.3 - 12.0 - 12.2 - 12.0 - 11.6 - 12.5	6.8 - 18.0 - 29.3 - 41.3 - 53.5 - 65.5 - 77.1 - 89.6 (29.3-36.1)			
200701010102	ダ	右	1000	曇	稍重	11:10	3歳未勝利		2007-8-11	1	札幌	1	3歳未勝利	[指](馬齢)	2	1190	4	2	350	5	8	230	4	9.0	140	2.0	2-6	4640.0	11.0	2-8	4830	14	2-8	950	13	2-9	610	6	8-9	390	5	2=>8	12240	32	2-8-9	3780	12			(*4,7)8(2,3,9)10(11,12)1(5,6)	(*4,7)8,2(3,10,9)(11,12)1,5,6	12.8 - 11.0 - 11.5 - 11.8 - 12.0	12.8 - 23.8 - 35.3 - 47.1 - 59.1 (35.3-35.3)			
200701010103	ダ	右	1700	曇	稍重	11:40	3歳未勝利		2007-8-11	1	札幌	1	3歳未勝利	牝[指](馬齢)	10	630	4	10	190	4	11	180	3	4.0	110	1.0	7-7	2370.0	8.0	10-11	2670	9	10-11	720	10	4-10	380	4	4-11	250	2	10=>11	3990	13	4-10-11	1440	5	4,10(2,5,11)1,9(6,13)8-12,7,3	4,10(2,5,11)(1,9,13)6,8-(12,7)-3	4,10,11(2,8)(5,13)-9(6,7)(1,12)-3	(*4,10)11-8(2,13)-7(9,5)6-12-1,3	6.9 - 11.1 - 12.3 - 12.9 - 12.8 - 12.5 - 12.1 - 11.8 - 12.4	6.9 - 18.0 - 30.3 - 43.2 - 56.0 - 68.5 - 80.6 - 92.4 - 104.8 (30.3-36.3)			
200701010104	芝	右	1200	曇	良	12:30	2歳新馬		2007-8-11	1	札幌	1	2歳新馬	(混)[指](馬齢)	9	410	1	9	180	3	6	150	1	3.0	170	2.0	5-6	1110.0	4.0	6-9	1360	1	6-9	520	4	3-9	510	3	3-6	690	8	9=>6	2810	3	3-6-9	2350	1			(*12,13)(3,9)(4,11)(1,6)-2,10,5=7-8	12,13(3,9)6(1,4,11,10)(2,5)=7=8	12.3 - 11.1 - 11.7 - 12.1 - 11.9 - 12.1	12.3 - 23.4 - 35.1 - 47.2 - 59.1 - 71.2 (35.1-36.1)			
200701010105	ダ	右	1700	晴	稍重	13:05	3歳未勝利		2007-8-11	1	札幌	1	3歳未勝利	[指](馬齢)	7	300	1	7	120	1	12	120	2	10.0	190	4.0	6-8	260.0	1.0	7-12	400	1	7-12	170	1	7-10	420	5	10-12	420	6	7=>12	930	2	7-10-12	1200	4	(4,*11)12,7-2,6,10(1,3,9)-(5,8)	11-4,12-7-2,6,10-3(1,9)8,5	4(11,12)7(2,6)10(3,8,9,5)1	(*12,7)4,10-2,6(8,9)5-(11,3,1)	6.8 - 10.9 - 11.7 - 12.7 - 13.4 - 12.8 - 12.4 - 11.9 - 12.7	6.8 - 17.7 - 29.4 - 42.1 - 55.5 - 68.3 - 80.7 - 92.6 - 105.3 (29.4-37.0)			
200701010106	芝	右	2000	晴	良	13:40	3歳未勝利		2007-8-11	1	札幌	1	3歳未勝利	(混)[指](馬齢)	13	1280	5	13	230	4	5	220	2	2.0	110	1.0	3-7	2560.0	10.0	5-13	3870	12	5-13	1,220	12	2-13	410	2	2-5	430	4	13=>5	11980	33	2-5-13	3260	8	16,13,10,15(3,5)11,2,14,12,1(4,7)(8,9)-6	16-13,10,15(3,5)(2,11)14(1,12)4-(8,7)9,6	(*13,5)(16,15)(3,11)10(12,14)(2,1)4(8,9)(6,7)	(*13,5)=11,14(3,1,4)(12,2)15,9(10,8,7)6,16	12.3 - 10.8 - 12.0 - 12.3 - 12.6 - 12.9 - 12.0 - 11.8 - 12.0 - 12.9	12.3 - 23.1 - 35.1 - 47.4 - 60.0 - 72.9 - 84.9 - 96.7 - 108.7 - 121.6 (35.1-36.7)			
200701010107	ダ	右	1000	晴	稍重	14:15	3歳以上500万下		2007-8-11	1	札幌	1	3歳以上500万下	[指](定量)	7	1490	5	7	330	5	5	150	2	3.0	250	4.0	5-6	2190.0	8.0	5-7	2550	9	5-7	740	9	3-7	1,130	14	3-5	530	6	7=>5	6760	24	3-5-7	5450	15			(5,*7)9(3,6,11)12,8,2-(4,10) 1	5(7,9)3,11-(6,12)8(2,4,10) 1	12.4 - 10.8 - 11.4 - 11.9 - 12.4	12.4 - 23.2 - 34.6 - 46.5 - 58.9 (34.6-35.7)			
200701010108	ダ	右	1700	晴	稍重	14:50	3歳以上500万下		2007-8-11	1	札幌	1	3歳以上500万下	(混)[指](定量)	8	380	2	8	150	2	7	100	1	12.0	320	6.0	5-6	270.0	1.0	7-8	290	1	7-8	170	1	8-12	1,270	14	7-12	470	5	8=>7	860	3	7-8-12	1780	5	5,8(6,7)(12,13)(1,9)-(4,2)-10,3,11	5,8(6,7)(12,13)(1,9)(4,2)10(3,11)	(*5,8)(7,12)6,9(1,2,13)(3,11)(4,10)	(*8,7)12(5,6)1,2,9,3(4,11,13)10	6.7 - 10.9 - 12.2 - 12.9 - 13.0 - 13.2 - 12.3 - 12.0 - 12.1	6.7 - 17.6 - 29.8 - 42.7 - 55.7 - 68.9 - 81.2 - 93.2 - 105.3 (29.8-36.4)			
200701010109	芝	右	1200	晴	良	15:25	札幌日刊スポーツ杯 		2007-8-11	1	札幌	1	3歳以上1600万下	(混)(特指)(定量)	12	430	2	12	180	3	8	490	7	7.0	330	4.0	5-7	2480.0	10.0	8-12	6330	26	8-12	1,830	23	7-12	1,180	7	7-8	2,570	34	12=>8	10750	46	7-8-12	20440	74			(*1,8)10(2,4,14)9(6,12)(11,13)-7,15,3,5	(*1,8)10(2,14)(9,12)6,11(4,7,13)3,5,15	12.1 - 10.7 - 11.1 - 11.2 - 11.6 - 11.8	12.1 - 22.8 - 33.9 - 45.1 - 56.7 - 68.5 (33.9-34.6)	12=>8=>7	112470.0	370.0
200701010110	芝	右	2600	晴	良	16:05	支笏湖特別 		2007-8-11	1	札幌	1	3歳以上1000万下	(混)[指](ハンデ)	9	1450	7	9	370	7	8	300	5	1.0	500	8.0	8-8	3270.0	15.0	8-9	3690	18	8-9	1,360	20	1-9	2,130	31	1-8	1,840	26	9=>8	7300	38	1-8-9	16430	61	6,9=7=1-3,5-8,2,4	6,9=7=1-(3,5)-8(2,4)	6-9=7-1(3,5)8(2,4)	6-9=7-1-(3,5)8-4,2	13.4 - 11.7 - 11.3 - 12.2 - 11.7 - 12.2 - 12.9 - 12.3 - 12.2 - 12.3 - 12.5 - 13.0 - 13.6	13.4 - 25.1 - 36.4 - 48.6 - 60.3 - 72.5 - 85.4 - 97.7 - 109.9 - 122.2 - 134.7 - 147.7 - 161.3 (36.4-39.1)	9=>8=>1	101780.0	378.0
