	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200702010101	ダ	右	1700	晴	良	09:55	3歳未勝利		2007-6-16	1	函館	1	3歳未勝利	[指](馬齢)	4	1280	3	4	220	3	7	100	1	10.0	370	4.0	4-5	160.0	1.0	4-7	720	2	4-7	360	2	4-10	1,420	15	7-10	510	4	4=>7	2700	7	4-7-10	2730	8	7(9,13)-10,3,8(2,4,12)(1,11)5,6	7,9,13,10-8,3,12(2,4)(1,11)-5-6	7(9,13)(10,8)4,12(3,1,11)5(2,6)	7(10,9,13)8,4-(3,11)12,1(5,6)2	7.0 - 11.1 - 11.8 - 12.9 - 13.5 - 13.4 - 13.5 - 13.1 - 13.2	7.0 - 18.1 - 29.9 - 42.8 - 56.3 - 69.7 - 83.2 - 96.3 - 109.5 (29.9-39.8)			
200702010102	ダ	右	1000	晴	良	10:25	3歳未勝利		2007-6-16	1	函館	1	3歳未勝利	[指](馬齢)	6	1900	5	6	270	5	10	100	1	9.0	120	2.0	5-7	970.0	6.0	6-10	1330	5	6-10	420	6	6-9	800	12	9-10	150	1	6=>10	3540	12	6-9-10	1240	4			6,10,12-5,4(1,11,9)-2,8,3-7	6(10,12)-5,4(1,9)2-(11,3)8,7	12.4 - 11.0 - 12.3 - 11.7 - 12.6	12.4 - 23.4 - 35.7 - 47.4 - 60.0 (35.7-36.6)			
200702010103	ダ	右	1700	晴	良	10:50	3歳未勝利		2007-6-16	1	函館	1	3歳未勝利	[指](馬齢)	12	2750	9	12	590	9	2	190	2	6.0	240	3.0	2-8	2070.0	10.0	2-12	5120	24	2-12	1,240	17	6-12	2,740	33	2-6	690	6	12=>2	11720	45	2-6-12	12250	43	12-6(2,9)(3,13)(4,11)10,8-(5,7)-1	12(6,9)2(3,13)4(11,8)10-(5,7)-1	12(6,9)2(11,8)(4,3,13,5,7)10-1	12,6(2,9)8-(4,5)(11,7)(3,13,10)-1	6.9 - 11.0 - 12.1 - 13.1 - 13.7 - 13.4 - 12.9 - 12.0 - 12.6	6.9 - 17.9 - 30.0 - 43.1 - 56.8 - 70.2 - 83.1 - 95.1 - 107.7 (30.0-37.5)			
200702010104	芝	右	2000	晴	良	11:20	3歳未勝利		2007-6-16	1	函館	1	3歳未勝利	(混)[指](馬齢)	15	230	1	15	140	1	11	200	3	14.0	820	11.0	6-8	410.0	1.0	11-15	780	2	11-15	390	2	14-15	1,920	21	11-14	4,880	47	15=>11	1130	2	11-14-15	10190	32	14,16,15(7,11)(5,6,12)13(4,1)-(2,8)-(3,10)-9	14-16(15,11)7(6,12)(5,1,13)4,8,2-3,10-9	(14,16,11,*9)8(15,12)(13,10)(7,6,1)(5,4)(3,2)	(*14,16,11)15,10,12(8,9)(7,4,13,6)1,5,3-2	12.2 - 10.8 - 11.3 - 12.7 - 14.2 - 13.8 - 13.2 - 11.9 - 11.3 - 12.0	12.2 - 23.0 - 34.3 - 47.0 - 61.2 - 75.0 - 88.2 - 100.1 - 111.4 - 123.4 (34.3-35.2)			
200702010105	芝	右	1000	晴	良	11:50	2歳新馬		2007-6-16	1	函館	1	2歳新馬	[指](馬齢)	7	320	2	7	140	2	5	160	4	6.0	110	1.0	5-7	1370.0	5.0	5-7	1250	5	5-7	390	5	6-7	190	1	5-6	290	3	7=>5	2250	9	5-6-7	670	2			5(7,9)(1,6)-10(2,4)3,8	5,7(6,9)-1,10,4,2,3,8	12.3 - 11.1 - 11.4 - 11.2 - 12.1	12.3 - 23.4 - 34.8 - 46.0 - 58.1 (34.8-34.7)			
200702010106	芝	右	1200	晴	良	12:40	3歳未勝利		2007-6-16	1	函館	1	3歳未勝利	牝[指](馬齢)	7	3320	10	7	640	10	11	160	2	4.0	150	1.0	4-6	5380.0	17.0	7-11	8840	33	7-11	2,640	33	4-7	1,440	18	4-11	430	1	7=>11	20770	75	4-7-11	8040	25			(*4,8)14(1,10,15)(7,11,13)(3,5,16)2,12,9-6	(*4,8)(1,14)7,10,11(15,13)(5,16)(3,2)-12(9,6)	12.2 - 10.7 - 11.4 - 11.9 - 11.7 - 12.3	12.2 - 22.9 - 34.3 - 46.2 - 57.9 - 70.2 (34.3-35.9)			
200702010107	ダ	右	1000	晴	良	13:10	3歳以上500万下		2007-6-16	1	函館	1	3歳以上500万下	[指](定量)	2	3670	8	2	570	8	6	140	1	3.0	270	5.0	2-5	4000.0	15.0	2-6	4100	16	2-6	1,390	19	2-3	3,520	35	3-6	510	4	2=>6	11090	41	2-3-6	10330	37			(*1,2)(3,5)(4,10,11)6,8-(9,7,12)	(*1,2)3(6,5)(4,10,11)(9,8)(7,12)	12.3 - 10.7 - 11.9 - 12.2 - 12.9	12.3 - 23.0 - 34.9 - 47.1 - 60.0 (34.9-37.0)			
200702010108	ダ	右	1700	晴	良	13:45	3歳以上500万下		2007-6-16	1	函館	1	3歳以上500万下	牝[指](定量)	2	210	1	2	120	1	6	240	4	13.0	420	7.0	2-5	640.0	3.0	2-6	740	3	2-6	380	3	2-13	660	6	6-13	1,870	20	2=>6	1100	2	2-6-13	4230	12	(*2,12)(1,6)(7,13)(5,9)-(4,3)10-(8,11)	2,12,1(6,7,13)(5,9)-(4,3,10)(8,11)	2(12,13)(1,10)6,9(5,7)(4,3)11,8	(*2,13)(12,1)6-10(5,4,9)-8-3,11-7	6.8 - 11.1 - 12.0 - 13.1 - 13.2 - 13.1 - 12.6 - 12.2 - 13.1	6.8 - 17.9 - 29.9 - 43.0 - 56.2 - 69.3 - 81.9 - 94.1 - 107.2 (29.9-37.9)			
200702010109	芝	右	1200	晴	良	14:20	3歳以上500万下		2007-6-16	1	函館	1	3歳以上500万下	[指](定量)	9	330	1	9	150	1	3	490	6	16.0	260	5.0	2-5	2660.0	9.0	3-9	3000	10	3-9	1,000	11	9-16	650	6	3-16	2,190	24	9=>3	4660	19	3-9-16	7830	20			(6,*14)(9,11,15)(3,16)-8(1,10)13(2,4,12)5,7	14(6,11)9(16,15)3,8(1,13)(2,4,10,12)(5,7)	12.4 - 10.5 - 11.1 - 11.9 - 11.8 - 11.9	12.4 - 22.9 - 34.0 - 45.9 - 57.7 - 69.6 (34.0-35.6)	9=>3=>16	35720.0	94.0
200702010110	芝	右	2000	晴	良	14:55	湯川特別 		2007-6-16	1	函館	1	3歳以上500万下	(特指)(定量)	3	280	1	3	120	1	12	150	2	13.0	210	4.0	3-7	320.0	1.0	3-12	520	1	3-12	220	1	3-13	440	3	12-13	600	7	3=>12	930	1	3-12-13	1340	2	(*7,14)4-(2,5)-(3,13)-(6,10)(8,12)11(1,9)	(*7,14)5(4,2,13)(3,10)(6,12)8,11(1,9)	(7,*14,5)-(2,13)(4,12)(3,10,9)11,8,1,6	(*14,5)(13,12)2(10,11,9)(7,3)1(4,8)6	12.6 - 10.7 - 11.6 - 13.0 - 12.9 - 12.7 - 12.4 - 12.2 - 11.8 - 12.2	12.6 - 23.3 - 34.9 - 47.9 - 60.8 - 73.5 - 85.9 - 98.1 - 109.9 - 122.1 (34.9-36.2)	3=>12=>13	3960.0	1.0
200702010111	芝	右	1200	晴	良	15:30	TVh杯 		2007-6-16	1	函館	1	3歳以上1000万下	(混)(特指)(定量)	10	180	1	10	120	1	2	280	5	11.0	380	7.0	2-7	1300.0	6.0	2-10	1180	4	2-10	490	3	10-11	650	7	2-11	2,180	25	10=>2	1810	6	2-10-11	5630	19			7,6(4,8)10,11,5,12(1,2)(3,9)	(*7,6)(8,10)(4,11)(5,2,12)(1,3,9)	12.0 - 10.2 - 11.1 - 11.9 - 11.6 - 12.3	12.0 - 22.2 - 33.3 - 45.2 - 56.8 - 69.1 (33.3-35.8)	10=>2=>11	20300.0	55.0
200702010201	ダ	右	1700	晴	良	09:55	3歳未勝利		2007-6-17	1	函館	2	3歳未勝利	牝[指](馬齢)	4	4190	11	4	820	11	11	160	1	8.0	540	7.0	4-8	6740.0	17.0	4-11	6930	28	4-11	1,600	19	4-8	12,080	63	8-11	840	8	4=>11	20370	64	4-8-11	34360	102	12-6(2,7)8(1,3,9)5,4,11,10	12,2,7(6,1,8,9)3(5,4)11-10	(*12,2,7)-(1,8,9)11(3,5)4-10=6	(*12,2,7)8,1-(11,9)(3,5,4)=10=6	6.9 - 11.0 - 12.0 - 13.5 - 13.7 - 13.4 - 13.3 - 12.5 - 13.5	6.9 - 17.9 - 29.9 - 43.4 - 57.1 - 70.5 - 83.8 - 96.3 - 109.8 (29.9-39.3)			
200702010202	ダ	右	1000	晴	良	10:20	3歳未勝利		2007-6-17	1	函館	2	3歳未勝利	[指](馬齢)	7	890	4	7	190	4	8	100	1	5.0	130	2.0	6-7	560.0	3.0	7-8	580	3	7-8	220	3	5-7	570	8	5-8	150	1	7=>8	2020	7	5-7-8	760	2			5,7,8,4(2,9,11)3-(6,10)-1	(*5,7)8-(2,4)-(9,11)3,10,6,1	12.5 - 10.9 - 12.0 - 11.8 - 12.9	12.5 - 23.4 - 35.4 - 47.2 - 60.1 (35.4-36.7)			
200702010203	ダ	右	1700	晴	良	10:50	3歳未勝利		2007-6-17	1	函館	2	3歳未勝利	(混)[指](馬齢)	12	400	2	12	170	2	13	200	3	3.0	230	4.0	8-8	1450.0	6.0	12-13	1170	4	12-13	460	5	3-12	470	6	3-13	640	7	12=>13	2410	8	3-12-13	2760	8	(3,*12)(4,13)9(5,10,11)-7-(2,1,6,8)	12(3,13)-(4,9)5,11-7(10,8)(2,1,6)	12(3,13)-(4,5)9(7,11)(1,8)-(2,10)6	12(3,13)=(5,11)(4,7,1)8,9(2,10)-6	6.9 - 11.0 - 11.5 - 12.7 - 13.1 - 13.4 - 13.2 - 12.4 - 13.4	6.9 - 17.9 - 29.4 - 42.1 - 55.2 - 68.6 - 81.8 - 94.2 - 107.6 (29.4-39.0)			
200702010204	芝	右	1800	晴	良	11:20	3歳未勝利		2007-6-17	1	函館	2	3歳未勝利	[指](馬齢)	3	2660	10	3	1,060	12	9	1,020	11	10.0	290	3.0	2-5	2740.0	16.0	3-9	41030	78	3-9	8,730	75	3-10	4,220	48	9-10	3,900	44	3=>9	72450	150	3-9-10	116200	245	13,16(3,14)(10,15)1(6,8,12)(4,9)-2-11,5-7	13,16-(3,14)(10,15,12)(1,6,8)9,4,2-11,5-7	13,16,12(3,14,9)(15,8)(1,6,10)(4,2)-5,11-7	13(3,16,12,9)(14,10)(1,6,15,8)4-2(11,5)-7	12.2 - 11.0 - 12.5 - 12.9 - 12.8 - 12.5 - 12.1 - 11.7 - 12.3	12.2 - 23.2 - 35.7 - 48.6 - 61.4 - 73.9 - 86.0 - 97.7 - 110.0 (35.7-36.1)			
200702010205	芝	右	1200	晴	良	11:50	2歳新馬		2007-6-17	1	函館	2	2歳新馬	(混)[指](馬齢)	4	360	2	4	130	2	7	170	3	3.0	410	7.0				4-7	730	3	4-7	280	3	3-4	800	10	3-7	1,280	15	4=>7	1360	5	3-4-7	3530	12			4,7(3,8)(2,6)1,5	(*4,7)8,3(1,2,6)5	12.6 - 11.2 - 11.9 - 11.8 - 11.4 - 12.0	12.6 - 23.8 - 35.7 - 47.5 - 58.9 - 70.9 (35.7-35.2)			
200702010206	芝	右	1200	晴	良	12:40	3歳未勝利		2007-6-17	1	函館	2	3歳未勝利	(混)[指](馬齢)	15	2780	9	15	680	8	6	240	2	5.0	250	3.0	3-8	1240.0	4.0	6-15	8400	29	6-15	2,860	35	5-15	2,710	31	5-6	740	5	15=>6	24140	82	5-6-15	16980	59			16,6(2,8,15)4(9,13)(1,3,14)(7,11)5,10-12	16(6,8,15)(2,4,13)(1,3,9,5)14(7,11)10-12	12.0 - 10.6 - 11.4 - 11.9 - 11.4 - 12.5	12.0 - 22.6 - 34.0 - 45.9 - 57.3 - 69.8 (34.0-35.8)			
200702010207	ダ	右	1700	晴	良	13:10	3歳以上500万下		2007-6-17	1	函館	2	3歳以上500万下	[指](定量)	12	200	1	12	140	1	10	670	9	11.0	1,210	11.0	7-8	2680.0	12.0	10-12	3730	14	10-12	1,040	10	11-12	2,700	28	10-11	11,310	59	12=>10	5390	22	10-11-12	45290	105	11,10(1,3,12)(5,9)13,2,8-(7,6)4	(*11,10)(1,3,12)(5,9)(2,13)-8-(7,6)-4	(*11,10)12(1,3,9)(5,13)2(8,4)(7,6)	(*11,10)12(1,9)3,5,2(8,13,6)(7,4)	6.9 - 11.6 - 12.1 - 12.9 - 13.3 - 12.9 - 12.8 - 12.5 - 12.6	6.9 - 18.5 - 30.6 - 43.5 - 56.8 - 69.7 - 82.5 - 95.0 - 107.6 (30.6-37.9)			
