	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	三連単:的中	三連単:配当	三連単:人気
200704010101	ダ	左	1200	曇	良	09:50	3歳未勝利		2007-4-28	1	新潟	1	3歳未勝利	牝(馬齢)	5	410	2	5	130	2	15	110	1	8.0	200	4.0	3-8	390.0	1.0	5-15	470	2	5-15	210	2	5-8	590	5	8-15	360	4	5=>15	1130	4	5-8-15	1240	3			5,15(8,10,14)(1,9)4,13,12(3,7)11-(6,2)	5,15-(8,10)14,1,9(4,13)(3,7)-2,12(6,11)	12.0 - 10.7 - 11.6 - 12.4 - 12.3 - 14.0	12.0 - 22.7 - 34.3 - 46.7 - 59.0 - 73.0 (34.3-38.7)			
200704010102	ダ	左	1800	曇	良	10:20	3歳未勝利		2007-4-28	1	新潟	1	3歳未勝利	(馬齢)	11	530	4	11	150	1	6	180	4	4.0	230	6.0	4-7	690.0	3.0	6-11	1200	4	6-11	510	6	4-11	840	15	4-6	690	10	11=>6	2310	7	4-6-11	3330	16	(*11,9,14)(3,5)(7,13,12)(6,8,10)4=2 1	(*11,9,14)(3,5,13)(4,7,8,12)(6,10)-2 1	11,10(3,9,14)13(5,8)(4,6)-7-(2,12) 1	(*11,10)(3,14,13)-(9,8,6)(4,5)7-2,12 1	12.3 - 12.1 - 13.4 - 14.3 - 13.2 - 12.2 - 13.1 - 12.5 - 13.7	12.3 - 24.4 - 37.8 - 52.1 - 65.3 - 77.5 - 90.6 - 103.1 - 116.8 (37.8-39.3)			
200704010103	ダ	左	1200	曇	良	10:50	3歳未勝利		2007-4-28	1	新潟	1	3歳未勝利	(馬齢)	1	200	1	1	100	1	2	130	2	4.0	140	3.0	1-2	280.0	1.0	1-2	330	1	1-2	160	1	1-4	210	2	2-4	420	6	1=>2	570	1	1-2-4	660	1			(*1,3)2(4,8)-(6,7,12)(11,10)5-9	(*1,3)(2,4,8)-(6,7,12)(11,10)-5-9	12.3 - 10.8 - 11.8 - 12.5 - 12.1 - 13.0	12.3 - 23.1 - 34.9 - 47.4 - 59.5 - 72.5 (34.9-37.6)			
200704010104	芝	左	2200	曇	良	11:20	3歳未勝利		2007-4-28	1	新潟	1	3歳未勝利	(混)(馬齢)	5	550	3	5	160	2	11	180	4	1.0	180	5.0	4-7	710.0	3.0	5-11	1570	7	5-11	460	5	1-5	480	6	1-11	490	7	5=>11	2950	12	1-5-11	2450	8	5(10,11)(4,3)(2,6,12)(1,9)-(8,13)7	5(10,11)3,4(6,12)(2,9)1-(8,13)7	5(11,3)(10,4,12)-(6,9)(2,1)-(8,13)-7	5(11,3)(10,4,12)-(6,9)(2,1)-(8,13)-7	12.4 - 11.4 - 12.4 - 12.8 - 13.4 - 12.8 - 12.5 - 12.0 - 11.4 - 11.7 - 12.2	12.4 - 23.8 - 36.2 - 49.0 - 62.4 - 75.2 - 87.7 - 99.7 - 111.1 - 122.8 - 135.0 (36.2-35.3)			
200704010105	芝	左	1800	曇	良	11:50	3歳未勝利		2007-4-28	1	新潟	1	3歳未勝利	(馬齢)	2	220	1	2	100	1	10	280	5	7.0	240	4.0	1-5	1040.0	6.0	2-10	1250	4	2-10	620	5	2-7	330	2	7-10	1,460	17	2=>10	2080	6	2-7-10	2660	6			(5,13,*12)(10,11,16)7,6(1,2,8)15(9,3)-4-14	(*5,13,12)(7,10,11,16)6(2,8)1(3,15)9-4-14	12.8 - 11.8 - 12.4 - 12.5 - 12.3 - 12.3 - 11.8 - 10.9 - 12.4	12.8 - 24.6 - 37.0 - 49.5 - 61.8 - 74.1 - 85.9 - 96.8 - 109.2 (37.0-35.1)			
200704010106	芝	左	1400	曇	良	12:40	3歳未勝利		2007-4-28	1	新潟	1	3歳未勝利	(馬齢)	4	3810	10	4	710	10	11	190	3	8.0	150	2.0	2-6	6310.0	16.0	4-11	9630	28	4-11	2,560	27	4-8	1,560	19	8-11	380	3	4=>11	24320	63	4-8-11	9580	30			4(7,8,15)(11,9)(1,13)6,2(3,12)(5,10,16)14	4,8(7,11,15)(9,13)(1,6)(3,12)2(5,10,16)14	12.2 - 11.1 - 11.2 - 11.7 - 11.8 - 11.8 - 12.5	12.2 - 23.3 - 34.5 - 46.2 - 58.0 - 69.8 - 82.3 (34.5-36.1)			
200704010107	ダ	左	1200	曇	良	13:10	4歳以上500万下		2007-4-28	1	新潟	1	4歳以上500万下	牝(定量)	9	620	4	9	230	4	3	160	2	5.0	180	3.0	2-5	960.0	3.0	3-9	930	2	3-9	490	5	5-9	620	7	3-5	440	4	9=>3	2070	6	3-5-9	2050	6			(*3,8)(7,9,12)(11,15)14,4(6,13)-1,2(5,10)	3(8,9,12)7(11,15)14,4,13,6(1,2)(5,10)	12.2 - 10.7 - 11.2 - 12.3 - 12.5 - 13.7	12.2 - 22.9 - 34.1 - 46.4 - 58.9 - 72.6 (34.1-38.5)			
200704010108	芝	左	1200	曇	良	13:45	4歳以上500万下		2007-4-28	1	新潟	1	4歳以上500万下	(定量)	7	560	4	7	230	3	14	470	6	8.0	860	11.0	4-7	720.0	2.0	7-14	3250	13	7-14	1,010	8	7-8	1,960	22	8-14	4,340	52	7=>14	5390	18	7-8-14	19780	71			10(11,15)(6,16)(7,8,9)12(1,5,3)13-14,4-2	(*10,15)11(6,7,8,16)(9,12)(1,5)(3,13)-14,4-2	11.9 - 10.2 - 11.0 - 11.2 - 12.1 - 12.7	11.9 - 22.1 - 33.1 - 44.3 - 56.4 - 69.1 (33.1-36.0)			
200704010109	ダ	左	1800	曇	良	14:20	4歳以上500万下		2007-4-28	1	新潟	1	4歳以上500万下	(定量)	5	3670	7	5	740	8	7	180	2	8.0	230	3.0	4-5	3740.0	11.0	5-7	8810	21	5-7	1,730	18	5-8	2,450	24	7-8	570	4	5=>7	21310	45	5-7-8	15590	48	6,5(4,12)7(2,3)(8,11)-13-10,9,1	6(4,5)(7,12)2,3(8,11)13(9,10)1	6,5(4,7)(2,3)(8,12,13)11,9(10,1)	(*6,5)7,4(2,3)(8,13)(12,11)(9,10,1)	12.5 - 11.8 - 13.2 - 13.5 - 12.7 - 12.6 - 12.5 - 12.3 - 13.3	12.5 - 24.3 - 37.5 - 51.0 - 63.7 - 76.3 - 88.8 - 101.1 - 114.4 (37.5-38.1)	5=>7=>8	163500.0	344.0
200704010110	芝	左	2200	曇	良	14:55	胎内川特別 		2007-4-28	1	新潟	1	4歳以上500万下	(混)(定量)	11	470	2	11	170	2	1	140	1	7.0	470	9.0	1-8	490.0	1.0	1-11	770	1	1-11	360	1	7-11	1,690	26	1-7	1,290	22	11=>1	2060	4	1-7-11	6560	26	1,3-(4,5)8(7,11)6-10,2,9,12	1,3(4,5)(8,11)7(6,10)-2-9,12	(*1,3)5,4(8,11)(7,10)12,6(2,9)	(*1,3)5(4,11)(8,10)(7,12)-(6,9)2	12.3 - 11.1 - 12.4 - 12.9 - 13.1 - 12.8 - 12.3 - 12.4 - 11.6 - 11.6 - 11.9	12.3 - 23.4 - 35.8 - 48.7 - 61.8 - 74.6 - 86.9 - 99.3 - 110.9 - 122.5 - 134.4 (35.8-35.1)	11=>1=>7	35980.0	137.0
