日付	天気	R	頭数	枠番	馬番	オッズ	人気	着順	斤量	馬場	タイム	着差	通過	ペース	上り	place	race_id	race_name	movie	jockey	field	distance	weight	gain	bounty
2022/03/13	曇	8	12	7	9	22.7	9	12	57.0	良	1:56.0	1.7	11-9-11-10	38.0-39.3	39.5	阪神	202209011008	4歳以上1勝クラス	202209011008	01180	ダ	1800	458	2	0.0
2022/01/23	小雨	8	12	5	5	65.5	11	7	56.0	良	2:02.2	1.4	6-5-7-7	31.1-37.4	38.3	中京	202207010808	4歳以上1勝クラス	202207010808	01018	ダ	1900	456	0	0.0
2022/01/09	晴	7	14	7	12	22.4	4	13	56.0	良	1:56.1	3.0	7-7-5-4	36.7-38.9	41.4	中京	202207010307	4歳以上1勝クラス	202207010307	01180	ダ	1800	456	2	0.0
2021/12/18	晴	8	11	7	8	7.9	5	6	56.0	重	1:53.2	0.8	3-3-3-2	37.3-37.7	38.0	阪神	202109060508	3歳以上1勝クラス	202109060508	01180	ダ	1800	454	-6	0.0
2021/05/29	晴	6	16	4	7	30.9	9	8	56.0	稍	1:52.6	0.9	14-14-15-12	36.9-38.2	37.4	中京	202107030706	3歳1勝クラス	202107030706	01180	ダ	1800	460	0	0.0
2021/05/09	晴	3	13	7	11	1.8	1	1	56.0	稍	1:55.4	-0.2	11-11-2-2	37.5-40.8	40.7	中京	202107030203	3歳未勝利	202107030203	01180	ダ	1800	460	2	510.0
2021/04/24	晴	2	14	7	12	1.9	1	2	56.0	良	1:54.5	0.3	3-4-2-2	37.7-38.1	38.1	新潟	202104010502	3歳未勝利	202104010502	01180	ダ	1800	458	-2	200.0
2021/04/10	晴	2	15	5	8	1.8	1	2	56.0	良	1:55.2	0.1	6-7-6-5	38.9-38.0	37.4	阪神	202109020502	3歳未勝利	202109020502	01180	ダ	1800	460	-12	200.0
2021/01/05	曇	1	11	7	8	1.7	1	2	56.0	良	1:55.7	0.2	2-2-2-2	38.3-38.8	38.8	中京	202107010101	3歳未勝利	202107010101	00666	ダ	1800	472	6	200.0
2020/12/20	晴	3	16	5	10	2.0	1	2	55.0	良	1:56.6	0.2	14-12-3-2	38.8-38.2	38.2	阪神	202009060603	2歳未勝利	202009060603	00666	ダ	1800	466	0	200.0
2020/12/06	晴	2	12	3	3	2.7	2	2	54.0	良	1:56.2	0.2	3-3-5-4	38.9-37.5	37.3	阪神	202009060202	2歳未勝利	202009060202	01180	ダ	1800	466	0	200.0
2020/11/14	晴	2	14	3	3	2.7	1	2	54.0	良	1:54.9	0.4	10-10-9-4	37.6-39.1	38.8	阪神	202009050302	2歳未勝利	202009050302	01180	ダ	1800	466	-8	200.0
2020/10/25	晴	3	10	8	9	2.0	1	2	54.0	稍	1:53.3	0.4	7-7-5-3	35.6-38.4	38.1	京都	202008040603	2歳未勝利	202008040603	01180	ダ	1800	474	2	200.0
2020/10/10	雨	1	13	6	9	9.5	6	2	54.0	不	1:52.5	0.2	7-7-7-5	36.2-38.5	38.0	京都	202008040101	2歳未勝利	202008040101	01180	ダ	1800	472	2	200.0
2020/09/19	晴	4	10	7	7	57.6	8	4	53.0	良	1:59.3	1.9	7-9-9-9	40.0-36.9	37.8	中京	202007020304	2歳新馬	202007020304	01180	ダ	1800	470	0	110.0
