rank	waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	time	diff	rank_at_corner	max_speed	odds	ninki	weight	gain	trainer_id	trainer_name	owner_id	owner_name	bounty
1	5	9		シゲルチキュウ	牡2	55.0		田辺裕信	1:23.5		1-1	33.9	3.4	1	470	0		伊藤圭三		森中蕃	700.0
2	7	15		ソーユーフォリア	牝2	53.0		武藤雅	1:23.6	1/2	3-3	33.8	7.1	4	450	0		高柳瑞樹		浜本洋輔	280.0
3	1	1		デトロイトテソーロ	牝2	54.0		大野拓弥	1:23.6	アタマ	3-3	33.7	4.1	2	468	0		高木登		了徳寺健二ホールディングス	180.0
4	7	13		オレオレサララ	牝2	54.0		岩部純二	1:24.7	7.0	2-2	35.0	112.4	15	504	0		和田勇介		ミルファーム	110.0
5	8	18		ルージュルパン	牝2	54.0		石橋脩	1:24.7	クビ	17-15	33.9	25.2	8	446	0		小笠倫弘		島川隆哉	70.0
6	6	11		シゲルセイウン	牝2	54.0		木幡初也	1:24.7	ハナ	15-15	33.9	68.4	10	416	0		石毛善彦		森中蕃	
7	1	2		エルサフィーロ	牡2	55.0		北村宏司	1:24.9	1.0	5-5	34.9	6.0	3	442	0		栗田徹		キャロットファーム	
8	8	16		リベリアスハート	牡2	55.0		内田博幸	1:24.9	クビ	5-5	34.9	8.9	5	448	0		上原博之		ノルマンディーサラブレッドレーシング	
9	5	10		トゥゲザーアゲイン	牡2	55.0		松岡正海	1:25.1	1.1/4	5-5	35.1	91.5	12	438	0		伊藤伸一		グリーンスウォード	
10	2	4		ジオパークアポロ	牡2	55.0		田中勝春	1:25.2	3/4	13-12	34.7	93.5	13	436	0		田中剛		小関勝紀	
11	7	14		ネイチャーカレン	牡2	54.0		野中悠太	1:25.2	アタマ	12-12	34.7	50.8	9	452	0		根本康広		井上修一	
12	4	8		リチェルカータ	牝2	51.0		藤田菜七	1:25.2	クビ	15-15	34.4	24.8	7	434	0		高橋文雅		ターフ・スポート	
13	4	7		アテンミラクル	牡2	54.0		菊沢一樹	1:25.5	1.1/2	9-8	35.2	227.6	18	442	0		高橋祥泰		玉置潔	
14	3	5		キッズシタイヒャー	牡2	55.0		武士沢友	1:25.5	ハナ	17-18	34.4	204.7	16	450	0		武市康男		瀬谷隆雄	
15	6	12		フィエールボス	牡2	55.0		丸山元気	1:25.5	ハナ	9-8	35.2	88.4	11	478	0		中野栄治		友水達也	
16	2	3		ガナドルメモリア	牝2	54.0		岩田康誠	1:25.5	アタマ	13-12	35.0	95.6	14	450	0		杉浦宏昭		西村憲人	
17	8	17		オモカゲ	牝2	52.0		木幡育也	1:25.7	1.1/4	8-8	35.5	214.9	17	448	0		本間忍		パニオロ	
18	3	6		ユラヒメ	牝2	54.0		木幡巧也	1:25.8	1/2	9-8	35.6	18.9	6	436	0		新開幸一		会田浩史	
