waku	umaban	horse_id	horse_name	barei	impost	jockey_id	jockey_name	trainer_id	trainer_name	weight	gain
1	1	2017102134	ヘヴンプレミア			a02e0	村上弘樹	a03eb	榎屋充	419	-6
2	2	2014105263	グランフィーユ			a03ff	浅野皓大	00823	錦見勇夫	407	-2
3	3	2015103477	ペイシャモカ			05557	加藤聡一	05287	井手上慎	488	0
4	4	2017104678	オプティマス			05370	大畑雅章	05486	今津博之	443	-7
5	5	2010103226	ニホンピロマイティ			05602	細川智史	05588	井上正	469	-1
6	6	2016103709	アンフィニフォルス			a02bb	木之前葵	a03eb	榎屋充	456	-3
6	7	2015105633	アウトザブルー			a023e	友森翔太	05287	井手上慎	456	1
7	8	2017104723	スターオブザサウス			00839	戸部尚実	05588	井上正	496	0
7	9	2017100623	ワイドダビデ			05164	藤原良一	05177	藤ヶ崎一	476	-4
8	10	2017105869	シンゼンビクトリー			05489	今井貴大	05368	櫻井今朝	455	-5
8	11	2017100655	プリンセスララア			05171	岡部誠	05287	井手上慎	409	1
