	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	枠単:的中	枠単:配当	枠単:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201544011901	ダ	右	1200	晴	重	11:00	3歳　20万		2015-1-19	16	大井	1	17万円未満		8	340	2	8.0	100	2.0	2.0	100	1.0	3.0	210	4.0	2-5	130.0	1.0	2-8	140	1	2-8	110	1	3-8	480	6	2-3	300	3	5=>2	540.0	2.0	8=>2	740	2	2-3-8	570	2	8=>2=>3	3020	7			2811312741451361091	2,8,11-3,12,7,4,5,14,13,6,10,9-1	12.6 - 11.0 - 11.8 - 12.9 - 12.0 - 13.0	12.6 - 23.6 - 35.4 - 48.3 - 60.3 - 73.3 (35.4-37.9)
201544011902	ダ	右	1400	晴	重	11:30	3歳　20万		2015-1-19	16	大井	1	17万円未満		10	220	1	10.0	140	1.0	8.0	180	3.0	2.0	500	8.0	7-8	370.0	2.0	8-10	610	2	8-10	250	1	2-10	890	12	2-8	1,670	21	8=>7	670.0	2.0	10=>8	1090	1	2-8-10	4520	14	10=>8=>2	12890	36		4,6,8,9,1,(3,10),11,5,2,7	4,6,8,(1,9),10,7,(2,3,11),5	4,6,8,(1,9),10,7,2,3,11,5	13.3 - 12.0 - 12.7 - 13.1 - 13.6 - 13.1 - 13.8	13.3 - 25.3 - 38.0 - 51.1 - 64.7 - 77.8 - 91.6 (38.0-40.5)
201544011903	ダ	右	1200	晴	重	12:00	3歳　25万		2015-1-19	16	大井	1	24.5万円未満		9	140	1	9.0	100	1.0	3.0	190	4.0	6.0	180	3.0	3-7	1110.0	4.0	3-9	1180	4	3-9	420	2	6-9	490	4	3-6	1,610	19	7=>3	2030.0	6.0	9=>3	1300	3	3-6-9	3370	10	9=>3=>6	6990	18			6,3,7,8,1,2,10,4,9,11-5	6371289101145	13.2 - 12.0 - 12.2 - 13.2 - 12.7 - 13.3	13.2 - 25.2 - 37.4 - 50.6 - 63.3 - 76.6 (37.4-39.2)
201544011904	ダ	右	1400	晴	重	12:30	3歳　25万		2015-1-19	16	大井	1	24.5万円未満		4	440	2	4.0	150	2.0	10.0	130	1.0	9.0	170	4.0	4-8	490.0	1.0	4-10	480	1	4-10	230	1	4-9	290	3	9-10	290	2	4=>8	830.0	2.0	4=>10	1250	3	4-9-10	980	1	4=>10=>9	3980	4		2,5,10,4,(9,11),3,8,7,6,1	2510491173681	2510491173681	13.3 - 12.5 - 12.9 - 13.1 - 13.6 - 13.0 - 13.0	13.3 - 25.8 - 38.7 - 51.8 - 65.4 - 78.4 - 91.4 (38.7-39.6)
201544011905	ダ	右	1200	晴	重	13:00	C3　4歳		2015-1-19	16	大井	1			10	330	1	10.0	150	3.0	13.0	130	1.0	2.0	140	2.0	6-8	470.0	2.0	10-13	780	3	10-13	390	3	2-10	310	1	2-13	310	2	6=>8	1020.0	4.0	10=>13	1790	7	2-10-13	810	1	10=>13=>2	5320	8			3,11,14,2,10,(6,13),5,4,8,12,7,9=1	3,11,14,2,10,6,13,4,5,12,8,9,7=1	12.9 - 11.4 - 12.1 - 12.9 - 12.1 - 12.9	12.9 - 24.3 - 36.4 - 49.3 - 61.4 - 74.3 (36.4-37.9)
201544011906	ダ	右	1200	晴	重	13:30	C314　15		2015-1-19	16	大井	1			1	1940	6	1.0	420	6.0	13.0	140	1.0	11.0	700	10.0	1-7	1780.0	8.0	1-13	1870	7	1-13	610	5	1-11	3,690	37	11-13	1,510	18	1=>7	4010.0	18.0	1=>13	6720	20	1-11-13	17610	53	1=>13=>11	188070	438			110112151347531281496	1,10,11,2,(13,15),4,7,5,3,8,12,14,9,6	12.8 - 11.6 - 12.4 - 13.3 - 12.4 - 13.2	12.8 - 24.4 - 36.8 - 50.1 - 62.5 - 75.7 (36.8-38.9)
201544011907	ダ	右	1600	晴	重	14:00	C314　15		2015-1-19	16	大井	1			11	370	1	11.0	190	3.0	13.0	730	9.0	7.0	200	4.0	7-8	2070.0	8.0	11-13	6350	21	11-13	1,600	20	7-11	440	3	7-13	2,110	25	7=>8	2330.0	9.0	11=>13	11030	40	7-11-13	8590	32	11=>13=>7	49100	176	1310111789126324.0	1310111798126342	13,10,11,7,4,9,12,(8,6),1,3,2	13,(10,11),7,9,8,4,6,12,1,3,2	13.0 - 13.0 - 13.7 - 13.3 - 12.5 - 12.9 - 13.5 - 13.4	13.0 - 26.0 - 39.7 - 53.0 - 65.5 - 78.4 - 91.9 - 105.3 (39.7-39.8)
201544011908	ダ	右	1200	晴	稍重	14:30	C2四　五		2015-1-19	16	大井	1			13	460	2	13.0	160	1.0	8.0	170	2.0	15.0	620	9.0	5-7	960.0	4.0	8-13	1020	3	8-13	470	3	13-15	1,790	24	8-15	2,820	37	7=>5	2240.0	9.0	13=>8	2030	4	8-13-15	9710	36	13=>8=>15	35550	89			(14,13),2,15,3,1,(10,12),8,6,11,7,9,5,4	13,14,15,(2,3),12,1,10,(8,6),9,11,7,5,4	12.4 - 11.1 - 11.6 - 12.5 - 12.4 - 13.4	12.4 - 23.5 - 35.1 - 47.6 - 60.0 - 73.4 (35.1-38.3)
201544011909	ダ	右	1600	晴	稍重	15:00	C2四　五		2015-1-19	16	大井	1			6	210	1	6.0	130	1.0	4.0	260	5.0	2.0	170	2.0	2-3	1280.0	5.0	4-6	1770	4	4-6	610	5	2-6	310	1	2-4	990	12	3=>2	1440.0	4.0	6=>4	1910	5	2-4-6	2350	3	6=>4=>2	11180	13	1.621531411158126e+22	16,2,15,14,3,11,5,1,8,12,6,10,4,13,(7,9)	16,2,(15,14),11,3,1,(5,12),6,8,4,10,7,9,13	(16,2),14,15,11,3,1,6,(5,12),4,8,7,(9,10),13	12.8 - 11.7 - 12.2 - 12.6 - 13.0 - 13.4 - 13.4 - 13.7	12.8 - 24.5 - 36.7 - 49.3 - 62.3 - 75.7 - 89.1 - 102.8 (36.7-40.5)
201544011910	ダ	右	1200	晴	稍重	15:30	初午特別競走 		2015-1-19	16	大井	1			11	2080	9	11.0	500	9.0	14.0	450	7.0	15.0	420	6.0	6-7	2260.0	10.0	11-14	9580	34	11-14	2,180	31	11-15	2,460	36	14-15	2,360	35	6=>7	3210.0	16.0	11=>14	16080	57	11-14-15	36080	93	11=>14=>15	209320	563			6,12,16,(2,7),15,9,1,11,14,(13,10),8,(5,4)	6,(12,16),2,15,7,(1,9,14),11,10,8,13,5,4	12.4 - 11.1 - 11.9 - 12.9 - 12.4 - 13.3	12.4 - 23.5 - 35.4 - 48.3 - 60.7 - 74.0 (35.4-38.6)
201544011911	ダ	右	1600	晴	稍重	16:05	ウエルカム2015賞 		2015-1-19	16	大井	1			8	2560	8	8.0	380	7.0	2.0	130	1.0	7.0	200	3.0	1-4	540.0	3.0	2-8	2050	6	2-8	670	6	7-8	2,010	28	2-7	320	2	4=>1	1830.0	7.0	8=>2	8490	29	2-7-8	5230	17	8=>2=>7	64080	210	1.547161812213311e+22	15471618212113131491065	15,4,7,1,(8,16),2,(9,11),14,3,10,13,12,5,6	15,4,7,1,(2,8),16,9,11,3,14,10,5,13,6,12	12.6 - 11.5 - 12.3 - 12.2 - 12.5 - 13.6 - 14.0 - 13.4	12.6 - 24.1 - 36.4 - 48.6 - 61.1 - 74.7 - 88.7 - 102.1 (36.4-41.0)
201544011912	ダ	右	1800	晴	稍重	16:40	白富士賞競走 		2015-1-19	16	大井	1			10	3530	8	10.0	1,000	8.0	9.0	380	7.0	7.0	370	6.0	8-8	29650.0	29.0	9-10	28060	30	9-10	5,040	31	7-10	4,410	29	7-9	2,590	24	8=>8	19910.0	35.0	10=>9	53570	56	7-9-10	88170	83	10=>9=>7	614490	449	23104169587.0	23101469587	2,10,(3,8),4,(1,6),9,7,5	10,2,8,4,6,9,(1,3),7,5	12.7 - 12.3 - 12.9 - 12.8 - 12.5 - 12.7 - 13.1 - 12.5 - 13.3	12.7 - 25.0 - 37.9 - 50.7 - 63.2 - 75.9 - 89.0 - 101.5 - 114.8 (37.9-38.9)
201544012001	ダ	右	1200	晴	良	11:00	3歳　50万		2015-1-20	16	大井	2	24.5万円以上48.5万円未満		5	200	1	5.0	100	1.0	12.0	130	2.0	2.0	440	7.0	4-8	250.0	1.0	5-12	220	1	5-12	150	1	2-5	880	13	2-12	1,010	14	4=>8	340.0	1.0	5=>12	350	1	2-5-12	2160	6	5=>12=>2	4230	11			10,11,12,5,8,2,9,7,6,4,13,(1,3)	10,(11,12),5,8,2,6,9,7,(4,13),3,1	12.6 - 11.3 - 12.0 - 13.2 - 12.3 - 12.9	12.6 - 23.9 - 35.9 - 49.1 - 61.4 - 74.3 (35.9-38.4)
201544012002	ダ	右	1500	晴	良	11:30	3歳　50万		2015-1-20	16	大井	2	24.5万円以上48.5万円未満		5	600	4	5.0	200	4.0	3.0	190	3.0	12.0	260	5.0	3-5	1030.0	6.0	3-5	960	5	3-5	370	3	5-12	1,130	11	3-12	1,220	13	5=>3	2200.0	11.0	5=>3	2310	9	3-5-12	5060	16	5=>3=>12	24550	73	389452111061217.0	389452101161127	3,(8,9),5,4,10,1,2,12,6,11,7	389541012126117	7.1 - 12.0 - 13.4 - 12.7 - 12.6 - 13.5 - 13.8 - 13.7	7.1 - 19.1 - 32.5 - 45.2 - 57.8 - 71.3 - 85.1 - 98.8 (32.5-41.0)
201544012003	ダ	右	1200	晴	良	12:00	C312　13		2015-1-20	16	大井	2			2	200	1	2.0	130	1.0	1.0	280	5.0	4.0	400	8.0	1-1	1640.0	7.0	1-2	1180	3	1-2	550	2	2-4	630	6	1-4	2,190	24	1=>1	1470.0	5.0	2=>1	2310	6	1-2-4	3830	9	2=>1=>4	15210	25			4,13,11,(2,15),10,5,6,1,14,12,7,16,9,3,8	4,13,2,(10,11),(5,15),1,6,14,7,12,16,3,9,8	12.6 - 11.6 - 11.8 - 12.9 - 12.5 - 13.5	12.6 - 24.2 - 36.0 - 48.9 - 61.4 - 74.9 (36.0-38.9)
201544012004	ダ	右	1600	晴	良	12:30	C312　13		2015-1-20	16	大井	2			4	140	1	4.0	100	1.0	5.0	230	5.0	7.0	150	2.0	2-3	460.0	2.0	4-5	760	3	4-5	360	3	4-7	250	1	5-7	760	8	2=>3	560.0	2.0	4=>5	1160	4	4-5-7	1570	2	4=>5=>7	4530	5	6.952814107141131e+22	69528417101411312131516	6,5,4,2,9,(1,8),7,11,15,10,12,(3,14),13,16	4,5,6,2,8,(1,9,7),11,15,(3,10),12,14,13,16	12.8 - 12.6 - 13.0 - 12.6 - 12.4 - 13.3 - 13.4 - 13.7	12.8 - 25.4 - 38.4 - 51.0 - 63.4 - 76.7 - 90.1 - 103.8 (38.4-40.4)
201544012005	ダ	右	1200	晴	良	13:00	C3十　11		2015-1-20	16	大井	2			3	230	1	3.0	110	1.0	13.0	150	2.0	12.0	190	4.0	3-8	430.0	1.0	3-13	550	2	3-13	280	1	3-12	450	4	12-13	680	9	3=>8	530.0	1.0	3=>13	970	2	3-12-13	1730	6	3=>13=>12	5290	7			3,11,12,(4,13),7,5,6,9,(1,2),10,8	3,11,12,(4,13,7),6,(5,9),(1,2),10,8	12.4 - 11.3 - 12.0 - 13.0 - 12.3 - 13.7	12.4 - 23.7 - 35.7 - 48.7 - 61.0 - 74.7 (35.7-39.0)
201544012006	ダ	右	1600	晴	良	13:30	C3十　11		2015-1-20	16	大井	2			6	300	1	6.0	140	1.0	7.0	420	6.0	12.0	170	3.0	3-4	1980.0	8.0	6-7	2100	8	6-7	790	7	6-12	460	4	7-12	1,100	11	3=>4	3010.0	13.0	6=>7	2560	9	6-7-12	4250	10	6=>7=>12	16040	36	6,16,9,10,12,2,1,4,15,(3,7),14,5,11,8,13	6,16,10,9,12,1,(2,4),7,15,3,14,5-11,8,13	61610127391541521481311	6,7,10,12,3,16,5,1,9,(15,4),14,2,8-11,13	12.7 - 11.7 - 12.5 - 12.3 - 12.6 - 13.8 - 13.9 - 14.2	12.7 - 24.4 - 36.9 - 49.2 - 61.8 - 75.6 - 89.5 - 103.7 (36.9-41.9)
201544012007	ダ	右	1200	晴	良	14:00	C2六　七八		2015-1-20	16	大井	2			8	970	4	8.0	240	4.0	6.0	1,650	16.0	10.0	120	1.0	3-4	8660.0	22.0	6-8	38990	63	6-8	5,840	48	8-10	360	3	6-10	3,990	36	4=>3	26110.0	50.0	8=>6	49430	93	6-8-10	25660	75	8=>6=>10	222360	548			1,13,10,(2,8,14,16),3,15,5,4,7,9,11,6,12	(1,10,13),(2,14,16),8,3,5,4,15,7,(9,11),6,12	12.5 - 11.2 - 11.7 - 12.9 - 12.4 - 13.6	12.5 - 23.7 - 35.4 - 48.3 - 60.7 - 74.3 (35.4-38.9)
201544012008	ダ	右	1400	晴	良	14:30	C2六　七八		2015-1-20	16	大井	2			1	140	1	1.0	110	1.0	7.0	170	2.0	12.0	290	5.0	1-4	350.0	1.0	1-7	490	1	1-7	220	1	1-12	620	8	7-12	1,030	11	1=>4	490.0	1.0	1=>7	540	1	1-7-12	1890	4	1=>7=>12	4500	7		11,(4,5,12),10,16,1,13,8,15,3,(6,14),9,2,7	4,11,12,10,16,1,5,15,(8,13),14,6,3,7,2,9	4,11,12,(1,10),8,16,13,5,6,14,15,3,7,2,9	13.0 - 11.5 - 12.1 - 12.9 - 13.5 - 12.6 - 12.6	13.0 - 24.5 - 36.6 - 49.5 - 63.0 - 75.6 - 88.2 (36.6-38.7)
