	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201555010201	ダ	右	1300	曇	稍重	11:15	C2ー31組		2015-1-2	19	佐賀	1	(馬齢)		6	150	1	6	100	1	3	290	6	8.0	160.0	4.0	3-6	1640	7	3-6	910	10	6-8	360	4	3-8	1,750	16	6=>3	3210	12	3-6-8	3280	13	6=>3=>8	25900	71.0	38567412.0	38564712.0	38654712.0	38654217.0					
201555010202	ダ	右	1300	曇	稍重	11:45	C2ー28組		2015-1-2	19	佐賀	1	(馬齢)		4	110	1	4	100	1	6	110	2	5.0	120.0	3.0	4-6	160	1	4-6	100	1	4-5	140	2	5-6	180	3	4=>6	220	1	4-5-6	170	1	4=>6=>5	330	1.0	56483712.0	56483712.0	45687132.0	46587132.0					
201555010203	ダ	右	1300	曇	稍重	12:15	C2ー25組		2015-1-2	19	佐賀	1	(馬齢)		5	120	1	5	110	1	7	250	3				5-7	350	2	5-7	240	2	2-5	330	5	2-7	1,260	18	5=>7	360	2	2-5-7	1310	5	5=>7=>2	1620	5.0	5713264.0	5713246.0	5713246.0	5721346.0					
201555010204	ダ	右	1300	曇	稍重	12:45	C2ー22組		2015-1-2	19	佐賀	1	(馬齢)		6	470	2	6	120	2	2	180	3	3.0	190.0	4.0	2-6	750	3	2-6	240	2	3-6	260	3	2-3	430	6	6=>2	1520	6	2-3-6	1020	3	6=>2=>3	4200	12.0	36285471.0	36284571.0	36284751.0	36287451.0					
201555010205	ダ	右	1400	曇	稍重	13:15	C2ー19組		2015-1-2	19	佐賀	1	(馬齢)		8	240	1	8	100	1	7	130	4	2.0	100.0	2.0	7-8	340	1	7-8	210	3	2-8	150	1	2-7	190	2	8=>7	390	1	2-7-8	350	1	8=>7=>2	910	1.0	87125643.0	87152643.0	87152463.0	87152463.0					
201555010206	ダ	右	1400	曇	稍重	13:45	C2ー17組		2015-1-2	19	佐賀	1	(馬齢)		8	240	2	8	110	2	5	140	3	2.0	100.0	1.0	5-8	1760	6	5-8	330	6	2-8	130	1	2-5	240	3	8=>5	3300	10	2-5-8	590	3	8=>5=>2	4800	18.0	58261734.0	58267134.0	58267134.0	52861734.0					
201555010207	ダ	右	1400	曇	稍重	14:15	3歳ー3組		2015-1-2	19	佐賀	1	(馬齢)		2	690	4	2	760	5	5	780	6				2-5	3880	15	2-5	1,510	15	2-3	680	11	3-5	950	14	2=>5	8760	29	2-3-5	7010	20	2=>5=>3	45770	125.0	3571426.0	3571426.0	3571426.0	3517246.0					
201555010208	ダ	右	1400	曇	稍重	14:45	チャレンジシリーズ第		2015-1-2	19	佐賀	1	(馬齢)		6	230	2	6	110	2	5	100	1				5-6	280	1	5-6	140	2	1-6	350	6	1-5	310	5	6=>5	540	2	1-5-6	500	2	6=>5=>1	1660	8.0	162534.0	162534.0	165234.0	165234.0					
201555010209	ダ	右	1400	曇	稍重	15:15	福寿草賞		2015-1-2	19	佐賀	1	(馬齢)		1	750	2	1	100	2	4	100	1	2.0	140.0	3.0	1-4	220	1	1-4	120	1	1-2	410	6	2-4	310	3	1=>4	740	3	1-2-4	690	2	1=>4=>2	4080	13.0	259164837.0	259146387.0	259148367.0	215437986.0			1-4	260.0	2.0
201555010301	ダ	右	1300	晴	良	11:15	C2ー21組		2015-1-3	19	佐賀	2	(馬齢)		2	120	1	2	100	1	1	230	4				1-2	540	3	1-2	170	3	2-4	150	2	1-4	260	5	2=>1	450	3	1-2-4	660	3	2=>1=>4	1460	6.0	261435.0	216435.0	261435.0	216453.0					
201555010302	ダ	右	1300	晴	良	11:45	C2ー30組		2015-1-3	19	佐賀	2	(馬齢)		6	340	2	6	100	1	2	100	2	7.0	140.0	4.0	2-6	210	1	2-6	120	1	6-7	330	6	2-7	240	3	6=>2	500	3	2-6-7	320	1	6=>2=>7	890	2.0	26174385.0	26174385.0	26714385.0	62714385.0					
201555010303	ダ	右	1300	晴	良	12:15	C2ー27組		2015-1-3	19	佐賀	2	(馬齢)		1	130	1	1	100	1	2	110	3	4.0	100.0	2.0	1-2	650	2	1-2	140	2	1-4	100	1	2-4	160	3	1=>2	590	2	1-2-4	210	1	1=>2=>4	960	3.0	16238457.0	16238547.0	16253847.0	12645387.0					
201555010304	ダ	右	1300	晴	良	12:45	C2ー24組		2015-1-3	19	佐賀	2	(馬齢)		5	460	3	5	280	4	8	630	6	2.0	140.0	2.0	5-8	2690	8	5-8	1,120	9	2-5	240	3	2-8	640	7	5=>8	3970	14	2-5-8	1730	5	5=>8=>2	18190	49.0	18345672.0	18345672.0	18346572.0	18365724.0					
201555010305	ダ	右	1400	晴	良	13:15	3歳ー4組		2015-1-3	19	佐賀	2	(馬齢)		1	150	1	1	110	1	4	620	6				1-4	930	4	1-4	370	8	1-2	150	1	2-4	320	7	1=>4	1640	5	1-2-4	620	3	1=>4=>2	2870	13.0	521346.0	521436.0	521436.0	524136.0					
