	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker	枠連:的中	枠連:配当	枠連:人気
201530042201	ダ	右	1000	晴	重	14:40	3歳以上C4ー5		2015-4-22	1	門別	1	(馬齢)		3.0	370.0	2.0	3.0	110.0	1.0	7.0	120	2.0	1.0	220.0	5.0	3-7	310.0	1.0	3-7	180	1.0	1-3	440	6.0	1-7	550	8.0	3=>7	730.0	3.0	1-3-7	980.0	4.0	3=>7=>1	5210.0	16.0			3,4,(1,6,7),2,8,5	3,4,1,7,(2,6),5,8					
201530042202	ダ	右	1000	晴	重	15:10	3歳以上C4ー4		2015-4-22	1	門別	1	(馬齢)		3.0	780.0	4.0	3.0	210.0	3.0	6.0	270	5.0	1.0	190.0	2.0	3-6	3910.0	16.0	3-6	3,240	25.0	1-3	380	3.0	1-6	830	11.0	3=>6	18510.0	41.0	1-3-6	8610.0	29.0	3=>6=>1	38700.0	127.0			42158367	4,(2,1),5,8,3,6,7					
201530042203	ダ	右	1200	晴	重	15:40	3歳以上C4ー4		2015-4-22	1	門別	1	(馬齢)		7.0	470.0	4.0	7.0	220.0	4.0	4.0	380	6.0	2.0	140.0	1.0	4-7	2200.0	11.0	4-7	690	10.0	2-7	310	2.0	2-4	1,140	13.0	7=>4	3810.0	20.0	2-4-7	4010.0	15.0	7=>4=>2	23070.0	92.0			7,8,(4,5,11),(1,2,6,12),10,(3,9)	7,8,4,(1,5),(2,11),6,(10,12),(3,9)			4-6	2560.0	12.0
201530042204	ダ	右	1200	晴	重	16:10	JRA認定スーパーフ		2015-4-22	1	門別	1	(馬齢)		2.0	460.0	2.0	2.0	150.0	3.0	5.0	120	1.0	7.0	420.0	7.0	2-5	440.0	2.0	2-5	300	2.0	2-7	1,530	18.0	5-7	650	10.0	2=>5	1470.0	7.0	2-5-7	2670.0	10.0	2=>5=>7	8920.0	27.0			(2,8),(1,7,5),3,4,6-9	(2,8,5),7,(1,3),4,6-9			2-5	400.0	2.0
201530042205	ダ	右	1600	晴	重	16:40	むろらん3大グルメ特 		2015-4-22	1	門別	1	(馬齢)		1.0	800.0	6.0	1.0	220.0	2.0	9.0	370	8.0	6.0	350.0	7.0	1-9	2970.0	12.0	1-9	1,230	14.0	1-6	1,070	10.0	6-9	1,690	20.0	1=>9	3820.0	13.0	1-6-9	5840.0	21.0	1=>9=>6	24860.0	62.0	(2,3),11,(1,5),(4,12),(6,9),(7,10),8	2,3,11,1,(5,12),(4,9),6,7,10,8	9,11,2,3,1,12,(4,5,6),(10,8),7	9,(11,1,6),(2,12),4,3,(5,10,8),7			1-7	1530.0	8.0
201530042206	ダ	右	1600	晴	重	17:15	北斗盃〔H3〕	G	2015-4-22	1	門別	1	(馬齢)		9.0	140.0	1.0	9.0	100.0	1.0	7.0	110	2.0	2.0	130.0	3.0	7-9	270.0	1.0	7-9	170	1.0	2-9	210	2.0	2-7	250	3.0	9=>7	470.0	1.0	2-7-9	450.0	1.0	9=>7=>2	1090.0	1.0	9,11,7,(10,8,5),3,1,4,2,6	(7,9),11,8,5,(3,10),1,4,2,6	9711851031264	9,7,11,8,10,(2,1),(3,5),6,4			6-7	290.0	1.0
201530042207	ダ	右	1700	晴	重	17:50	3歳条件4ー2		2015-4-22	1	門別	1	(馬齢)		4.0	1680.0	5.0	4.0	660.0	5.0	2.0	170	2.0				2-4	830.0	4.0	2-4	320	6.0	3-4	690	9.0	2-3	240	3.0	4=>2	4420.0	16.0	2-3-4	900.0	6.0	4=>2=>3	12610.0	46.0	(3,4),5,1,(2,6)	341526	3,4,(1,5),2,6	(3,4),(5,2),1,6					
201530042208	ダ	右	1200	晴	重	18:20	3歳条件4ー2		2015-4-22	1	門別	1	(馬齢)		4.0	440.0	2.0	4.0	200.0	2.0	2.0	500	8.0	5.0	560.0	9.0	2-4	10960.0	27.0	2-4	3,670	29.0	4-5	4,370	30.0	2-5	13,140	36.0	4=>2	11090.0	38.0	2-4-5	65420.0	75.0	4=>2=>5	204690.0	398.0			5,8,7,6,(4,9),1,(2,3)	5,8,(6,7),4,9,1,3,2			2-4	8240.0	23.0
201530042209	ダ	右	1700	晴	重	18:55	3歳以上C4ー4		2015-4-22	1	門別	1	(馬齢)		3.0	870.0	4.0	3.0	170.0	4.0	8.0	250	6.0	1.0	120.0	1.0	3-8	9460.0	23.0	3-8	1,850	18.0	1-3	290	3.0	1-8	470	5.0	3=>8	18640.0	40.0	1-3-8	2500.0	8.0	3=>8=>1	42520.0	116.0	5,9,(1,8),3,6,4,2,7	5,9,(1,8),3,6,(2,4),7	5,8,(1,9),3,6,(2,4,7)	581396247			3-8	3240.0	9.0
201530042210	ダ	右	1200	晴	重	19:30	3歳以上C3C4ー1		2015-4-22	1	門別	1	(馬齢)		2.0	150.0	1.0	2.0	100.0	1.0	6.0	240	5.0	5.0	140.0	2.0	2-6	1620.0	6.0	2-6	570	7.0	2-5	190	1.0	5-6	1,610	17.0	2=>6	2360.0	8.0	2-5-6	2610.0	9.0	2=>6=>5	8630.0	27.0			5,12,11,(2,8),6,(7,9),4,3,(1,10)	5,(2,12),(11,8),6,9,7,4,1,(3,10)			2-5	330.0	2.0
201530042211	ダ	右	1200	晴	重	20:05	豊富町「北海道牛乳の 		2015-4-22	1	門別	1	(馬齢)		1.0	210.0	1.0	1.0	130.0	1.0	3.0	550	6.0	7.0	130.0	2.0	1-3	3410.0	13.0	1-3	960	13.0	1-7	180	1.0	3-7	1,510	18.0	1=>3	4700.0	18.0	1-3-7	2470.0	9.0	1=>3=>7	15270.0	54.0			6,7,1,9,(2,4),8,3-5	(1,7),6,(2,9,4),8,3-5			1-3	3400.0	13.0
201530042301	ダ	右	1500	晴	稍重	15:10	3歳条件未勝利		2015-4-23	1	門別	2	(馬齢)		1.0	170.0	1.0	1.0	100.0	1.0	6.0	170	3.0				1-6	370.0	2.0	1-6	210	2.0	1-2	290	4.0	2-6	410	7.0	1=>6	580.0	2.0	1-2-6	840.0	5.0	1=>6=>2	2510.0	8.0	(2,4,7),1,6,3	(2,4),7,1,6,3	(2,4,7),(1,6),3	2,(4,7),(3,1),6					
201530042302	ダ	右	1600	晴	稍重	15:40	3歳以上C4ー3		2015-4-23	1	門別	2	(馬齢)		5.0	540.0	3.0	5.0	320.0	3.0	4.0	2,100	6.0				4-5	4980.0	13.0	4-5	1,820	14.0	5-6	320	4.0	4-6	1,470	12.0	5=>4	8040.0	23.0	4-5-6	4330.0	15.0	5=>4=>6	31850.0	84.0	2,5,7,(1,4),(3,6)	2,5,7,(1,4),6,3	2,5,4,1,7,(3,6)	(2,5),4,(1,3),7,6					
201530042303	ダ	右	1200	晴	稍重	16:10	3歳条件未勝利		2015-4-23	1	門別	2	(馬齢)		2.0	220.0	1.0	2.0	110.0	1.0	1.0	250	5.0	3.0	170.0	3.0	1-2	1050.0	4.0	1-2	620	8.0	2-3	210	1.0	1-3	710	10.0	2=>1	2000.0	6.0	1-2-3	1270.0	3.0	2=>1=>3	6770.0	15.0			(5,4,9),(1,3),(2,7,11),(10,8),6	5,(4,9),1,(2,3),7,(11,8),6,10			1-2	1450.0	7.0
201530042304	ダ	右	1200	晴	稍重	16:40	3歳以上C4ー5		2015-4-23	1	門別	2	(馬齢)		8.0	300.0	2.0	8.0	130.0	2.0	4.0	130	3.0	6.0	210.0	4.0	4-8	410.0	1.0	4-8	270	2.0	6-8	320	3.0	4-6	440	5.0	8=>4	710.0	1.0	4-6-8	800.0	3.0	8=>4=>6	2980.0	8.0			11,8,7,(6,4),1,2,(9,10),3-5	(11,8),7,(6,4),1,2,10,9,3-5			4-7	400.0	1.0
