	track	direction	distance	weather	going	start_at	title	grade	date	round	place	days	requirement	rule	単勝:的中	単勝:配当	単勝:人気	複勝_1:的中	複勝_1:配当	複勝_1:人気	複勝_2:的中	複勝_2:配当	複勝_2:人気	複勝_3:的中	複勝_3:配当	複勝_3:人気	枠連:的中	枠連:配当	枠連:人気	馬連:的中	馬連:配当	馬連:人気	ワイド_1:的中	ワイド_1:配当	ワイド_1:人気	ワイド_2:的中	ワイド_2:配当	ワイド_2:人気	ワイド_3:的中	ワイド_3:配当	ワイド_3:人気	馬単:的中	馬単:配当	馬単:人気	三連複:的中	三連複:配当	三連複:人気	三連単:的中	三連単:配当	三連単:人気	spacing_on_corner:1	spacing_on_corner:2	spacing_on_corner:3	spacing_on_corner:4	laptime	pacemaker
201410010101	ダ	右	1700	晴	不良	10:50	3歳未勝利		2014-2-8	1	小倉	1	3歳未勝利	(馬齢)	11	11270	13	11	2,060	11	6	250	4	16.0	230	3.0	3-6	6450.0	20.0	6-11	37490	53	6-11	7,510	51	11-16	6,420	40	6-16	650	5	11=>6	103960	132	6-11-16	44720	100	11=>6=>16	592510	906	(*4,8)16(5,9)10-(6,13)11(3,7,12)(1,2,14)-15	(*4,8)-5(9,16)-10(6,13)(3,11)7(1,2,14,12)=15	(*4,8)(16,6)(9,10)(5,11)(1,3)-(7,13)14(2,15,12)	4,16,6(9,8)(10,11)1(5,3)(7,15)-(2,13)14,12	6.8 - 11.1 - 11.5 - 12.6 - 12.7 - 12.5 - 12.8 - 13.0 - 13.4	6.8 - 17.9 - 29.4 - 42.0 - 54.7 - 67.2 - 80.0 - 93.0 - 106.4 (29.4-39.2)
201410010102	ダ	右	1000	晴	不良	11:15	4歳以上500万下		2014-2-8	1	小倉	1	4歳以上500万下	牝(定量)	10	2730	9	10	610	10	7	140	1	12.0	150	2.0	5-6	1570.0	6.0	7-10	4380	14	7-10	1,340	14	10-12	1,710	22	7-12	330	1	10=>7	11360	41	7-10-12	7140	22	10=>7=>12	73060	241			13(7,11,12)-5,14(6,10)(1,4,9)-8-(2,3)	13(7,11)12(5,10)(6,14)(1,9)(4,8)-3,2	12.1 - 10.7 - 11.3 - 11.9 - 12.3	12.1 - 22.8 - 34.1 - 46.0 - 58.3 (34.1-35.5)
201410010103	芝	右	1200	晴	稍重	11:40	3歳未勝利		2014-2-8	1	小倉	1	3歳未勝利	(混)(馬齢)	7	3770	7	7	670	7	6	230	2	9.0	1,750	12.0	3-4	3230.0	11.0	6-7	5250	18	6-7	1,590	16	7-9	14,310	81	6-9	3,700	34	7=>6	18760	48	6-7-9	81050	171	7=>6=>9	566000	1048			(1,*18,12)17(6,8)(3,5,14)(4,16)(2,9)-(11,15)7,10-13	(*1,18,12)(6,17)(4,3)2(8,5)(7,11,9,14)16,15,10,13	12.0 - 10.7 - 11.0 - 11.5 - 12.0 - 12.2	12.0 - 22.7 - 33.7 - 45.2 - 57.2 - 69.4 (33.7-35.7)
201410010104	芝	右	1800	晴	稍重	12:05	3歳未勝利		2014-2-8	1	小倉	1	3歳未勝利	牝(馬齢)	4	260	1	4	110	1	3	190	3	11.0	170	2.0	2-2	770.0	4.0	3-4	710	1	3-4	290	1	4-11	380	4	3-11	460	6	4=>3	1280	2	3-4-11	1670	2	4=>3=>11	6830	6	7,11(3,8)(5,12)4,6,15(1,16)(2,9)=(10,14,13)	7(3,11)(5,8)4,12,6(15,16)1(2,9)-(10,14,13)	(*7,11)(3,16)(5,8)(6,4)(15,12)(1,9)2(14,13)-10	(*11,16,4)(7,5,8)(3,6,1,15)(14,2,12)(13,9)-10	12.2 - 11.2 - 12.5 - 12.3 - 12.6 - 12.5 - 12.4 - 12.1 - 12.2	12.2 - 23.4 - 35.9 - 48.2 - 60.8 - 73.3 - 85.7 - 97.8 - 110.0 (35.9-36.7)
201410010105	芝	右	2000	晴	稍重	12:30	3歳未勝利		2014-2-8	1	小倉	1	3歳未勝利	(馬齢)	11	960	6	11	320	6	6	240	3	15.0	2,130	12.0	3-6	2520.0	13.0	6-11	2790	14	6-11	1,370	15	11-15	13,260	76	6-15	8,340	60	11=>6	6680	29	6-11-15	118840	203	11=>6=>15	525320	955	4,16(5,10,14)(6,9,13)(2,3,11)(1,17)8(7,15)-12	4,16(5,10,14)(9,13)6,11(2,17)3(1,8)(7,15)-12	(*3,11)(4,16)(5,10,14)(9,13)(2,6)(17,15)(8,7)1=12	(*3,11)16(4,5,10,14,13)(2,6,15)(8,17,9)(1,7)=12	12.5 - 10.9 - 11.8 - 13.4 - 13.1 - 11.8 - 12.6 - 12.4 - 11.9 - 12.0	12.5 - 23.4 - 35.2 - 48.6 - 61.7 - 73.5 - 86.1 - 98.5 - 110.4 - 122.4 (35.2-36.3)
201410010106	芝	右	1200	曇	稍重	12:55	3歳新馬		2014-2-8	1	小倉	1	3歳新馬	(混)(馬齢)	7	440	2	7	150	2	2	220	4	4.0	110	1.0	1-4	1810.0	7.0	2-7	2210	5	2-7	730	6	4-7	190	1	2-4	390	3	7=>2	3720	10	2-4-7	1240	2	7=>2=>4	10290	17			12,7(11,18)-17(3,4)(6,14)2(5,8,15)(1,9,16)13,10	(*12,7)-(11,18)(17,4)(3,2,14)-15(5,6)8(1,9,16)(10,13)	12.3 - 10.8 - 11.1 - 11.9 - 11.8 - 12.2	12.3 - 23.1 - 34.2 - 46.1 - 57.9 - 70.1 (34.2-35.9)
201410010107	ダ	右	2400	曇	不良	13:25	4歳以上500万下		2014-2-8	1	小倉	1	4歳以上500万下	(定量)	4	470	2	4	210	4	13	1,570	11	8.0	280	5.0	4-8	1210.0	5.0	4-13	16660	43	4-13	4,820	46	4-8	820	7	8-13	7,030	54	4=>13	26220	79	4-8-13	26570	93	4=>13=>8	194620	564	(*1,8)(3,10)-(13,6)5(4,7)2-12-(9,11)	(*1,8)(3,10)-(5,13)6,4,7,2-12(9,11)	(*1,8)(13,10,4)6(3,7,2)(5,12)11-9	4(1,8)13-(7,12)10(5,11)(3,6)2,9	12.6 - 11.5 - 12.6 - 12.7 - 12.9 - 13.3 - 13.4 - 13.1 - 12.4 - 12.6 - 11.9 - 12.9	12.6 - 24.1 - 36.7 - 49.4 - 62.3 - 75.6 - 89.0 - 102.1 - 114.5 - 127.1 - 139.0 - 151.9 (36.7-37.4)
201410010108	芝	右	1800	曇	稍重	13:55	4歳以上500万下		2014-2-8	1	小倉	1	4歳以上500万下	(定量)	1	920	4	1	290	4	15	1,110	12	3.0	220	3.0	1-8	1190.0	4.0	1-15	18350	53	1-15	6,900	69	1-3	1,190	10	3-15	4,820	51	1=>15	33060	98	1-3-15	36730	118	1=>15=>3	282350	798	(*8,12)(10,16)14(4,15)(2,3)-(5,11)(6,7)-13-(1,9)	8,12,16,10(14,15)4(2,3)5,11,7,6,13-(1,9)	8(12,16)(10,15,11)(3,7)(4,14,9,13)2(5,6,1)	(*8,12)(10,15,11)16(4,3,7,13)1(2,9)(14,6)-5	12.2 - 11.1 - 12.6 - 12.3 - 12.2 - 12.0 - 11.7 - 11.7 - 11.9	12.2 - 23.3 - 35.9 - 48.2 - 60.4 - 72.4 - 84.1 - 95.8 - 107.7 (35.9-35.3)
201410010109	ダ	右	1700	曇	不良	14:25	4歳以上500万下		2014-2-8	1	小倉	1	4歳以上500万下	(定量)	3	2990	10	3	670	10	11	170	2	9.0	140	1.0	2-6	3870.0	19.0	3-11	6960	26	3-11	2,130	27	3-9	1,680	22	9-11	320	1	3=>11	16790	51	3-9-11	7660	22	3=>11=>9	86010	250	3,6=5(2,11)7(1,8,9)-14(4,16)(10,13)12-15	3,6-5(2,11)(7,8)(1,9)14-(4,16)(10,13,12)-15	3(6,5)11(2,7,8)(14,9)(1,16,12)(10,4)(13,15)	3(5,11,8)6(7,9)(2,14,12)(10,1,13,16,15)4	6.6 - 10.6 - 11.4 - 13.4 - 13.4 - 12.4 - 12.5 - 12.3 - 12.5	6.6 - 17.2 - 28.6 - 42.0 - 55.4 - 67.8 - 80.3 - 92.6 - 105.1 (28.6-37.3)
201410010110	芝	右	2000	曇	良	14:55	唐戸特別 		2014-2-8	1	小倉	1	4歳以上500万下	(混)(定量)	4	1430	6	4	710	7	3	680	6	12.0	410	3.0	3-4	3810.0	11.0	3-4	6740	20	3-4	1,700	17	4-12	2,390	27	3-12	1,740	18	4=>3	13660	36	3-4-12	22480	63	4=>3=>12	166380	384	(*4,6)10(3,7,12)(1,8,9)-5,2-11,13	4,6(3,10)(7,12)(1,8)9(2,5)-11,13	(*4,6)(3,10,12)(7,8,9)1(2,5)11,13	(*4,6)(3,10,12)(7,8,9)1(2,5)(13,11)	12.3 - 11.6 - 12.3 - 13.2 - 12.5 - 12.4 - 12.3 - 11.8 - 11.4 - 11.7	12.3 - 23.9 - 36.2 - 49.4 - 61.9 - 74.3 - 86.6 - 98.4 - 109.8 - 121.5 (36.2-34.9)
